time,avail
2023-12-23 16:18:34,14337.855
2023-12-23 16:18:33,14337.961
2023-12-23 16:18:32,14337.801
2023-12-23 16:18:31,14336.781
2023-12-23 16:18:30,14336.582
2023-12-23 16:18:29,14336.555
2023-12-23 16:18:28,14336.031
2023-12-23 16:18:27,14335.426
2023-12-23 16:18:26,14331.551
2023-12-23 16:18:25,14336.977
2023-12-23 16:18:24,14336.801
2023-12-23 16:18:23,14336.973
2023-12-23 16:18:22,14336.578
2023-12-23 16:18:21,14337.18
2023-12-23 16:18:20,14337.324
2023-12-23 16:18:19,14337.922
2023-12-23 16:18:18,14337.73
2023-12-23 16:18:17,14335.316
2023-12-23 16:18:16,14326.906
2023-12-23 16:18:15,14338.422
2023-12-23 16:18:14,14338.238
2023-12-23 16:18:13,14338.027
2023-12-23 16:18:12,14338.305
2023-12-23 16:18:11,14337.77
2023-12-23 16:18:10,14338.039
2023-12-23 16:18:09,14337.914
2023-12-23 16:18:08,14338.195
2023-12-23 16:18:07,14337.762
2023-12-23 16:18:06,14337.062
2023-12-23 16:18:05,14337.191
2023-12-23 16:18:04,14337.457
2023-12-23 16:18:03,14337.629
2023-12-23 16:18:02,14337.383
2023-12-23 16:18:01,14336.953
2023-12-23 16:18:00,14337.168
2023-12-23 16:17:59,14336.891
2023-12-23 16:17:58,14337.227
2023-12-23 16:17:57,14336.609
2023-12-23 16:17:56,14336.617
2023-12-23 16:17:55,14336.371
2023-12-23 16:17:54,14336.781
2023-12-23 16:17:53,14336.457
2023-12-23 16:17:52,14336.66
2023-12-23 16:17:51,14336.57
2023-12-23 16:17:50,14337.031
2023-12-23 16:17:49,14337.488
2023-12-23 16:17:48,14337.297
2023-12-23 16:17:47,14335.664
2023-12-23 16:17:46,14337.168
2023-12-23 16:17:45,14336.965
2023-12-23 16:17:44,14336.852
2023-12-23 16:17:43,14337.102
2023-12-23 16:17:42,14337.184
2023-12-23 16:17:41,14337.309
2023-12-23 16:17:40,14337.406
2023-12-23 16:17:39,14337.223
2023-12-23 16:17:38,14337.68
2023-12-23 16:17:37,14338.105
2023-12-23 16:17:36,14338.055
2023-12-23 16:17:35,14337.883
2023-12-23 16:17:34,14338.004
2023-12-23 16:17:33,14337.879
2023-12-23 16:17:32,14337.926
2023-12-23 16:17:31,14337.188
2023-12-23 16:17:30,14337.98
2023-12-23 16:17:29,14337.844
2023-12-23 16:17:28,14337.621
2023-12-23 16:17:27,14337.246
2023-12-23 16:17:26,14337.215
2023-12-23 16:17:25,14337.242
2023-12-23 16:17:24,14337.371
2023-12-23 16:17:23,14337.016
2023-12-23 16:17:22,14337.176
2023-12-23 16:17:21,14337.082
2023-12-23 16:17:20,14337.441
2023-12-23 16:17:19,14337.617
2023-12-23 16:17:18,14339.199
2023-12-23 16:17:17,14335.668
2023-12-23 16:17:16,14338.352
2023-12-23 16:17:15,14338.52
2023-12-23 16:17:14,14338.066
2023-12-23 16:17:13,14338.066
2023-12-23 16:17:12,14337.738
2023-12-23 16:17:11,14328.18
2023-12-23 16:17:10,14328.875
2023-12-23 16:17:09,14329.719
2023-12-23 16:17:08,14329.426
2023-12-23 16:17:07,14339.07
2023-12-23 16:17:06,14338.992
2023-12-23 16:17:05,14339.316
2023-12-23 16:17:04,14339.195
2023-12-23 16:17:03,14339.062
2023-12-23 16:17:02,14338.754
2023-12-23 16:17:01,14339.742
2023-12-23 16:17:00,14339.375
2023-12-23 16:16:59,14339.523
2023-12-23 16:16:58,14339.883
2023-12-23 16:16:57,14339.695
2023-12-23 16:16:56,14339.52
2023-12-23 16:16:55,14339.461
2023-12-23 16:16:54,14339.141
2023-12-23 16:16:53,14339.223
2023-12-23 16:16:52,14339.07
2023-12-23 16:16:51,14337.582
2023-12-23 16:16:50,14337.004
2023-12-23 16:16:49,14337.016
2023-12-23 16:16:48,14337.031
2023-12-23 16:16:47,14334.93
2023-12-23 16:16:46,14338.074
2023-12-23 16:16:45,14337.883
2023-12-23 16:16:44,14338.375
2023-12-23 16:16:43,14338.238
2023-12-23 16:16:42,14338.246
2023-12-23 16:16:41,14338.379
2023-12-23 16:16:40,14338.156
2023-12-23 16:16:39,14338.289
2023-12-23 16:16:38,14338.719
2023-12-23 16:16:37,14338.512
2023-12-23 16:16:36,14338.527
2023-12-23 16:16:35,14338.266
2023-12-23 16:16:34,14338
2023-12-23 16:16:33,14338
2023-12-23 16:16:32,14337.465
2023-12-23 16:16:31,14337.695
2023-12-23 16:16:30,14337.578
2023-12-23 16:16:29,14337.672
2023-12-23 16:16:28,14337.789
2023-12-23 16:16:27,14336.98
2023-12-23 16:16:26,14336.988
2023-12-23 16:16:25,14337.109
2023-12-23 16:16:24,14336.945
2023-12-23 16:16:23,14337.523
2023-12-23 16:16:22,14337.434
2023-12-23 16:16:21,14337.188
2023-12-23 16:16:20,14337.301
2023-12-23 16:16:19,14337.27
2023-12-23 16:16:18,14337.602
2023-12-23 16:16:17,14335.695
2023-12-23 16:16:16,14337.363
2023-12-23 16:16:15,14337.34
2023-12-23 16:16:14,14337.375
2023-12-23 16:16:13,14337.656
2023-12-23 16:16:12,14337.145
2023-12-23 16:16:11,14336.988
2023-12-23 16:16:10,14336.844
2023-12-23 16:16:09,14336.984
2023-12-23 16:16:08,14337.812
2023-12-23 16:16:07,14337.699
2023-12-23 16:16:06,14337.832
2023-12-23 16:16:05,14337.672
2023-12-23 16:16:04,14337.676
2023-12-23 16:16:03,14337.723
2023-12-23 16:16:02,14337.312
2023-12-23 16:16:01,14337.465
2023-12-23 16:16:00,14337.508
2023-12-23 16:15:59,14337.047
2023-12-23 16:15:58,14336.973
2023-12-23 16:15:57,14337.059
2023-12-23 16:15:56,14336.074
2023-12-23 16:15:55,14336.312
2023-12-23 16:15:54,14336.168
2023-12-23 16:15:53,14336.414
2023-12-23 16:15:52,14336.316
2023-12-23 16:15:51,14336.016
2023-12-23 16:15:50,14336.309
2023-12-23 16:15:49,14336.188
2023-12-23 16:15:48,14336.242
2023-12-23 16:15:47,14334.699
2023-12-23 16:15:46,14335.762
2023-12-23 16:15:45,14336.016
2023-12-23 16:15:44,14336.863
2023-12-23 16:15:43,14336.621
2023-12-23 16:15:42,14336.211
2023-12-23 16:15:41,14336.301
2023-12-23 16:15:40,14335.914
2023-12-23 16:15:39,14335.918
2023-12-23 16:15:38,14335.875
2023-12-23 16:15:37,14336.238
2023-12-23 16:15:36,14336.262
2023-12-23 16:15:35,14336.012
2023-12-23 16:15:34,14335.789
2023-12-23 16:15:33,14336.184
2023-12-23 16:15:32,14336.137
2023-12-23 16:15:31,14333.441
2023-12-23 16:15:30,14333.449
2023-12-23 16:15:29,14333.629
2023-12-23 16:15:28,14336.93
2023-12-23 16:15:27,14336.508
2023-12-23 16:15:26,14336.516
2023-12-23 16:15:25,14336.48
2023-12-23 16:15:24,14336.152
2023-12-23 16:15:23,14336.559
2023-12-23 16:15:22,14336.535
2023-12-23 16:15:21,14336.742
2023-12-23 16:15:20,14336.246
2023-12-23 16:15:19,14337.777
2023-12-23 16:15:18,14337.895
2023-12-23 16:15:17,14333.953
2023-12-23 16:15:16,14336.891
2023-12-23 16:15:15,14336.379
2023-12-23 16:15:14,14336.934
2023-12-23 16:15:13,14336.906
2023-12-23 16:15:12,14337.027
2023-12-23 16:15:11,14336.91
2023-12-23 16:15:10,14337.234
2023-12-23 16:15:09,14337.293
2023-12-23 16:15:08,14337.418
2023-12-23 16:15:07,14337.695
2023-12-23 16:15:06,14337.438
2023-12-23 16:15:05,14337.188
2023-12-23 16:15:04,14337.426
2023-12-23 16:15:03,14337.609
2023-12-23 16:15:02,14337.332
2023-12-23 16:15:01,14337.336
2023-12-23 16:15:00,14337.102
2023-12-23 16:14:59,14337.285
2023-12-23 16:14:58,14337.254
2023-12-23 16:14:57,14337.086
2023-12-23 16:14:56,14337.277
2023-12-23 16:14:55,14336.961
2023-12-23 16:14:54,14336.426
2023-12-23 16:14:53,14337.008
2023-12-23 16:14:52,14336.734
2023-12-23 16:14:51,14336.43
2023-12-23 16:14:50,14337.336
2023-12-23 16:14:49,14337.18
2023-12-23 16:14:48,14337.273
2023-12-23 16:14:47,14334.055
2023-12-23 16:14:46,14337.094
2023-12-23 16:14:45,14337.273
2023-12-23 16:14:44,14337.438
2023-12-23 16:14:43,14337.555
2023-12-23 16:14:42,14337.414
2023-12-23 16:14:41,14337.324
2023-12-23 16:14:40,14337.301
2023-12-23 16:14:39,14337.645
2023-12-23 16:14:38,14337.746
2023-12-23 16:14:37,14337.523
2023-12-23 16:14:36,14337.25
2023-12-23 16:14:35,14337.648
2023-12-23 16:14:34,14337.438
2023-12-23 16:14:33,14337.82
2023-12-23 16:14:32,14337.723
2023-12-23 16:14:31,14337.789
2023-12-23 16:14:30,14337.758
2023-12-23 16:14:29,14338.191
2023-12-23 16:14:28,14338.102
2023-12-23 16:14:27,14337.633
2023-12-23 16:14:26,14337.793
2023-12-23 16:14:25,14337.688
2023-12-23 16:14:24,14337.418
