time,node-whx-rn_guest_nice,node-whx-rn_guest,node-whx-rn_steal,node-whx-rn_softirq,node-whx-rn_irq,node-whx-rn_user,node-whx-rn_system,node-whx-rn_nice,node-whx-rn_iowait,node-whx-rn_avail,node-whx-rn_received,node-whx-rn_sent,node-whx-rn_forwarded,node-whx-rn_delivered,node-whx-rs_guest_nice,node-whx-rs_guest,node-whx-rs_steal,node-whx-rs_softirq,node-whx-rs_irq,node-whx-rs_user,node-whx-rs_system,node-whx-rs_nice,node-whx-rs_iowait,node-whx-rs_avail,node-whx-rs_received,node-whx-rs_sent,node-whx-rs_forwarded,node-whx-rs_delivered,node-whx-sc_guest_nice,node-whx-sc_guest,node-whx-sc_steal,node-whx-sc_softirq,node-whx-sc_irq,node-whx-sc_user,node-whx-sc_system,node-whx-sc_nice,node-whx-sc_iowait,node-whx-sc_avail,node-whx-sc_received,node-whx-sc_sent,node-whx-sc_forwarded,node-whx-sc_delivered
1703957513,0.0,0.0,0.0,3.25,0.0,47.25,7.0,12.875,0.125,3595.172,0.0,0.0,0.0,0.0,0,0,0,1.0457516,0,9.803922,3.921569,0.2614379,0.0,13494.719,0.0,0.0,0,0.0,0,0,0,0.6451613,0,4.903226,3.870968,13.16129,0.0,13407.293,0.0,0.0,0,0.0
1703957512,0.0,0.0,0.0,2.760351,0.0,52.19573,5.018821,13.048934,0.0,3859.785,0.0,0.0,0.0,0.0,0,0,0,0.9067358,0,5.569948,4.274611,0.2590674,0.0,13490.34,0.0,0.0,0,0.0,0,0,0,0.6393862,0,6.138107,2.941176,13.171355,0.1278772,13408.062,0.0,0.0,0,0.0
1703957511,0.0,0.0,0.0,3.234153,0.0,33.63519,3.880983,13.712807,0.0,3917.145,1.5426298,-1.5426298,0.0,1.5426298,0,0,0,0.9067358,0,5.181347,4.533679,0.388601,0.0,13490.488,0.0,0.0,0,0.0,0,0,0,0.6410256,0,6.153846,3.205128,13.076923,0.0,13408.934,0.0,0.0,0,0.0
1703957510,0.0,0.0,0.0,3.689567,0.0,34.47837,4.071247,12.977099,0.1272265,3922.336,2.45737,-2.45737,0.0,2.45737,0,0,0,0.7802341,0,6.892068,4.811443,0.130039,0.0,13489.137,0.0,0.0,0,0.0,0,0,0,0.7722008,0,4.890605,3.346203,13.127413,0.1287001,13407.172,1.2571781,-1.2571781,0,1.2571781
1703957509,0.0,0.0,0.0,3.27044,0.0,66.28931,5.283019,12.578616,0.0,3935.195,0.0,0.0,0.0,0.0,0,0,0,1.0335917,0,5.297158,3.359173,0.5167959,0.0,13492.41,0.0,0.0,0,0.0,0,0,0,0.6369427,0,3.949045,2.802548,12.993631,0.0,13407.906,2.742822,-2.742822,0,2.742822
1703957508,0.0,0.0,0.0,3.557814,0.0,36.97586,5.209657,12.96061,0.0,3978.941,0.0,0.0,0.0,0.0,0,0,0,1.0430248,0,8.604954,3.650587,0.2607562,0.0,13492.555,0.0,0.0,0,0.0,0,0,0,0.6393862,0,3.70844,2.30179,13.043478,0.0,13407.996,0.0,0.0,0,0.0
1703957507,0.0,0.0,0.0,3.299492,0.0,46.19289,3.807107,12.944162,0.0,4003.387,0.0,0.0,0.0,0.0,0,0,0,0.9009009,0,6.949807,4.375804,0.3861004,0.0,13491.512,3.350466,-3.350466,0,3.350466,0,0,0,0.6402049,0,3.841229,2.304738,13.060179,0.0,13407.945,0.0,0.0,0,0.0
1703957506,0.0,0.0,0.0,3.87985,0.0,41.05131,6.508135,12.515645,0.0,4027.852,0.0,0.0,0.0,0.0,0,0,0,1.0322581,0,6.064516,4.0,0.2580645,0.0,13491.176,6.649534,-6.649534,0,6.649534,0,0,0,0.6402049,0,5.121639,2.68886,12.932138,0.0,13407.809,0.0,0.0,0,0.0
1703957505,0.0,0.0,0.0,2.525253,0.0,64.14141,5.30303,12.878788,0.0,4314.984,0.0,0.0,0.0,0.0,0,0,0,1.0362694,0,5.569948,4.404145,0.388601,0.0,13488.016,1.3404826,-1.3404826,0,1.3404826,0,0,0,0.7653061,0,5.357143,3.061224,13.010204,0.0,13408.445,0.0,0.0,0,0.0
1703957504,0.0,0.0,0.0,3.011292,0.0,54.07779,4.76788,12.923463,0.0,4377.746,0.0,0.0,0.0,0.0,0,0,0,0.9067358,0,4.92228,3.756477,0.388601,0.0,13492.648,2.659517,-2.659517,0,2.659517,0,0,0,0.6418485,0,3.337612,2.567394,13.09371,0.0,13408.305,0.0,0.0,0,0.0
1703957503,0.0,0.0,0.0,3.562341,0.0,34.22392,5.343511,13.231552,0.1272265,4408.023,0.0,0.0,0.0,0.0,0,0,0,1.1627907,0,10.206718,4.263566,0.2583979,0.0,13492.824,0.0,0.0,0,0.0,0,0,0,0.5108557,0,3.703704,2.554278,13.02682,0.0,13408.938,0.0,0.0,0,0.0
1703957502,0.0,0.0,0.0,2.875,0.0,66.75,5.625,12.5,0.0,4674.305,0.0,0.0,0.0,0.0,0,0,0,0.9009009,0,5.791506,3.989704,0.3861004,0.0,13493.477,0.0,0.0,0,0.0,0,0,0,0.6385696,0,3.448276,2.043423,13.02682,0.0,13408.387,0.0,0.0,0,0.0
1703957501,0.0,0.0,0.0,2.541296,0.0,74.58704,5.844981,12.833545,0.0,4745.707,1.5604679,-1.5604679,0.0,1.5604679,0,0,0,0.9043928,0,4.521964,3.488372,0.3875969,0.0,13493.805,0.0,0.0,0,0.0,0,0,0,0.6435006,0,4.633205,2.831403,12.998713,0.0,13409.113,0.0,0.0,0,0.0
1703957500,0.0,0.0,0.0,2.176697,0.0,57.87452,4.737516,12.932138,0.0,4825.875,2.439532,-2.439532,0.0,2.439532,0,0,0,0.9055627,0,4.786546,4.527814,0.3880983,0.0,13494.211,0.0,0.0,0,0.0,0,0,0,0.5108557,0,5.236271,2.93742,13.02682,0.0,13407.91,1.2580233,-1.2580233,0,1.2580233
1703957499,0.0,0.0,0.0,2.534854,0.0,49.30292,4.816223,13.307985,0.0,4854.512,0.0,0.0,0.0,0.0,0,0,0,0.9090909,0,4.545455,3.506494,0.2597403,0.0,13495.102,0.0,0.0,0,0.0,0,0,0,0.5134788,0,3.465982,2.182285,13.22208,0.0,13407.152,2.741977,-2.741977,0,2.741977
1703957498,0.0,0.0,0.0,2.644836,0.0,69.39547,5.163728,12.972292,0.0,4880.051,0.0,0.0,0.0,0.0,0,0,0,0.7722008,0,8.494208,3.474903,0.2574003,0.0,13494.855,0.0,0.0,0,0.0,0,0,0,0.6377551,0,3.571429,2.423469,12.882653,0.127551,13407.285,0.0,0.0,0,0.0
1703957497,0.0,0.0,0.0,2.651515,0.0,54.16667,6.186869,12.878788,0.0,4926.43,0.0,0.0,0.0,0.0,0,0,0,1.1627907,0,7.105943,4.909561,0.2583979,0.0,13495.438,0.0,0.0,0,0.0,0,0,0,0.6402049,0,3.457106,2.944942,13.060179,0.0,13407.27,0.0,0.0,0,0.0
1703957496,0.0,0.0,0.0,3.27044,0.0,52.57862,6.163522,12.830189,0.0,4977.301,0.0,0.0,0.0,0.0,0,0,0,0.9079118,0,4.280156,3.372244,0.3891051,0.0,13495.156,0.0,0.0,0,0.0,0,0,0,0.6410256,0,4.102564,2.179487,13.076923,0.0,13408.59,0.0,0.0,0,0.0
1703957495,0.0,0.0,0.0,3.076923,0.0,60.51282,5.897436,12.692308,0.0,5328.582,0.0,0.0,0.0,0.0,0,0,0,0.9079118,0,5.447471,3.761349,0.2594034,0.0,13495.008,1.3395603,-1.3395603,0,1.3395603,0,0,0,0.6410256,0,5.0,2.820513,13.076923,0.0,13408.309,0.0,0.0,0,0.0
1703957494,0.0,0.0,0.0,3.018868,0.0,69.81132,4.779874,12.45283,0.0,5594.027,3.842824,-3.842824,0.0,3.842824,0,0,0,1.1597938,0,5.412371,4.510309,0.3865979,0.128866,13494.926,2.66044,-2.66044,0,2.66044,0,0,0,0.7653061,0,3.188776,2.423469,13.137755,0.0,13408.074,0.0,0.0,0,0.0
1703957493,0.0,0.0,0.0,3.320562,0.0,41.2516,5.619413,13.282248,0.1277139,5676.816,6.157176,-6.157176,0.0,6.157176,0,0,0,0.9079118,0,6.095979,4.409857,0.2594034,0.0,13495.547,0.0,0.0,0,0.0,0,0,0,0.3846154,0,3.205128,2.307692,13.076923,0.0,13408.668,0.0,0.0,0,0.0
1703957492,0.0,0.0,0.0,2.685422,0.0,52.8133,8.056266,12.787724,0.0,5704.844,0.0,0.0,0.0,0.0,0,0,0,1.0322581,0,9.677419,4.0,0.516129,0.0,13493.082,0.0,0.0,0,0.0,0,0,0,0.5108557,0,4.725415,2.171137,13.02682,0.0,13409.344,0.0,0.0,0,0.0
1703957491,0.0,0.0,0.0,3.011292,0.0,75.03137,6.022585,12.421581,0.0,6161.336,1.89389,-1.89389,0.0,1.89389,0,0,0,0.6493506,0,4.675325,3.376623,0.6493506,0.1298701,13495.18,0.0,0.0,0,0.0,0,0,0,0.6402049,0,4.481434,2.560819,13.060179,0.0,13409.352,0.0,0.0,0,0.0
1703957490,0.0,0.0,0.0,2.515723,0.0,75.34591,6.792453,12.45283,0.0,6321.453,2.10611,-2.10611,0.0,2.10611,0,0,0,0.6459948,0,5.03876,4.780362,0.2583979,0.0,13494.773,0.0,0.0,0,0.0,0,0,0,0.6393862,0,3.324808,2.30179,13.043478,0.0,13409.695,1.2581968,-1.2581968,0,1.2581968
1703957489,0.0,0.0,0.0,3.125,0.0,44.875,5.5,13.125,0.0,6483.156,0.0,0.0,0.0,0.0,0,0,0,0.7751938,0,4.651163,4.005168,0.3875969,0.0,13496.664,0.0,0.0,0,0.0,0,0,0,0.3826531,0,3.69898,2.040816,12.882653,0.0,13410.5,2.741803,-2.741803,0,2.741803
1703957488,0.0,0.0,0.0,3.426396,0.0,20.93909,3.426396,13.19797,0.1269036,6560.254,0.0,0.0,0.0,0.0,0,0,0,0.6476684,0,4.92228,3.238342,0.388601,0.0,13496.258,0.0,0.0,0,0.0,0,0,0,0.3831418,0,3.57599,2.554278,13.02682,0.0,13410.391,0.0,0.0,0,0.0
1703957487,0.0,0.0,0.0,2.777778,0.0,50.12626,5.30303,13.005051,0.0,6559.051,0.0,0.0,0.0,0.0,0,0,0,0.516129,0,5.935484,4.0,0.2580645,0.0,13496.766,0.0,0.0,0,0.0,0,0,0,0.3831418,0,3.448276,2.043423,13.02682,0.0,13408.227,0.0,0.0,0,0.0
1703957486,0.0,0.0,0.0,2.281369,0.0,48.54246,5.069708,13.181242,0.0,6614.777,0.0,0.0,0.0,0.0,0,0,0,0.5181347,0,4.663212,3.367876,0.2590674,0.0,13494.938,0.0,0.0,0,0.0,0,0,0,0.3836317,0,2.813299,2.30179,12.915601,0.0,13408.469,0.0,0.0,0,0.0
1703957485,0.0,0.0,0.0,3.93401,0.0,20.05076,3.680203,13.705584,0.0,6701.344,0.0,0.0,0.0,0.0,0,0,0,0.7741935,0,8.129032,3.612903,0.2580645,0.0,13494.91,1.3397665,-1.3397665,0,1.3397665,0,0,0,0.6361323,0,4.707379,2.926209,13.104326,0.1272265,13408.973,0.0,0.0,0,0.0
1703957484,0.0,0.0,0.0,3.960396,0.0,23.39109,3.589109,12.871287,0.0,6716.336,0.0,0.0,0.0,0.0,0,0,0,0.6459948,0,4.263566,3.100775,0.3875969,0.0,13494.297,2.660233,-2.660233,0,2.660233,0,0,0,0.511509,0,6.01023,2.429668,13.043478,0.0,13407.801,0.0,0.0,0,0.0
1703957483,0.0,0.0,0.0,3.168568,0.0,26.36248,3.295311,13.434728,0.1267427,6722.43,0.0,0.0,0.0,0.0,0,0,0,0.7761966,0,6.080207,3.880983,0.3880983,0.0,13494.547,0.0,0.0,0,0.0,0,0,0,0.6418485,0,10.141207,3.851091,13.09371,0.0,13406.867,0.0,0.0,0,0.0
1703957482,0.0,0.0,0.0,2.544529,0.0,35.75064,4.452926,13.231552,0.0,6737.668,0.0,0.0,0.0,0.0,0,0,0,0.7722008,0,5.276705,4.118404,0.3861004,0.0,13492.746,0.0,0.0,0,0.0,0,0,0,0.5089059,0,6.10687,2.671756,12.977099,0.0,13407.191,0.0,0.0,0,0.0
1703957481,0.0,0.0,0.0,2.824134,0.0,32.2208,5.263158,13.09371,0.1283697,6756.66,1.5328009,-1.5328009,0.0,1.5328009,0,0,0,0.7751938,0,4.392765,3.359173,0.2583979,0.0,13493.77,0.0,0.0,0,0.0,0,0,0,0.511509,0,4.731458,2.941176,15.473146,0.0,13407.609,0.0,0.0,0,0.0
1703957480,0.0,0.0,0.0,2.736318,0.0,51.36816,3.855721,12.686567,0.0,7007.566,2.467199,-2.467199,0.0,2.467199,0,0,0,0.6459948,0,5.03876,3.74677,0.3875969,0.0,13493.359,0.0,0.0,0,0.0,0,0,0,0.6393862,0,4.219949,2.813299,12.915601,0.0,13406.547,1.2576561,-1.2576561,0,1.2576561
1703957479,0.0,0.0,0.0,3.899371,0.0,29.81132,3.773585,13.081761,0.0,7083.863,0.0,0.0,0.0,0.0,0,0,0,0.516129,0,6.451613,3.354839,0.2580645,0.0,13495.387,0.0,0.0,0,0.0,0,0,0,0.3836317,0,3.452685,2.429668,13.171355,0.0,13405.484,2.742344,-2.742344,0,2.742344
1703957478,0.0,0.0,0.0,3.144654,0.0,40.25157,5.660377,13.081761,0.0,7089.547,0.0,0.0,0.0,0.0,0,0,0,0.6468305,0,5.692109,3.363519,0.3880983,0.0,13494.57,0.0,0.0,0,0.0,0,0,0,0.5128205,0,3.076923,1.794872,12.948718,0.0,13405.41,0.0,0.0,0,0.0
1703957477,0.0,0.0,0.0,2.774275,0.0,68.09584,6.431274,12.61034,0.0,7351.98,0.0,0.0,0.0,0.0,0,0,0,0.6435006,0,5.534106,3.861004,0.3861004,0.0,13496.051,0.0,0.0,0,0.0,0,0,0,0.3821656,0,9.426752,2.420382,13.121019,0.0,13404.824,0.0,0.0,0,0.0
1703957476,0.0,0.0,0.0,2.012579,0.0,72.20126,5.408805,13.081761,0.0,7658.258,0.0,0.0,0.0,0.0,0,0,0,0.6459948,0,3.74677,3.100775,0.3875969,0.0,13494.227,0.0,0.0,0,0.0,0,0,0,0.5095541,0,3.184713,1.910828,12.993631,0.0,13405.559,0.0,0.0,0,0.0
1703957475,0.0,0.0,0.0,3.026482,0.0,41.61412,3.656999,13.114754,0.0,7822.203,0.0,0.0,0.0,0.0,0,0,0,0.5154639,0,4.768041,3.865979,0.257732,0.0,13494.773,1.3417803,-1.3417803,0,1.3417803,0,0,0,0.3826531,0,4.591837,2.423469,13.010204,0.0,13405.582,0.0,0.0,0,0.0
1703957474,0.0,0.0,0.0,5.01836,0.0,17.62546,2.937576,12.4847,0.0,7888.828,0.0,0.0,0.0,0.0,0,0,0,0.516129,0,4.516129,2.83871,0.3870968,0.0,13495.188,2.65822,-2.65822,0,2.65822,0,0,0,0.3841229,0,2.68886,2.304738,13.18822,0.0,13405.18,0.0,0.0,0,0.0
1703957473,0.0,0.0,0.0,1.625,0.0,65.25,4.0,13.0,0.125,7892.129,0.0,0.0,0.0,0.0,0,0,0,0.6485084,0,5.188067,4.020752,0.3891051,0.0,13495.281,0.0,0.0,0,0.0,0,0,0,0.3821656,0,3.057325,2.165605,12.993631,0.0,13405.609,0.0,0.0,0,0.0
1703957472,0.0,0.0,0.0,1.792574,0.0,56.20999,5.121639,13.060179,0.0,7950.891,0.0,0.0,0.0,0.0,0,0,0,0.5167959,0,4.392765,3.100775,0.3875969,0.0,13494.855,0.0,0.0,0,0.0,0,0,0,0.5076142,0,2.918782,2.284264,12.944162,0.1269036,13405.52,0.0,0.0,0,0.0
1703957471,0.0,0.0,0.0,3.030303,0.0,29.67172,4.671717,13.131313,0.0,8011.953,1.5383321,-1.5383321,0.0,1.5383321,0,0,0,0.3861004,0,4.247104,3.474903,0.2574003,0.0,13494.352,0.0,0.0,0,0.0,0,0,0,0.3846154,0,6.923077,2.307692,12.948718,0.0,13406.426,0.0,0.0,0,0.0
1703957470,0.0,0.0,0.0,2.258469,0.0,34.00251,3.764115,13.048934,0.1254705,8039.324,2.461668,-2.461668,0.0,2.461668,0,0,0,0.7682458,0,8.962868,3.841229,0.2560819,0.0,13495.07,0.0,0.0,0,0.0,0,0,0,0.3826531,0,3.061224,2.295918,12.882653,0.0,13406.043,1.25738,-1.25738,0,1.25738
1703957469,0.0,0.0,0.0,3.566879,0.0,30.57325,5.095541,13.248408,0.1273885,8052.715,0.0,0.0,0.0,0.0,0,0,0,0.6468305,0,5.30401,3.363519,0.2587322,0.0,13495.344,0.0,0.0,0,0.0,0,0,0,0.2544529,0,3.053435,2.035623,13.104326,0.0,13406.789,2.74262,-2.74262,0,2.74262
1703957468,0.0,0.0,0.0,2.386935,0.0,47.73869,4.396985,12.939698,0.0,8310.367,0.0,0.0,0.0,0.0,0,0,0,0.516129,0,3.870968,2.83871,0.2580645,0.0,13496.105,0.0,0.0,0,0.0,0,0,0,0.3831418,0,2.554278,1.787995,12.899106,0.0,13406.441,0.0,0.0,0,0.0
1703957467,0.0,0.0,0.0,2.141058,0.0,33.87909,6.171285,14.987406,0.0,8357.309,0.0,0.0,0.0,0.0,0,0,0,0.6410256,0,6.025641,4.615385,0.5128205,0.0,13495.629,0.0,0.0,0,0.0,0,0,0,0.2564103,0,2.948718,2.564103,13.205128,0.0,13407.016,0.0,0.0,0,0.0
1703957466,0.0,0.0,0.0,2.5,0.0,47.5,4.5,12.75,0.0,8629.57,0.0,0.0,0.0,0.0,0,0,0,0.3880983,0,3.880983,3.104787,0.2587322,0.0,13496.34,0.0,0.0,0,0.0,0,0,0,0.3826531,0,2.55102,1.913265,12.882653,0.0,13408.5,0.0,0.0,0,0.0
1703957465,0.0,0.0,0.0,2.281369,0.0,69.32826,5.576679,16.730038,0.0,8706.91,0.0,0.0,0.0,0.0,0,0,0,0.516129,0,4.0,3.096774,0.2580645,0.0,13495.848,1.3426416,-1.3426416,0,1.3426416,0,0,0,0.3831418,0,4.342273,2.681992,13.02682,0.0,13409.164,0.0,0.0,0,0.0
1703957464,0.0,0.0,0.0,3.0,0.0,36.875,5.125,12.75,0.0,9051.664,0.0,0.0,0.0,0.0,0,0,0,0.5148005,0,4.890605,3.989704,0.2574003,0.0,13495.316,2.657358,-2.657358,0,2.657358,0,0,0,0.2560819,0,5.889885,2.048656,13.18822,0.0,13408.613,0.0,0.0,0,0.0
1703957463,0.0,0.0,0.0,3.970223,0.0,27.29529,4.466501,12.903226,0.0,9145.941,0.0,0.0,0.0,0.0,0,0,0,0.6435006,0,5.019305,3.732304,0.3861004,0.0,13495.98,0.0,0.0,0,0.0,0,0,0,0.3816794,0,2.417303,1.908397,13.104326,0.0,13408.762,0.0,0.0,0,0.0
1703957462,0.0,0.0,0.0,1.785714,0.0,35.71429,5.229592,13.265306,0.0,9180.023,0.0,0.0,0.0,0.0,0,0,0,0.5167959,0,8.139535,3.100775,0.3875969,0.0,13496.312,0.0,0.0,0,0.0,0,0,0,0.2544529,0,2.544529,2.035623,13.104326,0.0,13409.051,0.0,0.0,0,0.0
1703957461,0.0,0.0,0.0,2.732919,0.0,33.29193,3.726708,12.42236,0.1242236,9249.055,1.5416288,-1.5416288,0.0,1.5416288,0,0,0,0.5148005,0,3.732304,2.831403,0.3861004,0.0,13496.566,0.0,0.0,0,0.0,0,0,0,0.3831418,0,4.214559,2.554278,13.02682,0.0,13409.008,0.0,0.0,0,0.0
1703957460,0.0,0.0,0.0,4.422604,0.0,19.53317,3.931204,12.899263,0.0,9302.695,2.458371,-2.458371,0.0,2.458371,0,0,0,0.3875969,0,4.521964,4.521964,0.2583979,0.0,13496.695,0.0,0.0,0,0.0,0,0,0,0.3821656,0,2.802548,2.292994,12.738854,0.1273885,13409.738,1.2576122,-1.2576122,0,1.2576122
1703957459,0.0,0.0,0.0,4.207921,0.0,14.232673,2.59901,12.99505,0.0,9339.023,0.0,0.0,0.0,0.0,0,0,0,0.6468305,0,4.010349,2.97542,0.2587322,0.0,13498.484,0.0,0.0,0,0.0,0,0,0,0.2557545,0,2.557545,1.790281,13.171355,0.0,13410.664,2.742388,-2.742388,0,2.742388
1703957458,0.0,0.0,0.0,3.233831,0.0,14.552239,2.860697,13.059701,0.0,9346.867,0.0,0.0,0.0,0.0,0,0,0,0.5167959,0,4.134367,3.488372,0.5167959,0.0,13498.207,0.0,0.0,0,0.0,0,0,0,0.3811944,0,2.414231,1.905972,12.96061,0.0,13409.832,0.0,0.0,0,0.0
1703957457,0.0,0.0,0.0,4.720497,0.0,11.055901,2.608696,13.416149,0.1242236,9345.52,0.0,0.0,0.0,0.0,0,0,0,0.3875969,0,5.813953,3.875969,0.2583979,0.0,13497.336,0.0,0.0,0,0.0,0,0,0,0.3816794,0,2.671756,1.908397,12.722646,0.0,13408.855,0.0,0.0,0,0.0
1703957456,0.0,0.0,0.0,4.914005,0.0,9.82801,2.702703,12.899263,0.0,9349.629,0.0,0.0,0.0,0.0,0,0,0,0.5154639,0,3.092784,3.350515,0.3865979,0.0,13496.281,0.0,0.0,0,0.0,0,0,0,0.3831418,0,5.363985,1.915709,13.02682,0.0,13408.793,0.0,0.0,0,0.0
1703957455,0.0,0.0,0.0,6.416465,0.0,8.232446,2.421308,12.83293,0.0,9350.023,0.0,0.0,0.0,0.0,0,0,0,0.3846154,0,4.102564,3.461538,0.3846154,0.0,13496.027,1.3427879,-1.3427879,0,1.3427879,0,0,0,0.5102041,0,4.081633,2.55102,12.882653,0.0,13409.293,3.457635,-3.457635,0,3.457635
1703957454,0.0,0.0,0.0,6.067961,0.0,11.650485,2.669903,12.864078,0.1213592,9352.0,0.0,0.0,0.0,0.0,0,0,0,0.3870968,0,3.741935,3.096774,0.2580645,0.0,13496.281,2.657212,-2.657212,0,2.657212,0,0,0,0.255102,0,3.188776,2.55102,13.010204,0.0,13407.48,7.542365,-7.542365,0,7.542365
1703957453,0.0,0.0,0.0,6.362545,0.0,7.683073,2.761104,12.605042,0.120048,9354.074,0.0,0.0,0.0,0.0,0,0,0,0.6418485,0,5.263158,3.979461,0.3851091,0.0,13497.023,0.0,0.0,0,0.0,0,0,0,0.3816794,0,3.94402,3.562341,12.977099,0.0,13406.512,0.0,0.0,0,0.0
1703957452,0.0,0.0,0.0,5.302096,0.0,11.590629,2.7127,13.193588,0.0,9354.523,0.0,0.0,0.0,0.0,0,0,0,0.3851091,0,8.215661,3.337612,0.2567394,0.0,13495.52,0.0,0.0,0,0.0,0,0,0,0.3821656,0,2.929936,2.292994,12.993631,0.0,13407.387,0.0,0.0,0,0.0
1703957451,0.0,0.0,0.0,5.973716,0.0,9.438471,3.584229,12.783751,0.0,9346.66,1.5371714,-1.5371714,0.0,1.5371714,0,0,0,0.3870968,0,3.870968,3.612903,0.3870968,0.0,13495.008,0.0,0.0,0,0.0,0,0,0,0.2560819,0,3.713188,2.68886,13.060179,0.0,13408.238,0.0,0.0,0,0.0
1703957450,0.0,0.0,0.0,6.917476,0.0,10.315534,2.063107,12.378641,0.0,9346.316,2.462829,-2.462829,0.0,2.462829,0,0,0,0.3880983,0,4.786546,3.492885,0.2587322,0.0,13495.598,0.0,0.0,0,0.0,0,0,0,0.3826531,0,3.954082,2.806122,13.010204,0.0,13407.695,1.2578139,-1.2578139,0,1.2578139
1703957449,0.0,0.0,0.0,4.84472,0.0,16.149068,3.478261,12.919255,0.0,9343.43,0.0,0.0,0.0,0.0,0,0,0,0.5134788,0,3.851091,3.337612,0.2567394,0.0,13496.645,0.0,0.0,0,0.0,0,0,0,0.3821656,0,2.675159,2.165605,13.121019,0.0,13404.297,2.742186,-2.742186,0,2.742186
1703957448,0.0,0.0,0.0,5.19802,0.0,13.613861,2.970297,12.99505,0.1237624,9350.906,0.0,0.0,0.0,0.0,0,0,0,0.5154639,0,3.479381,3.350515,0.3865979,0.0,13498.523,0.0,0.0,0,0.0,0,0,0,0.2557545,0,5.242967,1.918159,13.043478,0.1278772,13403.566,0.0,0.0,0,0.0
1703957447,0.0,0.0,0.0,6.174334,0.0,11.380145,3.268765,12.83293,0.0,9352.336,0.0,0.0,0.0,0.0,0,0,0,0.6402049,0,5.24968,3.96927,0.2560819,0.0,13497.855,0.0,0.0,0,0.0,0,0,0,0.2547771,0,2.292994,2.038217,12.993631,0.0,13403.523,0.0,0.0,0,0.0
1703957446,0.0,0.0,0.0,4.60199,0.0,14.427861,2.61194,13.18408,0.0,9353.402,0.0,0.0,0.0,0.0,0,0,0,0.3875969,0,3.488372,3.100775,0.5167959,0.0,13497.207,3.350351,-3.350351,0,3.350351,0,0,0,0.2541296,0,2.668361,2.033037,13.21474,0.0,13403.312,0.0,0.0,0,0.0
1703957445,0.0,0.0,0.0,7.533414,0.0,6.318348,2.18712,12.758202,0.0,9368.613,0.0,0.0,0.0,0.0,0,0,0,0.5148005,0,4.247104,4.247104,0.2574003,0.0,13496.84,7.992322,-7.992322,0,7.992322,0,0,0,0.5089059,0,4.198473,2.417303,12.849873,0.0,13404.047,0.0,0.0,0,0.0
1703957444,0.0,0.0,0.0,4.656863,0.0,11.151961,2.818627,13.112745,0.122549,9368.621,0.0,0.0,0.0,0.0,0,0,0,0.5108557,0,4.342273,3.192848,0.3831418,0.0,13498.129,2.657326,-2.657326,0,2.657326,0,0,0,0.3831418,0,2.298851,1.787995,13.02682,0.0,13404.418,0.0,0.0,0,0.0
1703957443,0.0,0.0,0.0,4.353234,0.0,9.701493,2.985075,13.059701,0.0,9363.766,0.0,0.0,0.0,0.0,0,0,0,0.5167959,0,5.167959,3.875969,0.5167959,0.0,13498.539,0.0,0.0,0,0.0,0,0,0,0.2554278,0,2.554278,1.787995,13.154534,0.0,13403.523,0.0,0.0,0,0.0
1703957442,0.0,0.0,0.0,4.720497,0.0,12.795031,2.981366,12.919255,0.1242236,9364.777,0.0,0.0,0.0,0.0,0,0,0,0.5148005,0,7.335907,2.960103,0.2574003,0.0,13499.848,0.0,0.0,0,0.0,0,0,0,0.2544529,0,2.671756,2.035623,12.977099,0.0,13404.488,0.0,0.0,0,0.0
1703957441,0.0,0.0,0.0,4.099379,0.0,17.51553,2.484472,13.167702,0.0,9368.711,1.5329843,-1.5329843,0.0,1.5329843,0,0,0,0.3865979,0,3.994845,2.963918,0.3865979,0.0,13499.867,0.0,0.0,0,0.0,0,0,0,0.5082592,0,4.574333,2.668361,12.833545,0.0,13402.008,0.0,0.0,0,0.0
1703957440,0.0,0.0,0.0,3.995006,0.0,13.358302,2.871411,13.108614,0.0,9379.934,2.467016,-2.467016,0.0,2.467016,0,0,0,0.5128205,0,3.974359,3.461538,0.3846154,0.0,13500.188,0.0,0.0,0,0.0,0,0,0,0.6361323,0,6.870229,2.417303,12.849873,0.0,13401.875,1.2588013,-1.2588013,0,1.2588013
1703957439,0.0,0.0,0.0,3.783102,0.0,19.67213,3.278689,13.366961,0.0,9382.367,0.0,0.0,0.0,0.0,0,0,0,0.3856041,0,3.856041,3.470437,0.3856041,0.0,13501.57,0.0,0.0,0,0.0,0,0,0,0.3816794,0,2.671756,2.035623,12.849873,0.1272265,13406.398,2.741199,-2.741199,0,2.741199
1703957438,0.0,0.0,0.0,3.708282,0.0,19.15946,2.719407,12.855377,0.0,9386.797,0.0,0.0,0.0,0.0,0,0,0,0.3880983,0,3.492885,3.104787,0.2587322,0.0,13501.305,0.0,0.0,0,0.0,0,0,0,0.255102,0,2.55102,1.785714,13.265306,0.0,13405.781,0.0,0.0,0,0.0
1703957437,0.0,0.0,0.0,3.117207,0.0,24.18953,3.61596,12.967581,0.0,9382.059,0.0,0.0,0.0,0.0,0,0,0,0.5174644,0,4.915912,3.880983,0.3880983,0.0,13501.816,0.0,0.0,0,0.0,0,0,0,0.5082592,0,2.92249,2.668361,12.833545,0.0,13406.492,0.0,0.0,0,0.0
