ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,type total
20108.545454545456,97.0,97.0,97.0,155144.4090909091,155241.87272727274,155534.7090909091,155592.67272727273,155632.69999999998,155632.69999999998,1690928253.0,-0.29373727272727274,0.0,0.0,0.0,0.0,0.0,total
18924.3,111.1,111.1,111.1,146568.49,146650.28,146903.4,146973.23,147012.45,147012.45,1690928254.0,-0.29431799999999997,0.0,0.0,0.0,0.0,0.0,total
19054.1,129.8,129.8,129.8,147306.31,147388.25,147662.57,147694.44,147709.53999999998,147709.53999999998,1690928255.0,-0.285288,0.0,0.0,0.0,0.0,0.0,total
19182.8,128.7,128.7,128.7,148032.21000000002,148098.36000000002,148400.35,148434.73,148439.77,148439.77,1690928256.0,-0.27715999999999996,0.0,0.0,0.0,0.0,0.0,total
17533.363636363636,94.45454545454545,94.45454545454545,94.45454545454545,135339.55454545456,135396.7090909091,135672.58181818182,135731.69090909092,135797.64545454548,135797.64545454548,1690928257.0,-0.24970454545454546,0.0,0.0,0.0,0.0,0.0,total
17607.18181818182,73.81818181818181,73.81818181818181,73.81818181818181,136125.7181818182,136165.31818181818,136509.9090909091,136566.14545454548,136582.06363636363,136582.06363636363,1690928258.0,-0.5885645454545455,0.0,0.0,0.0,0.0,0.0,total
17738.363636363636,131.1818181818182,131.1818181818182,131.1818181818182,136954.0909090909,137016.28181818183,137294.25454545455,137317.30909090908,137342.47272727272,137342.47272727272,1690928259.0,-0.41901727272727274,0.0,0.0,0.0,0.0,0.0,total
16329.8,129.2,129.2,129.2,125841.18000000001,125867.29,126220.87,126278.75,126303.06999999999,126303.06999999999,1690928260.0,-0.378044,0.0,0.0,0.0,0.0,0.0,total
16463.6,133.8,133.8,133.8,126584.83,126624.36000000002,126967.66,126976.9,126997.01999999999,126997.01999999999,1690928261.0,-0.345646,0.0,0.0,0.0,0.0,0.0,total
16574.8,111.2,111.2,111.2,127290.95,127284.55,127705.22,127779.46,127811.35,127811.35,1690928262.0,-0.332025,0.0,0.0,0.0,0.0,0.0,total
16693.5,118.7,118.7,118.7,128102.48000000001,128194.3,128434.61000000002,128487.88999999998,128522.71,128522.71,1690928263.0,-0.31943900000000003,0.0,0.0,0.0,0.0,0.0,total
16821.4,127.9,127.9,127.9,128905.65,128961.85,129220.22,129256.71,129310.81000000001,129310.81000000001,1690928264.0,-0.313915,0.0,0.0,0.0,0.0,0.0,total
16921.0,99.6,99.6,99.6,129557.76000000001,129602.73000000001,129905.97,129946.66,129956.3,129956.3,1690928265.0,-0.310341,0.0,0.0,0.0,0.0,0.0,total
14251.25,91.875,91.875,91.875,110444.2125,110485.8375,110798.825,110817.1875,110844.4625,110844.4625,1690928266.0,-0.29925875,0.0,0.0,0.0,0.0,0.0,total
17100.3,105.8,105.8,105.8,131506.08000000002,131544.27,131835.38,131890.73,131899.13,131899.13,1690928267.0,-0.301626,0.0,0.0,0.0,0.0,0.0,total
17236.5,136.2,136.2,136.2,132230.96,132263.19,132607.13,132650.75,132678.41999999998,132678.41999999998,1690928268.0,-0.29859,0.0,0.0,0.0,0.0,0.0,total
17370.3,133.8,133.8,133.8,132977.13,133020.65,133350.35,133379.72,133384.74,133384.74,1690928269.0,-0.295205,0.0,0.0,0.0,0.0,0.0,total
17508.3,138.0,138.0,138.0,133714.28,133761.38999999998,134064.21000000002,134117.07,134127.97,134127.97,1690928270.0,-0.29276599999999997,0.0,0.0,0.0,0.0,0.0,total
17632.4,124.1,124.1,124.1,134426.83000000002,134461.0,134812.49,134825.9,134848.54,134848.54,1690928271.0,-0.290367,0.0,0.0,0.0,0.0,0.0,total
17753.2,120.8,120.8,120.8,135211.18,135253.72,135543.95,135615.25,135647.13,135647.13,1690928272.0,-0.28811400000000004,0.0,0.0,0.0,0.0,0.0,total
17886.5,133.3,133.3,133.3,135956.1,135990.25,136310.66999999998,136361.85,136382.82,136382.82,1690928273.0,-0.28616199999999997,0.0,0.0,0.0,0.0,0.0,total
18017.8,131.3,131.3,131.3,136654.1,136694.88999999998,137018.66999999998,137065.65,137115.98,137115.98,1690928274.0,-0.284586,0.0,0.0,0.0,0.0,0.0,total
18145.6,127.8,127.8,127.8,137456.93,137526.19,137784.56,137825.66,137861.72,137861.72,1690928275.0,-0.28308900000000004,0.0,0.0,0.0,0.0,0.0,total
18259.2,113.6,113.6,113.6,138215.36,138281.18,138555.47,138613.35,138659.48,138659.48,1690928276.0,-0.281764,0.0,0.0,0.0,0.0,0.0,total
20128.333333333332,120.88888888888889,120.88888888888889,120.88888888888889,151858.38888888888,151896.25555555557,152212.2111111111,152299.83333333334,152306.35555555555,152306.35555555555,1690928277.0,-0.2662477777777778,0.0,0.0,0.0,0.0,0.0,total
20255.444444444445,127.11111111111111,127.11111111111111,127.11111111111111,152617.93333333332,152644.7111111111,152941.0888888889,152995.16666666666,153035.23333333334,153035.23333333334,1690928278.0,-0.26498222222222223,0.0,0.0,0.0,0.0,0.0,total
22624.625,148.0,148.0,148.0,170294.1,170345.3625,170630.575,170706.0625,170714.4625,170714.4625,1690928279.0,-0.25052625,0.0,0.0,0.0,0.0,0.0,total
25546.571428571428,141.28571428571428,141.28571428571428,141.28571428571428,192150.1285714286,192216.58571428573,192504.18571428573,192525.74285714285,192547.31428571427,192547.31428571427,1690928280.0,-0.2673085714285714,0.0,0.0,0.0,0.0,0.0,total
25704.714285714286,158.14285714285714,158.14285714285714,158.14285714285714,192794.25714285715,192861.2857142857,193120.14285714287,193168.07142857142,193187.25714285715,193187.25714285715,1690928281.0,-0.26708,0.0,0.0,0.0,0.0,0.0,total
25820.14285714286,115.42857142857143,115.42857142857143,115.42857142857143,193471.14285714287,193517.9857142857,193863.12857142856,193935.0142857143,193959.0,193959.0,1690928282.0,-0.26695142857142856,0.0,0.0,0.0,0.0,0.0,total
25969.0,148.85714285714286,148.85714285714286,148.85714285714286,194278.95714285714,194304.12857142856,194649.2714285714,194725.97142857144,194745.14285714287,194745.14285714287,1690928283.0,-0.26672285714285715,0.0,0.0,0.0,0.0,0.0,total
26091.14285714286,122.14285714285714,122.14285714285714,122.14285714285714,195021.0,195066.30000000002,195421.0,195488.12857142856,195512.1,195512.1,1690928284.0,-0.2665642857142857,0.0,0.0,0.0,0.0,0.0,total
26225.0,133.85714285714286,133.85714285714286,133.85714285714286,195835.08571428573,195943.4857142857,196164.0,196211.92857142858,196231.11428571428,196231.11428571428,1690928285.0,-0.26642285714285713,0.0,0.0,0.0,0.0,0.0,total
26371.571428571428,146.57142857142858,146.57142857142858,146.57142857142858,196477.5,196537.9,196830.30000000002,196854.2714285714,196854.2714285714,196854.2714285714,1690928286.0,-0.26631,0.0,0.0,0.0,0.0,0.0,total
29942.166666666668,111.33333333333333,111.33333333333333,111.33333333333333,223623.0,223651.5,224009.38333333333,224031.76666666663,224054.13333333333,224054.13333333333,1690928287.0,-0.2828916666666667,0.0,0.0,0.0,0.0,0.0,total
30075.166666666668,133.0,133.0,133.0,224508.38333333333,224613.36666666667,224792.31666666665,224881.81666666665,224971.28333333333,224971.28333333333,1690928288.0,-0.28274,0.0,0.0,0.0,0.0,0.0,total
30218.5,143.33333333333334,143.33333333333334,143.33333333333334,225089.9,225172.61666666667,225485.7666666667,225508.15,225597.63333333333,225597.63333333333,1690928289.0,-0.2825783333333333,0.0,0.0,0.0,0.0,0.0,total
30338.0,119.5,119.5,119.5,225837.61666666667,225866.08333333334,226246.36666666667,226291.1,226313.46666666667,226313.46666666667,1690928290.0,-0.2824433333333333,0.0,0.0,0.0,0.0,0.0,total
30465.333333333332,127.33333333333333,127.33333333333333,127.33333333333333,226731.9,226827.94999999998,227074.03333333333,227074.03333333333,227163.5166666667,227163.5166666667,1690928291.0,-0.28230833333333333,0.0,0.0,0.0,0.0,0.0,total
30618.666666666668,153.33333333333334,153.33333333333334,153.33333333333334,227399.86666666667,227476.68333333335,227767.4833333333,227767.4833333333,227789.85,227789.85,1690928292.0,-0.28213166666666667,0.0,0.0,0.0,0.0,0.0,total
30779.5,160.83333333333334,160.83333333333334,160.83333333333334,228019.78333333333,228103.03333333333,228349.08333333334,228371.46666666667,228371.46666666667,228371.46666666667,1690928293.0,-0.2819433333333334,0.0,0.0,0.0,0.0,0.0,total
30916.0,136.5,136.5,136.5,228843.68333333335,228930.69999999998,229154.4,229199.15,229221.5166666667,229221.5166666667,1690928294.0,-0.28179166666666666,0.0,0.0,0.0,0.0,0.0,total
31080.666666666668,164.66666666666666,164.66666666666666,164.66666666666666,229404.46666666667,229467.56666666665,229803.11666666667,229892.6,229914.96666666667,229914.96666666667,1690928295.0,-0.28160333333333337,0.0,0.0,0.0,0.0,0.0,total
