type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,4,4,4,4,113.9,138.4,158.2,158.2,158.2,158.2,2023-12-25 17:51:00,0.00000,0,0,0,0,0,0
total,33,29,29,29,133.7,135.4,315.6,335.5,335.5,335.5,2023-12-25 17:51:01,0.56825,0,0,0,0,0,0
total,84,51,51,51,79.8,134.9,167.8,168.2,168.2,168.2,2023-12-25 17:51:02,0.37300,0,0,0,0,0,0
total,115,31,31,31,128.4,135.1,168.0,310.1,310.1,310.1,2023-12-25 17:51:03,0.26873,0,0,0,0,0,0
total,154,39,39,39,105.3,135.0,167.8,335.5,335.5,335.5,2023-12-25 17:51:04,0.21214,0,0,0,0,0,0
total,204,50,50,50,78.3,134.6,167.8,167.9,167.9,167.9,2023-12-25 17:51:05,0.17544,0,0,0,0,0,0
total,248,44,44,44,89.6,134.7,167.8,167.9,167.9,167.9,2023-12-25 17:51:06,0.14846,0,0,0,0,0,0
total,290,42,42,42,99.3,135.0,167.9,168.0,168.0,168.0,2023-12-25 17:51:07,0.12893,0,0,0,0,0,0
total,336,46,46,46,87.4,134.7,167.8,168.4,168.4,168.4,2023-12-25 17:51:08,0.11385,0,0,0,0,0,0
total,380,44,44,44,86.7,134.6,167.8,167.9,167.9,167.9,2023-12-25 17:51:09,0.10188,0,0,0,0,0,0
total,423,43,43,43,92.6,134.9,167.8,167.9,167.9,167.9,2023-12-25 17:51:10,0.09224,0,0,0,0,0,0
total,463,40,40,40,101.8,134.7,167.6,168.0,168.0,168.0,2023-12-25 17:51:11,0.08466,0,0,0,0,0,0
total,511,48,48,48,84.6,134.6,167.8,168.3,168.3,168.3,2023-12-25 17:51:12,0.07822,0,0,0,0,0,0
total,556,45,45,45,84.2,134.6,167.6,167.8,167.8,167.8,2023-12-25 17:51:13,0.07244,0,0,0,0,0,0
total,608,52,52,52,81.8,134.5,167.6,167.8,168.0,168.0,2023-12-25 17:51:14,0.06842,0,0,0,0,0,0
total,652,44,44,44,89.2,134.6,167.6,167.8,167.8,167.8,2023-12-25 17:51:15,0.06403,0,0,0,0,0,0
total,692,40,40,40,98.0,134.6,167.5,167.8,167.8,167.8,2023-12-25 17:51:16,0.06052,0,0,0,0,0,0
total,732,40,40,40,102.2,134.7,167.6,167.8,167.8,167.8,2023-12-25 17:51:17,0.05738,0,0,0,0,0,0
total,774,42,42,42,97.1,134.7,167.6,167.9,167.9,167.9,2023-12-25 17:51:18,0.05436,0,0,0,0,0,0
total,813,39,39,39,97.1,134.6,167.5,167.6,167.6,167.6,2023-12-25 17:51:19,0.05194,0,0,0,0,0,0
total,868,55,55,55,76.3,1.0,167.5,167.6,167.6,167.6,2023-12-25 17:51:20,0.05082,0,0,0,0,0,0
total,916,48,48,48,84.8,134.5,167.6,167.8,167.8,167.8,2023-12-25 17:51:21,0.04857,0,0,0,0,0,0
total,967,51,51,51,75.6,134.3,157.5,167.5,167.6,167.6,2023-12-25 17:51:22,0.04679,0,0,0,0,0,0
total,1004,37,37,37,108.9,134.6,167.5,167.8,167.8,167.8,2023-12-25 17:51:23,0.04547,0,0,0,0,0,0
total,1050,46,46,46,83.5,134.5,167.9,173.8,173.8,173.8,2023-12-25 17:51:24,0.04363,0,0,0,0,0,0
total,1090,40,40,40,102.7,134.6,167.6,167.8,167.8,167.8,2023-12-25 17:51:25,0.04214,0,0,0,0,0,0
total,1131,41,41,41,97.5,134.5,167.5,167.5,167.5,167.5,2023-12-25 17:51:26,0.04068,0,0,0,0,0,0
total,1167,36,36,36,108.8,136.1,167.6,167.9,167.9,167.9,2023-12-25 17:51:27,0.03984,0,0,0,0,0,0
total,1212,45,45,45,93.1,134.5,167.5,167.5,167.5,167.5,2023-12-25 17:51:28,0.03844,0,0,0,0,0,0
total,1258,46,46,46,85.8,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:51:29,0.03715,0,0,0,0,0,0
total,1300,42,42,42,94.4,134.5,158.5,167.5,167.5,167.5,2023-12-25 17:51:30,0.03598,0,0,0,0,0,0
total,1340,40,40,40,102.3,134.5,157.5,167.6,167.6,167.6,2023-12-25 17:51:31,0.03498,0,0,0,0,0,0
total,1388,48,48,48,84.8,134.3,157.5,172.6,172.6,172.6,2023-12-25 17:51:32,0.03401,0,0,0,0,0,0
total,1426,38,38,38,99.7,134.5,157.7,167.8,167.8,167.8,2023-12-25 17:51:33,0.03328,0,0,0,0,0,0
total,1463,37,37,37,109.4,134.6,167.6,167.9,167.9,167.9,2023-12-25 17:51:34,0.03267,0,0,0,0,0,0
total,1510,47,47,47,87.9,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:51:35,0.03180,0,0,0,0,0,0
total,1550,40,40,40,95.6,134.5,167.5,167.5,167.5,167.5,2023-12-25 17:51:36,0.03104,0,0,0,0,0,0
total,1604,54,54,54,77.1,134.3,167.5,167.6,167.6,167.6,2023-12-25 17:51:37,0.03080,0,0,0,0,0,0
total,1641,37,37,37,100.9,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:51:38,0.03031,0,0,0,0,0,0
total,1688,47,47,47,84.0,134.5,167.5,167.5,167.5,167.5,2023-12-25 17:51:39,0.02958,0,0,0,0,0,0
total,1727,39,39,39,107.4,134.5,167.6,173.5,173.5,173.5,2023-12-25 17:51:40,0.02899,0,0,0,0,0,0
total,1768,41,41,41,99.2,134.5,157.4,167.6,167.6,167.6,2023-12-25 17:51:41,0.02834,0,0,0,0,0,0
total,1810,42,42,42,93.3,134.6,167.5,167.6,167.6,167.6,2023-12-25 17:51:42,0.02770,0,0,0,0,0,0
total,1858,48,48,48,83.8,134.3,167.5,167.6,167.6,167.6,2023-12-25 17:51:43,0.02713,0,0,0,0,0,0
total,1903,45,45,45,85.4,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:51:44,0.02653,0,0,0,0,0,0
total,1941,38,38,38,105.4,134.5,167.4,167.6,167.6,167.6,2023-12-25 17:51:45,0.02613,0,0,0,0,0,0
total,1986,45,45,45,93.5,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:51:46,0.02557,0,0,0,0,0,0
total,2033,47,47,47,84.4,134.5,167.6,168.7,168.7,168.7,2023-12-25 17:51:47,0.02507,0,0,0,0,0,0
total,2070,37,37,37,101.7,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:51:48,0.02478,0,0,0,0,0,0
total,2118,48,48,48,86.6,134.5,167.5,167.8,167.8,167.8,2023-12-25 17:51:49,0.02435,0,0,0,0,0,0
total,2162,44,44,44,93.2,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:51:50,0.02386,0,0,0,0,0,0
total,2201,39,39,39,97.6,134.5,167.5,167.5,167.5,167.5,2023-12-25 17:51:51,0.02351,0,0,0,0,0,0
total,2239,38,38,38,107.7,134.6,167.6,167.6,167.6,167.6,2023-12-25 17:51:52,0.02321,0,0,0,0,0,0
total,2283,44,44,44,90.1,134.3,167.5,167.6,167.6,167.6,2023-12-25 17:51:53,0.02277,0,0,0,0,0,0
total,2323,40,40,40,101.9,134.6,167.6,167.6,167.6,167.6,2023-12-25 17:51:54,0.02241,0,0,0,0,0,0
total,2362,39,39,39,99.6,134.6,167.5,167.8,167.8,167.8,2023-12-25 17:51:55,0.02210,0,0,0,0,0,0
total,2401,39,39,39,102.2,134.7,167.5,167.6,167.6,167.6,2023-12-25 17:51:56,0.02180,0,0,0,0,0,0
total,2447,46,46,46,91.8,134.5,167.5,167.5,167.5,167.5,2023-12-25 17:51:57,0.02143,0,0,0,0,0,0
total,2491,44,44,44,88.2,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:51:58,0.02107,0,0,0,0,0,0
total,2532,41,41,41,97.8,135.0,167.5,167.6,167.6,167.6,2023-12-25 17:51:59,0.02074,0,0,0,0,0,0
total,2577,45,45,45,88.4,134.3,167.5,167.6,167.6,167.6,2023-12-25 17:52:00,0.02040,0,0,0,0,0,0
total,2620,43,43,43,94.4,134.5,167.5,169.1,169.1,169.1,2023-12-25 17:52:01,0.02007,0,0,0,0,0,0
total,2662,42,42,42,93.6,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:52:02,0.01976,0,0,0,0,0,0
total,2714,52,52,52,76.3,2.4,167.5,167.6,167.8,167.8,2023-12-25 17:52:03,0.01968,0,0,0,0,0,0
total,2755,41,41,41,96.6,134.5,167.4,167.5,167.5,167.5,2023-12-25 17:52:04,0.01940,0,0,0,0,0,0
total,2799,44,44,44,89.7,134.5,167.5,167.5,167.5,167.5,2023-12-25 17:52:05,0.01910,0,0,0,0,0,0
total,2833,34,34,34,119.7,144.6,167.5,167.5,167.5,167.5,2023-12-25 17:52:06,0.01912,0,0,0,0,0,0
total,2878,45,45,45,89.8,134.5,167.6,167.6,167.6,167.6,2023-12-25 17:52:07,0.01884,0,0,0,0,0,0
total,2921,43,43,43,94.7,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:52:08,0.01856,0,0,0,0,0,0
total,2966,45,45,45,88.1,134.5,167.5,167.5,167.5,167.5,2023-12-25 17:52:09,0.01830,0,0,0,0,0,0
total,3019,53,53,53,73.2,1.0,167.2,167.5,167.5,167.5,2023-12-25 17:52:10,0.01829,0,0,0,0,0,0
total,3062,43,43,43,93.9,134.5,167.4,167.6,167.6,167.6,2023-12-25 17:52:11,0.01804,0,0,0,0,0,0
total,3104,42,42,42,97.9,134.5,167.5,167.8,167.8,167.8,2023-12-25 17:52:12,0.01780,0,0,0,0,0,0
