type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,23,23,23,23,92.6,5.2,335.5,336.1,336.1,336.1,2023-12-25 17:31:45,0.70711,0,0,0,0,0,0
total,64,41,41,41,100.2,145.0,269.7,292.8,292.8,292.8,2023-12-25 17:31:46,0.44542,0,0,0,0,0,0
total,106,42,42,42,99.7,145.0,168.2,168.3,168.3,168.3,2023-12-25 17:31:47,0.31176,0,0,0,0,0,0
total,152,46,46,46,85.2,135.1,168.2,168.3,168.3,168.3,2023-12-25 17:31:48,0.24148,0,0,0,0,0,0
total,190,38,38,38,105.6,145.0,168.0,168.2,168.2,168.2,2023-12-25 17:31:49,0.19757,0,0,0,0,0,0
total,225,35,35,35,116.0,145.1,168.0,168.3,168.3,168.3,2023-12-25 17:31:50,0.16858,0,0,0,0,0,0
total,267,42,42,42,90.3,135.1,168.0,168.8,168.8,168.8,2023-12-25 17:31:51,0.14576,0,0,0,0,0,0
total,310,43,43,43,95.3,135.0,167.9,168.0,168.0,168.0,2023-12-25 17:31:52,0.12849,0,0,0,0,0,0
total,350,40,40,40,101.9,144.8,167.9,168.0,168.0,168.0,2023-12-25 17:31:53,0.11484,0,0,0,0,0,0
total,388,38,38,38,102.5,145.0,167.9,168.0,168.0,168.0,2023-12-25 17:31:54,0.10404,0,0,0,0,0,0
total,432,44,44,44,95.9,134.9,167.8,167.9,167.9,167.9,2023-12-25 17:31:55,0.09514,0,0,0,0,0,0
total,472,40,40,40,97.3,144.7,168.0,174.7,174.7,174.7,2023-12-25 17:31:56,0.08747,0,0,0,0,0,0
total,516,44,44,44,87.0,134.7,167.8,168.4,168.4,168.4,2023-12-25 17:31:57,0.08112,0,0,0,0,0,0
total,557,41,41,41,105.0,144.8,167.6,167.9,167.9,167.9,2023-12-25 17:31:58,0.07548,0,0,0,0,0,0
total,592,35,35,35,109.5,144.8,167.6,167.8,167.8,167.8,2023-12-25 17:31:59,0.07128,0,0,0,0,0,0
total,632,40,40,40,98.9,144.6,167.8,168.6,168.6,168.6,2023-12-25 17:32:00,0.06694,0,0,0,0,0,0
total,668,36,36,36,114.7,144.7,167.8,167.8,167.8,167.8,2023-12-25 17:32:01,0.06347,0,0,0,0,0,0
total,713,45,45,45,86.1,141.2,167.8,167.9,167.9,167.9,2023-12-25 17:32:02,0.06030,0,0,0,0,0,0
total,762,49,49,49,81.0,134.6,167.8,167.8,167.8,167.8,2023-12-25 17:32:03,0.05809,0,0,0,0,0,0
total,806,44,44,44,91.0,134.7,167.8,167.8,167.8,167.8,2023-12-25 17:32:04,0.05532,0,0,0,0,0,0
total,846,40,40,40,100.1,144.7,167.6,167.8,167.8,167.8,2023-12-25 17:32:05,0.05276,0,0,0,0,0,0
total,899,53,53,53,77.1,4.9,167.8,167.8,172.6,172.6,2023-12-25 17:32:06,0.05196,0,0,0,0,0,0
total,940,41,41,41,97.6,144.7,167.6,172.6,172.6,172.6,2023-12-25 17:32:07,0.04974,0,0,0,0,0,0
total,977,37,37,37,104.2,144.7,167.6,167.9,167.9,167.9,2023-12-25 17:32:08,0.04796,0,0,0,0,0,0
total,1014,37,37,37,108.8,144.7,167.6,167.6,167.6,167.6,2023-12-25 17:32:09,0.04631,0,0,0,0,0,0
total,1050,36,36,36,113.8,144.8,167.6,167.8,167.8,167.8,2023-12-25 17:32:10,0.04486,0,0,0,0,0,0
total,1084,34,34,34,113.7,144.7,167.6,167.8,167.8,167.8,2023-12-25 17:32:11,0.04374,0,0,0,0,0,0
total,1135,51,51,51,80.3,134.5,167.6,167.8,167.8,167.8,2023-12-25 17:32:12,0.04299,0,0,0,0,0,0
