type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,73,73,73,73,905.3,936.4,1171.3,1176.5,1176.5,1176.5,2023-12-25 10:46:08,-0.70711,0,0,0,0,0,0
total,175,102,102,102,1575.7,1587.5,1909.5,1991.2,1992.3,1992.3,2023-12-25 10:46:09,-0.58974,0,0,0,0,0,0
total,300,125,125,125,2354.2,2367.7,2703.2,2726.3,2728.4,2728.4,2023-12-25 10:46:10,-0.53773,0,0,0,0,0,0
total,391,91,91,91,3162.5,3164.6,3498.0,3535.8,3548.4,3548.4,2023-12-25 10:46:11,-0.53152,0,0,0,0,0,0
total,489,98,98,98,3975.6,4003.5,4328.5,4353.7,4362.1,4362.1,2023-12-25 10:46:12,-0.52513,0,0,0,0,0,0
total,578,89,89,89,4794.7,4823.4,5138.0,5154.8,5175.8,5175.8,2023-12-25 10:46:13,-0.52255,0,0,0,0,0,0
total,675,97,97,97,5609.1,5628.8,5914.0,5955.9,5968.5,5968.5,2023-12-25 10:46:14,-0.51832,0,0,0,0,0,0
total,798,123,123,123,6344.4,6341.8,6710.9,6748.6,6752.8,6752.8,2023-12-25 10:46:15,-0.51016,0,0,0,0,0,0
total,899,101,101,101,7108.6,7080.0,7449.1,7503.6,7528.8,7528.8,2023-12-25 10:46:16,-0.50624,0,0,0,0,0,0
total,1010,111,111,111,7886.3,7872.7,8292.1,8317.3,8321.5,8321.5,2023-12-25 10:46:17,-0.50145,0,0,0,0,0,0
total,1115,105,105,105,8721.1,8707.4,9076.5,9093.3,9110.0,9110.0,2023-12-25 10:46:18,-0.49774,0,0,0,0,0,0
total,1213,98,98,98,9550.6,9571.4,9873.4,9906.9,9906.9,9906.9,2023-12-25 10:46:19,-0.49495,0,0,0,0,0,0
total,1310,97,97,97,10304.0,10309.6,10661.9,10703.9,10712.3,10712.3,2023-12-25 10:46:20,-0.49239,0,0,0,0,0,0
total,1407,97,97,97,11090.1,11056.2,11517.6,11534.3,11534.3,11534.3,2023-12-25 10:46:21,-0.48996,0,0,0,0,0,0
total,1497,90,90,90,11924.6,11886.7,12272.5,12280.9,12322.9,12322.9,2023-12-25 10:46:22,-0.48810,0,0,0,0,0,0
