type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,6,6,6,6,214.1,161.7,319.3,319.3,319.3,319.3,2023-12-25 10:36:47,0.00000,0,0,0,0,0,0
total,108,102,102,102,871.8,907.0,1215.3,1247.8,1247.8,1247.8,2023-12-25 10:36:48,-0.73805,0,0,0,0,0,0
total,213,105,105,105,1658.6,1645.2,1994.4,2012.2,2023.8,2023.8,2023-12-25 10:36:49,-0.60955,0,0,0,0,0,0
total,311,98,98,98,2431.0,2434.8,2780.8,2827.0,2831.2,2831.2,2023-12-25 10:36:50,-0.57924,0,0,0,0,0,0
total,430,119,119,119,3236.2,3265.3,3544.2,3590.3,3602.9,3602.9,2023-12-25 10:36:51,-0.55321,0,0,0,0,0,0
total,538,108,108,108,3969.5,3938.5,4324.3,4362.1,4366.3,4366.3,2023-12-25 10:36:52,-0.54055,0,0,0,0,0,0
total,643,105,105,105,4760.5,4752.1,5117.1,5163.2,5175.8,5175.8,2023-12-25 10:36:53,-0.53221,0,0,0,0,0,0
total,751,108,108,108,5555.4,5574.2,5872.0,5922.4,5930.7,5930.7,2023-12-25 10:36:54,-0.52466,0,0,0,0,0,0
total,849,98,98,98,6353.6,6350.2,6715.1,6748.6,6765.4,6765.4,2023-12-25 10:36:55,-0.52015,0,0,0,0,0,0
total,941,92,92,92,7186.3,7180.6,7537.2,7553.9,7566.5,7566.5,2023-12-25 10:36:56,-0.51695,0,0,0,0,0,0
total,1043,102,102,102,7983.4,7981.8,8304.7,8371.8,8384.4,8384.4,2023-12-25 10:36:57,-0.51273,0,0,0,0,0,0
total,1145,102,102,102,8796.1,8808.0,9135.2,9152.0,9152.0,9152.0,2023-12-25 10:36:58,-0.50883,0,0,0,0,0,0
total,1255,110,110,110,9546.3,9537.8,9890.2,9940.5,9940.5,9940.5,2023-12-25 10:36:59,-0.50448,0,0,0,0,0,0
total,1362,107,107,107,10302.8,10309.6,10653.5,10695.5,10695.5,10695.5,2023-12-25 10:37:00,-0.50070,0,0,0,0,0,0
total,1483,121,121,121,11123.4,11131.7,11450.4,11484.0,11484.0,11484.0,2023-12-25 10:37:01,-0.49616,0,0,0,0,0,0
total,1596,113,113,113,11861.8,11844.7,12222.2,12247.4,12255.8,12255.8,2023-12-25 10:37:02,-0.49250,0,0,0,0,0,0
total,1685,89,89,89,12636.1,12624.9,13019.1,13052.7,13086.2,13086.2,2023-12-25 10:37:03,-0.49060,0,0,0,0,0,0
total,1800,115,115,115,13410.5,13371.4,13765.7,13816.0,13841.2,13841.2,2023-12-25 10:37:04,-0.48727,0,0,0,0,0,0
total,1910,110,110,110,14246.1,14252.2,14579.4,14638.1,14638.1,14638.1,2023-12-25 10:37:05,-0.48441,0,0,0,0,0,0
