type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,15,15,15,15,519.0,561.5,591.4,610.8,610.8,610.8,2023-12-25 10:38:02,0.00000,0,0,0,0,0,0
total,121,106,106,106,1030.6,1049.1,1356.9,1391.5,1418.7,1418.7,2023-12-25 10:38:03,-0.96107,0,0,0,0,0,0
total,217,96,96,96,1836.2,1851.8,2174.7,2214.6,2220.9,2220.9,2023-12-25 10:38:04,-0.70788,0,0,0,0,0,0
total,320,103,103,103,2657.8,2673.9,2996.8,3026.2,3030.4,3030.4,2023-12-25 10:38:05,-0.61498,0,0,0,0,0,0
total,425,105,105,105,3388.5,3372.2,3756.0,3781.2,3795.8,3795.8,2023-12-25 10:38:06,-0.56596,0,0,0,0,0,0
total,520,95,95,95,4174.7,4110.4,4588.6,4613.7,4617.9,4617.9,2023-12-25 10:38:07,-0.54124,0,0,0,0,0,0
total,621,101,101,101,5019.1,5020.6,5364.5,5427.4,5435.8,5435.8,2023-12-25 10:38:08,-0.52174,0,0,0,0,0,0
total,716,95,95,95,5824.3,5830.1,6211.8,6236.9,6236.9,6236.9,2023-12-25 10:38:09,-0.50875,0,0,0,0,0,0
total,826,110,110,110,6624.3,6610.2,6950.0,6983.5,7017.1,7017.1,2023-12-25 10:38:10,-0.49476,0,0,0,0,0,0
total,918,92,92,92,7398.6,7352.6,7797.2,7805.6,7826.6,7826.6,2023-12-25 10:38:11,-0.48682,0,0,0,0,0,0
total,1018,100,100,100,8219.1,8246.0,8552.2,8623.5,8631.9,8631.9,2023-12-25 10:38:12,-0.47868,0,0,0,0,0,0
total,1118,100,100,100,9036.2,9017.8,9395.2,9412.0,9420.4,9420.4,2023-12-25 10:38:13,-0.47159,0,0,0,0,0,0
total,1217,99,99,99,9821.8,9848.2,10150.2,10200.5,10200.5,10200.5,2023-12-25 10:38:14,-0.46544,0,0,0,0,0,0
total,1332,115,115,115,10620.2,10611.6,10963.9,11005.9,11022.6,11022.6,2023-12-25 10:38:15,-0.45823,0,0,0,0,0,0
total,1454,122,122,122,11359.6,11358.2,11727.3,11777.6,11777.6,11777.6,2023-12-25 10:38:16,-0.45109,0,0,0,0,0,0
total,1557,103,103,103,12112.9,12104.8,12499.0,12549.4,12557.7,12557.7,2023-12-25 10:38:17,-0.44631,0,0,0,0,0,0
total,1666,109,109,109,12899.9,12851.3,13262.4,13312.7,13321.1,13321.1,2023-12-25 10:38:18,-0.44144,0,0,0,0,0,0
total,1775,109,109,109,13684.0,13681.8,14076.1,14101.3,14118.0,14118.0,2023-12-25 10:38:19,-0.43698,0,0,0,0,0,0
total,1867,92,92,92,14496.5,14487.1,14822.7,14931.7,14931.7,14931.7,2023-12-25 10:38:20,-0.43399,0,0,0,0,0,0
total,1974,107,107,107,15323.6,15309.2,15669.9,15728.6,15728.6,15728.6,2023-12-25 10:38:21,-0.43026,0,0,0,0,0,0
total,2079,105,105,105,16133.3,16148.1,16483.6,16508.8,16508.8,16508.8,2023-12-25 10:38:22,-0.42689,0,0,0,0,0,0
total,2178,99,99,99,16877.5,16844.3,17247.0,17314.1,17314.1,17314.1,2023-12-25 10:38:23,-0.42404,0,0,0,0,0,0
