type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,8,8,8,8,142.4,145.4,339.5,339.5,339.5,339.5,2023-12-25 17:28:22,0.00000,0,0,0,0,0,0
total,49,41,41,41,97.2,145.1,168.8,335.8,335.8,335.8,2023-12-25 17:28:23,0.47514,0,0,0,0,0,0
total,93,44,44,44,87.0,145.0,168.2,270.0,270.0,270.0,2023-12-25 17:28:24,0.29774,0,0,0,0,0,0
total,131,38,38,38,107.6,145.5,168.2,310.4,310.4,310.4,2023-12-25 17:28:25,0.21634,0,0,0,0,0,0
total,173,42,42,42,98.0,145.2,168.2,168.7,168.7,168.7,2023-12-25 17:28:26,0.17117,0,0,0,0,0,0
total,217,44,44,44,89.0,145.0,168.2,170.5,170.5,170.5,2023-12-25 17:28:27,0.14105,0,0,0,0,0,0
total,258,41,41,41,103.0,145.0,168.0,168.2,168.2,168.2,2023-12-25 17:28:28,0.12074,0,0,0,0,0,0
total,296,38,38,38,96.9,145.0,168.0,168.0,168.0,168.0,2023-12-25 17:28:29,0.10679,0,0,0,0,0,0
total,336,40,40,40,103.8,145.0,167.9,167.9,167.9,167.9,2023-12-25 17:28:30,0.09502,0,0,0,0,0,0
total,388,52,52,52,74.4,1.5,167.8,167.9,168.2,168.2,2023-12-25 17:28:31,0.08732,0,0,0,0,0,0
total,438,50,50,50,80.4,134.6,167.8,168.8,168.8,168.8,2023-12-25 17:28:32,0.07988,0,0,0,0,0,0
total,480,42,42,42,98.1,145.0,167.8,167.9,167.9,167.9,2023-12-25 17:28:33,0.07326,0,0,0,0,0,0
total,515,35,35,35,110.4,144.8,167.8,167.9,167.9,167.9,2023-12-25 17:28:34,0.06972,0,0,0,0,0,0
total,561,46,46,46,91.0,144.7,167.8,167.9,167.9,167.9,2023-12-25 17:28:35,0.06465,0,0,0,0,0,0
total,595,34,34,34,109.8,145.0,167.9,167.9,167.9,167.9,2023-12-25 17:28:36,0.06236,0,0,0,0,0,0
total,630,35,35,35,122.9,145.0,168.0,168.4,168.4,168.4,2023-12-25 17:28:37,0.05979,0,0,0,0,0,0
total,671,41,41,41,90.2,144.8,167.9,168.4,168.4,168.4,2023-12-25 17:28:38,0.05628,0,0,0,0,0,0
total,713,42,42,42,98.0,145.0,167.9,167.9,167.9,167.9,2023-12-25 17:28:39,0.05309,0,0,0,0,0,0
total,750,37,37,37,109.1,145.0,167.9,168.0,168.0,168.0,2023-12-25 17:28:40,0.05082,0,0,0,0,0,0
total,789,39,39,39,98.0,144.8,167.9,170.9,170.9,170.9,2023-12-25 17:28:41,0.04843,0,0,0,0,0,0
total,843,54,54,54,76.9,0.8,167.8,167.9,168.0,168.0,2023-12-25 17:28:42,0.04778,0,0,0,0,0,0
total,888,45,45,45,88.5,134.7,167.8,168.0,168.0,168.0,2023-12-25 17:28:43,0.04559,0,0,0,0,0,0
total,936,48,48,48,82.3,134.6,167.6,167.6,167.6,167.6,2023-12-25 17:28:44,0.04380,0,0,0,0,0,0
total,975,39,39,39,105.1,144.8,167.8,169.6,169.6,169.6,2023-12-25 17:28:45,0.04218,0,0,0,0,0,0
total,1022,47,47,47,85.1,134.6,167.6,167.6,167.6,167.6,2023-12-25 17:28:46,0.04059,0,0,0,0,0,0
total,1057,35,35,35,115.7,144.8,167.6,167.6,167.6,167.6,2023-12-25 17:28:47,0.03978,0,0,0,0,0,0
total,1101,44,44,44,87.8,144.6,167.8,167.8,167.8,167.8,2023-12-25 17:28:48,0.03828,0,0,0,0,0,0
total,1148,47,47,47,84.9,134.6,167.6,167.6,167.6,167.6,2023-12-25 17:28:49,0.03701,0,0,0,0,0,0
total,1190,42,42,42,97.8,144.8,167.6,168.2,168.2,168.2,2023-12-25 17:28:50,0.03573,0,0,0,0,0,0
total,1226,36,36,36,106.7,157.3,167.6,167.6,167.6,167.6,2023-12-25 17:28:51,0.03502,0,0,0,0,0,0
total,1263,37,37,37,115.0,145.0,167.6,167.9,167.9,167.9,2023-12-25 17:28:52,0.03421,0,0,0,0,0,0
total,1302,39,39,39,96.3,144.7,167.6,167.6,167.6,167.6,2023-12-25 17:28:53,0.03326,0,0,0,0,0,0
total,1339,37,37,37,111.3,144.8,167.6,167.9,167.9,167.9,2023-12-25 17:28:54,0.03253,0,0,0,0,0,0
total,1388,49,49,49,81.1,134.5,167.8,167.8,167.8,167.8,2023-12-25 17:28:55,0.03184,0,0,0,0,0,0
total,1424,36,36,36,110.0,144.7,167.6,167.6,167.6,167.6,2023-12-25 17:28:56,0.03129,0,0,0,0,0,0
total,1472,48,48,48,85.0,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:28:57,0.03059,0,0,0,0,0,0
total,1509,37,37,37,107.9,144.7,167.5,167.6,167.6,167.6,2023-12-25 17:28:58,0.03000,0,0,0,0,0,0
total,1546,37,37,37,108.8,144.7,167.6,167.6,167.6,167.6,2023-12-25 17:28:59,0.02943,0,0,0,0,0,0
total,1585,39,39,39,95.2,144.7,167.6,167.8,167.8,167.8,2023-12-25 17:29:00,0.02876,0,0,0,0,0,0
total,1634,49,49,49,84.0,144.6,167.9,169.5,169.5,169.5,2023-12-25 17:29:01,0.02829,0,0,0,0,0,0
total,1670,36,36,36,110.1,144.6,167.5,167.8,167.8,167.8,2023-12-25 17:29:02,0.02787,0,0,0,0,0,0
total,1719,49,49,49,86.2,144.4,167.6,167.8,167.8,167.8,2023-12-25 17:29:03,0.02743,0,0,0,0,0,0
total,1765,46,46,46,83.2,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:29:04,0.02684,0,0,0,0,0,0
total,1817,52,52,52,81.0,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:29:05,0.02666,0,0,0,0,0,0
