type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,6,6,6,6,78.1,5.7,158.6,158.6,158.6,158.6,2023-12-25 17:57:51,0.00000,0,0,0,0,0,0
total,49,43,43,43,104.1,145.1,315.1,336.3,336.3,336.3,2023-12-25 17:57:52,0.56689,0,0,0,0,0,0
total,87,38,38,38,96.6,145.1,168.0,290.5,290.5,290.5,2023-12-25 17:57:53,0.34451,0,0,0,0,0,0
total,120,33,33,33,129.7,157.4,167.9,269.2,269.2,269.2,2023-12-25 17:57:54,0.25390,0,0,0,0,0,0
total,162,42,42,42,90.2,145.0,157.8,167.8,167.8,167.8,2023-12-25 17:57:55,0.19848,0,0,0,0,0,0
total,203,41,41,41,101.8,145.2,157.9,168.0,168.0,168.0,2023-12-25 17:57:56,0.16320,0,0,0,0,0,0
total,239,36,36,36,103.4,145.1,157.9,167.9,167.9,167.9,2023-12-25 17:57:57,0.14079,0,0,0,0,0,0
total,284,45,45,45,95.6,145.0,157.9,167.9,167.9,167.9,2023-12-25 17:57:58,0.12238,0,0,0,0,0,0
total,334,50,50,50,77.5,134.6,157.7,157.8,157.8,157.8,2023-12-25 17:57:59,0.10944,0,0,0,0,0,0
total,379,45,45,45,88.0,144.8,157.7,167.8,167.8,167.8,2023-12-25 17:58:00,0.09802,0,0,0,0,0,0
total,421,42,42,42,98.1,144.8,157.8,168.2,168.2,168.2,2023-12-25 17:58:01,0.08881,0,0,0,0,0,0
total,466,45,45,45,86.3,144.7,167.6,168.0,168.0,168.0,2023-12-25 17:58:02,0.08116,0,0,0,0,0,0
total,515,49,49,49,82.1,144.8,158.1,167.8,167.8,167.8,2023-12-25 17:58:03,0.07525,0,0,0,0,0,0
total,554,39,39,39,100.7,144.7,157.5,158.6,158.6,158.6,2023-12-25 17:58:04,0.07035,0,0,0,0,0,0
total,593,39,39,39,102.6,144.8,157.9,167.8,167.8,167.8,2023-12-25 17:58:05,0.06596,0,0,0,0,0,0
total,644,51,51,51,80.9,144.7,157.7,167.8,167.9,167.9,2023-12-25 17:58:06,0.06264,0,0,0,0,0,0
total,680,36,36,36,109.7,144.8,157.7,167.6,167.6,167.6,2023-12-25 17:58:07,0.05993,0,0,0,0,0,0
total,718,38,38,38,105.4,144.8,167.6,167.6,167.6,167.6,2023-12-25 17:58:08,0.05701,0,0,0,0,0,0
total,757,39,39,39,101.5,144.7,157.5,167.5,167.5,167.5,2023-12-25 17:58:09,0.05421,0,0,0,0,0,0
total,787,30,30,30,137.0,145.0,157.8,167.6,167.6,167.6,2023-12-25 17:58:10,0.05384,0,0,0,0,0,0
total,838,51,51,51,79.4,144.6,157.5,157.5,157.5,157.5,2023-12-25 17:58:11,0.05194,0,0,0,0,0,0
total,871,33,33,33,115.9,144.8,157.8,167.6,167.6,167.6,2023-12-25 17:58:12,0.05076,0,0,0,0,0,0
total,911,40,40,40,104.3,144.8,167.5,167.8,167.8,167.8,2023-12-25 17:58:13,0.04858,0,0,0,0,0,0
total,949,38,38,38,102.8,144.8,167.5,167.6,167.6,167.6,2023-12-25 17:58:14,0.04674,0,0,0,0,0,0
total,1000,51,51,51,79.6,144.4,157.5,157.5,167.5,167.5,2023-12-25 17:58:15,0.04556,0,0,0,0,0,0
total,1034,34,34,34,112.8,144.8,157.8,167.6,167.6,167.6,2023-12-25 17:58:16,0.04454,0,0,0,0,0,0
total,1079,45,45,45,94.4,144.6,157.5,157.7,157.7,157.7,2023-12-25 17:58:17,0.04288,0,0,0,0,0,0
total,1115,36,36,36,101.5,144.7,157.5,167.6,167.6,167.6,2023-12-25 17:58:18,0.04172,0,0,0,0,0,0
total,1149,34,34,34,127.2,157.2,167.4,167.5,167.5,167.5,2023-12-25 17:58:19,0.04088,0,0,0,0,0,0
total,1186,37,37,37,98.6,144.7,157.4,167.4,167.4,167.4,2023-12-25 17:58:20,0.03972,0,0,0,0,0,0
total,1237,51,51,51,83.2,144.6,157.4,157.4,160.2,160.2,2023-12-25 17:58:21,0.03897,0,0,0,0,0,0
total,1271,34,34,34,115.6,144.8,157.5,157.5,157.5,157.5,2023-12-25 17:58:22,0.03833,0,0,0,0,0,0
total,1313,42,42,42,97.5,144.7,157.5,167.6,167.6,167.6,2023-12-25 17:58:23,0.03714,0,0,0,0,0,0
total,1360,47,47,47,84.7,144.6,157.5,167.5,167.5,167.5,2023-12-25 17:58:24,0.03618,0,0,0,0,0,0
total,1405,45,45,45,88.2,144.6,157.4,167.4,167.4,167.4,2023-12-25 17:58:25,0.03517,0,0,0,0,0,0
total,1452,47,47,47,88.3,144.6,157.7,167.6,167.6,167.6,2023-12-25 17:58:26,0.03431,0,0,0,0,0,0
total,1497,45,45,45,84.0,144.6,157.4,157.4,157.4,157.4,2023-12-25 17:58:27,0.03339,0,0,0,0,0,0
total,1534,37,37,37,111.1,144.7,157.5,167.6,167.6,167.6,2023-12-25 17:58:28,0.03269,0,0,0,0,0,0
total,1575,41,41,41,94.4,144.7,167.5,167.6,167.6,167.6,2023-12-25 17:58:29,0.03185,0,0,0,0,0,0
total,1629,54,54,54,77.2,1.2,158.1,167.5,167.6,167.6,2023-12-25 17:58:30,0.03179,0,0,0,0,0,0
total,1676,47,47,47,84.6,144.6,157.4,167.4,167.4,167.4,2023-12-25 17:58:31,0.03110,0,0,0,0,0,0
