type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,6,6,6,6,283.4,326.6,348.1,348.1,348.1,348.1,2023-12-25 10:46:12,0.00000,0,0,0,0,0,0
total,100,94,94,94,882.0,889.2,1225.8,1255.1,1256.2,1256.2,2023-12-25 10:46:13,-0.74350,0,0,0,0,0,0
total,195,95,95,95,1671.9,1690.3,2008.0,2043.7,2045.8,2045.8,2023-12-25 10:46:14,-0.61418,0,0,0,0,0,0
total,304,109,109,109,2427.5,2388.7,2774.5,2816.5,2854.2,2854.2,2023-12-25 10:46:15,-0.56467,0,0,0,0,0,0
total,408,104,104,104,3292.4,3340.8,3617.6,3628.1,3632.3,3632.3,2023-12-25 10:46:16,-0.54300,0,0,0,0,0,0
total,519,111,111,111,4022.2,4045.4,4320.1,4336.9,4353.7,4353.7,2023-12-25 10:46:17,-0.52589,0,0,0,0,0,0
total,633,114,114,114,4776.4,4760.5,5104.5,5146.4,5154.8,5154.8,2023-12-25 10:46:18,-0.51310,0,0,0,0,0,0
total,734,101,101,101,5590.9,5574.2,5930.7,5981.1,5989.5,5989.5,2023-12-25 10:46:19,-0.50635,0,0,0,0,0,0
total,842,108,108,108,6392.1,6371.1,6731.9,6757.0,6773.8,6773.8,2023-12-25 10:46:20,-0.49936,0,0,0,0,0,0
total,945,103,103,103,7151.3,7163.9,7516.2,7545.6,7553.9,7553.9,2023-12-25 10:46:21,-0.49409,0,0,0,0,0,0
total,1051,106,106,106,7943.4,7935.6,8287.9,8321.5,8325.7,8325.7,2023-12-25 10:46:22,-0.48899,0,0,0,0,0,0
total,1155,104,104,104,8690.8,8673.8,9068.1,9126.8,9143.6,9143.6,2023-12-25 10:46:23,-0.48468,0,0,0,0,0,0
total,1255,100,100,100,9571.5,9579.8,9923.7,9940.5,9940.5,9940.5,2023-12-25 10:46:24,-0.48114,0,0,0,0,0,0
total,1363,108,108,108,10278.0,10259.3,10628.4,10703.9,10720.6,10720.6,2023-12-25 10:46:25,-0.47716,0,0,0,0,0,0
total,1473,110,110,110,11121.3,11140.1,11467.2,11492.4,11500.8,11500.8,2023-12-25 10:46:26,-0.47333,0,0,0,0,0,0
total,1565,92,92,92,11904.8,11920.2,12280.9,12314.5,12322.9,12322.9,2023-12-25 10:46:27,-0.47106,0,0,0,0,0,0
total,1670,105,105,105,12734.2,12759.1,13077.8,13094.6,13111.4,13111.4,2023-12-25 10:46:28,-0.46805,0,0,0,0,0,0
total,1779,109,109,109,13473.1,13463.7,13832.8,13849.6,13874.8,13874.8,2023-12-25 10:46:29,-0.46498,0,0,0,0,0,0
total,1897,118,118,118,14307.2,14311.0,14621.3,14671.7,14671.7,14671.7,2023-12-25 10:46:30,-0.46162,0,0,0,0,0,0
total,2010,113,113,113,15018.9,15007.2,15359.5,15367.9,15393.1,15393.1,2023-12-25 10:46:31,-0.45869,0,0,0,0,0,0
total,2121,111,111,111,15771.9,15779.0,16131.3,16181.6,16198.4,16198.4,2023-12-25 10:46:32,-0.45602,0,0,0,0,0,0
total,2223,102,102,102,16621.4,16626.2,16961.8,16995.3,17003.7,17003.7,2023-12-25 10:46:33,-0.45389,0,0,0,0,0,0
total,2317,94,94,94,17423.5,17431.5,17783.8,17817.4,17817.4,17817.4,2023-12-25 10:46:34,-0.45218,0,0,0,0,0,0
total,2425,108,108,108,18185.4,18169.7,18538.8,18572.4,18589.2,18589.2,2023-12-25 10:46:35,-0.44999,0,0,0,0,0,0
total,2540,115,115,115,18989.4,19008.6,19344.1,19377.7,19377.7,19377.7,2023-12-25 10:46:36,-0.44766,0,0,0,0,0,0
total,2642,102,102,102,19751.1,19763.6,20132.7,20166.2,20166.2,20166.2,2023-12-25 10:46:37,-0.44586,0,0,0,0,0,0
total,2754,112,112,112,20579.2,20636.0,20887.6,20938.0,20954.7,20954.7,2023-12-25 10:46:38,-0.44382,0,0,0,0,0,0
total,2855,101,101,101,21294.5,21273.5,21676.2,21709.7,21743.3,21743.3,2023-12-25 10:46:39,-0.44219,0,0,0,0,0,0
total,2953,98,98,98,22168.4,22179.5,22515.0,22548.6,22548.6,22548.6,2023-12-25 10:46:40,-0.44071,0,0,0,0,0,0
total,3050,97,97,97,22934.4,22934.5,23286.8,23353.9,23353.9,23353.9,2023-12-25 10:46:41,-0.43931,0,0,0,0,0,0
total,3162,112,112,112,23747.0,23756.5,24092.1,24142.4,24142.4,24142.4,2023-12-25 10:46:42,-0.43755,0,0,0,0,0,0
total,3261,99,99,99,24505.0,24511.5,24863.8,24897.4,24930.9,24930.9,2023-12-25 10:46:43,-0.43619,0,0,0,0,0,0
