type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,30,30,30,30,97.7,7.3,335.8,335.8,335.8,335.8,2023-12-25 17:52:37,0.70711,0,0,0,0,0,0
total,74,44,44,44,92.3,135.4,168.8,269.7,269.7,269.7,2023-12-25 17:52:38,0.42060,0,0,0,0,0,0
total,118,44,44,44,92.2,135.5,168.0,168.2,168.2,168.2,2023-12-25 17:52:39,0.29644,0,0,0,0,0,0
total,154,36,36,36,104.4,145.0,168.2,290.2,290.2,290.2,2023-12-25 17:52:40,0.22951,0,0,0,0,0,0
total,201,47,47,47,88.5,135.0,168.0,168.2,168.2,168.2,2023-12-25 17:52:41,0.18761,0,0,0,0,0,0
total,238,37,37,37,105.7,145.2,168.0,168.0,168.0,168.0,2023-12-25 17:52:42,0.16070,0,0,0,0,0,0
total,275,37,37,37,109.5,145.1,168.2,168.4,168.4,168.4,2023-12-25 17:52:43,0.14053,0,0,0,0,0,0
total,318,43,43,43,92.6,135.0,168.0,168.2,168.2,168.2,2023-12-25 17:52:44,0.12383,0,0,0,0,0,0
total,364,46,46,46,87.8,134.9,168.0,168.2,168.2,168.2,2023-12-25 17:52:45,0.11098,0,0,0,0,0,0
total,405,41,41,41,98.1,145.0,167.9,168.2,168.2,168.2,2023-12-25 17:52:46,0.10044,0,0,0,0,0,0
total,448,43,43,43,95.3,137.0,167.8,167.8,167.8,167.8,2023-12-25 17:52:47,0.09165,0,0,0,0,0,0
total,484,36,36,36,107.1,144.8,167.9,168.0,168.0,168.0,2023-12-25 17:52:48,0.08529,0,0,0,0,0,0
total,531,47,47,47,86.5,135.0,167.8,167.9,167.9,167.9,2023-12-25 17:52:49,0.07933,0,0,0,0,0,0
total,578,47,47,47,82.2,134.6,167.8,168.8,168.8,168.8,2023-12-25 17:52:50,0.07414,0,0,0,0,0,0
total,623,45,45,45,94.2,144.7,167.8,167.8,167.8,167.8,2023-12-25 17:52:51,0.06938,0,0,0,0,0,0
total,670,47,47,47,83.4,134.7,167.8,168.0,168.0,168.0,2023-12-25 17:52:52,0.06536,0,0,0,0,0,0
total,706,36,36,36,105.5,144.6,167.6,167.8,167.8,167.8,2023-12-25 17:52:53,0.06243,0,0,0,0,0,0
total,747,41,41,41,102.2,144.8,167.8,167.9,167.9,167.9,2023-12-25 17:52:54,0.05910,0,0,0,0,0,0
total,789,42,42,42,93.1,134.6,167.5,167.8,167.8,167.8,2023-12-25 17:52:55,0.05606,0,0,0,0,0,0
total,832,43,43,43,92.2,144.7,167.6,167.8,167.8,167.8,2023-12-25 17:52:56,0.05331,0,0,0,0,0,0
total,883,51,51,51,80.2,134.3,167.6,167.6,167.6,167.6,2023-12-25 17:52:57,0.05155,0,0,0,0,0,0
total,919,36,36,36,108.5,144.7,167.6,167.6,167.6,167.6,2023-12-25 17:52:58,0.04985,0,0,0,0,0,0
total,952,33,33,33,123.1,157.4,167.6,167.8,167.8,167.8,2023-12-25 17:52:59,0.04880,0,0,0,0,0,0
total,996,44,44,44,91.3,136.8,167.9,168.8,168.8,168.8,2023-12-25 17:53:00,0.04681,0,0,0,0,0,0
total,1038,42,42,42,92.6,144.7,167.6,167.6,167.6,167.6,2023-12-25 17:53:01,0.04497,0,0,0,0,0,0
total,1081,43,43,43,91.6,144.6,167.5,169.3,169.3,169.3,2023-12-25 17:53:02,0.04326,0,0,0,0,0,0
total,1127,46,46,46,87.6,134.3,167.6,167.6,167.6,167.6,2023-12-25 17:53:03,0.04177,0,0,0,0,0,0
total,1169,42,42,42,97.4,134.6,167.5,167.6,167.6,167.6,2023-12-25 17:53:04,0.04030,0,0,0,0,0,0
total,1208,39,39,39,101.6,144.6,167.5,167.9,167.9,167.9,2023-12-25 17:53:05,0.03906,0,0,0,0,0,0
total,1248,40,40,40,99.2,144.8,167.6,167.8,167.8,167.8,2023-12-25 17:53:06,0.03783,0,0,0,0,0,0
total,1290,42,42,42,97.3,134.5,167.5,167.8,167.8,167.8,2023-12-25 17:53:07,0.03663,0,0,0,0,0,0
total,1334,44,44,44,87.0,134.5,167.5,167.9,167.9,167.9,2023-12-25 17:53:08,0.03551,0,0,0,0,0,0
total,1374,40,40,40,107.4,144.8,167.6,176.3,176.3,176.3,2023-12-25 17:53:09,0.03448,0,0,0,0,0,0
total,1420,46,46,46,83.2,134.5,167.5,169.7,169.7,169.7,2023-12-25 17:53:10,0.03356,0,0,0,0,0,0
total,1462,42,42,42,100.1,144.4,167.5,167.6,167.6,167.6,2023-12-25 17:53:11,0.03261,0,0,0,0,0,0
total,1502,40,40,40,92.1,134.6,167.5,167.9,167.9,167.9,2023-12-25 17:53:12,0.03177,0,0,0,0,0,0
total,1552,50,50,50,81.3,134.5,167.6,167.6,167.6,167.6,2023-12-25 17:53:13,0.03125,0,0,0,0,0,0
total,1595,43,43,43,92.3,137.4,167.6,168.4,168.4,168.4,2023-12-25 17:53:14,0.03044,0,0,0,0,0,0
total,1646,51,51,51,81.0,134.5,167.5,167.5,167.6,167.6,2023-12-25 17:53:15,0.03004,0,0,0,0,0,0
total,1682,36,36,36,111.0,144.6,167.5,167.6,167.6,167.6,2023-12-25 17:53:16,0.02959,0,0,0,0,0,0
total,1725,43,43,43,91.7,144.6,167.5,167.6,167.6,167.6,2023-12-25 17:53:17,0.02887,0,0,0,0,0,0
total,1769,44,44,44,92.8,134.6,167.6,167.6,167.6,167.6,2023-12-25 17:53:18,0.02820,0,0,0,0,0,0
total,1809,40,40,40,97.5,144.4,167.5,167.6,167.6,167.6,2023-12-25 17:53:19,0.02759,0,0,0,0,0,0
total,1852,43,43,43,91.6,144.7,167.5,167.6,167.6,167.6,2023-12-25 17:53:20,0.02697,0,0,0,0,0,0
total,1896,44,44,44,90.8,134.9,167.5,167.5,167.5,167.5,2023-12-25 17:53:21,0.02638,0,0,0,0,0,0
