type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,25,25,25,25,145.6,157.9,315.9,335.8,335.8,335.8,2023-12-25 17:42:05,0.70711,0,0,0,0,0,0
total,60,35,35,35,108.4,145.4,178.4,178.4,178.4,178.4,2023-12-25 17:42:06,0.41058,0,0,0,0,0,0
total,105,45,45,45,92.1,145.1,178.1,178.1,178.1,178.1,2023-12-25 17:42:07,0.30306,0,0,0,0,0,0
total,146,41,41,41,93.7,145.1,177.9,178.0,178.0,178.0,2023-12-25 17:42:08,0.23465,0,0,0,0,0,0
total,187,41,41,41,101.3,145.4,177.9,178.1,178.1,178.1,2023-12-25 17:42:09,0.19149,0,0,0,0,0,0
total,223,36,36,36,108.6,145.1,178.1,178.1,178.1,178.1,2023-12-25 17:42:10,0.16212,0,0,0,0,0,0
total,265,42,42,42,98.0,144.8,178.1,289.7,289.7,289.7,2023-12-25 17:42:11,0.14406,0,0,0,0,0,0
total,307,42,42,42,91.9,144.8,177.9,178.0,178.0,178.0,2023-12-25 17:42:12,0.12697,0,0,0,0,0,0
total,341,34,34,34,126.6,157.4,178.1,178.3,178.3,178.3,2023-12-25 17:42:13,0.11483,0,0,0,0,0,0
total,379,38,38,38,100.6,145.0,178.0,178.0,178.0,178.0,2023-12-25 17:42:14,0.10388,0,0,0,0,0,0
total,422,43,43,43,91.2,144.8,177.9,177.9,177.9,177.9,2023-12-25 17:42:15,0.09501,0,0,0,0,0,0
total,466,44,44,44,92.9,144.7,177.7,178.0,178.0,178.0,2023-12-25 17:42:16,0.08768,0,0,0,0,0,0
total,514,48,48,48,78.2,1.8,177.9,178.0,178.0,178.0,2023-12-25 17:42:17,0.08228,0,0,0,0,0,0
total,568,54,54,54,74.9,0.9,177.7,177.9,178.0,178.0,2023-12-25 17:42:18,0.07945,0,0,0,0,0,0
total,606,38,38,38,106.1,144.8,177.9,178.0,178.0,178.0,2023-12-25 17:42:19,0.07458,0,0,0,0,0,0
total,649,43,43,43,97.4,144.7,177.9,178.1,178.1,178.1,2023-12-25 17:42:20,0.07002,0,0,0,0,0,0
total,680,31,31,31,123.3,144.8,177.7,178.0,178.0,178.0,2023-12-25 17:42:21,0.06780,0,0,0,0,0,0
