type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,19,19,19,19,668.3,721.9,769.1,794.8,794.8,794.8,2023-12-25 10:54:43,0.00000,0,0,0,0,0,0
total,121,102,102,102,1218.8,1247.8,1582.3,1595.9,1607.5,1607.5,2023-12-25 10:54:44,-2.44607,0,0,0,0,0,0
total,227,106,106,106,2022.2,2050.0,2340.4,2371.9,2390.8,2390.8,2023-12-25 10:54:45,-1.23333,0,0,0,0,0,0
total,330,103,103,103,2780.6,2757.8,3139.4,3183.5,3191.9,3191.9,2023-12-25 10:54:46,-0.94151,0,0,0,0,0,0
total,432,102,102,102,3597.7,3613.4,3936.4,3984.6,3993.0,3993.0,2023-12-25 10:54:47,-0.80578,0,0,0,0,0,0
total,530,98,98,98,4405.2,4404.0,4752.1,4785.7,4794.1,4794.1,2023-12-25 10:54:48,-0.72892,0,0,0,0,0,0
total,633,103,103,103,5180.6,5159.0,5557.5,5582.6,5586.8,5586.8,2023-12-25 10:54:49,-0.67408,0,0,0,0,0,0
total,734,101,101,101,5984.8,5989.5,6325.0,6375.3,6387.9,6387.9,2023-12-25 10:54:50,-0.63542,0,0,0,0,0,0
total,836,102,102,102,6741.3,6719.3,7088.4,7163.9,7176.5,7176.5,2023-12-25 10:54:51,-0.60546,0,0,0,0,0,0
total,931,95,95,95,7535.2,7520.4,7935.6,7956.6,7969.2,7969.2,2023-12-25 10:54:52,-0.58371,0,0,0,0,0,0
total,1044,113,113,113,8333.6,8304.7,8699.0,8740.9,8757.7,8757.7,2023-12-25 10:54:53,-0.56134,0,0,0,0,0,0
total,1160,116,116,116,9135.2,9135.2,9487.5,9529.5,9537.8,9537.8,2023-12-25 10:54:54,-0.54211,0,0,0,0,0,0
total,1268,108,108,108,9930.9,9965.7,10301.2,10318.0,10326.4,10326.4,2023-12-25 10:54:55,-0.52726,0,0,0,0,0,0
total,1367,99,99,99,10719.2,10729.0,11073.0,11106.5,11114.9,11114.9,2023-12-25 10:54:56,-0.51583,0,0,0,0,0,0
total,1465,98,98,98,11514.1,11492.4,11861.5,11886.7,11928.6,11928.6,2023-12-25 10:54:57,-0.50593,0,0,0,0,0,0
total,1563,98,98,98,12342.4,12364.8,12683.6,12700.4,12708.7,12708.7,2023-12-25 10:54:58,-0.49710,0,0,0,0,0,0
total,1673,110,110,110,13081.7,13061.1,13421.8,13480.5,13505.7,13505.7,2023-12-25 10:54:59,-0.48782,0,0,0,0,0,0
total,1778,105,105,105,13874.4,13874.8,14252.2,14269.0,14302.6,14302.6,2023-12-25 10:55:00,-0.47997,0,0,0,0,0,0
total,1880,102,102,102,14675.4,14696.8,15057.6,15082.7,15091.1,15091.1,2023-12-25 10:55:01,-0.47311,0,0,0,0,0,0
total,1992,112,112,112,15536.8,15560.9,15846.1,15871.2,15871.2,15871.2,2023-12-25 10:55:02,-0.46597,0,0,0,0,0,0
total,2105,113,113,113,16220.8,16198.4,16567.5,16643.0,16651.4,16651.4,2023-12-25 10:55:03,-0.45935,0,0,0,0,0,0
total,2218,113,113,113,17045.1,17037.3,17364.4,17414.8,17431.5,17431.5,2023-12-25 10:55:04,-0.45324,0,0,0,0,0,0
total,2311,93,93,93,17784.5,17750.3,18186.5,18236.8,18236.8,18236.8,2023-12-25 10:55:05,-0.44893,0,0,0,0,0,0
total,2418,107,107,107,18601.8,18605.9,18975.0,19008.6,19025.4,19025.4,2023-12-25 10:55:06,-0.44401,0,0,0,0,0,0
total,2514,96,96,96,19430.6,19444.8,19763.6,19830.7,19830.7,19830.7,2023-12-25 10:55:07,-0.44006,0,0,0,0,0,0
total,2609,95,95,95,20228.1,20283.7,20552.1,20602.4,20619.2,20619.2,2023-12-25 10:55:08,-0.43640,0,0,0,0,0,0
total,2705,96,96,96,21043.3,21038.6,21424.5,21458.1,21474.8,21474.8,2023-12-25 10:55:09,-0.43291,0,0,0,0,0,0
total,2805,100,100,100,21834.2,21860.7,22196.3,22213.0,22229.8,22229.8,2023-12-25 10:55:10,-0.42940,0,0,0,0,0,0
total,2906,101,101,101,22625.4,22666.0,23018.3,23035.1,23051.9,23051.9,2023-12-25 10:55:11,-0.42603,0,0,0,0,0,0
total,3011,105,105,105,23442.5,23454.5,23773.3,23806.9,23823.6,23823.6,2023-12-25 10:55:12,-0.42266,0,0,0,0,0,0
total,3110,99,99,99,24224.4,24243.1,24578.6,24629.0,24645.7,24645.7,2023-12-25 10:55:13,-0.41971,0,0,0,0,0,0
total,3224,114,114,114,25003.3,25014.8,25350.4,25400.7,25400.7,25400.7,2023-12-25 10:55:14,-0.41630,0,0,0,0,0,0
