type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,27,27,27,27,109.2,135.5,315.6,335.8,335.8,335.8,2023-12-25 17:52:36,0.70711,0,0,0,0,0,0
total,69,42,42,42,95.1,135.1,168.4,315.1,315.1,315.1,2023-12-25 17:52:37,0.43268,0,0,0,0,0,0
total,106,37,37,37,109.9,145.2,168.0,292.8,292.8,292.8,2023-12-25 17:52:38,0.30390,0,0,0,0,0,0
total,138,32,32,32,124.7,145.4,167.9,168.3,168.3,168.3,2023-12-25 17:52:39,0.24325,0,0,0,0,0,0
total,181,43,43,43,91.8,135.3,167.8,167.9,167.9,167.9,2023-12-25 17:52:40,0.19799,0,0,0,0,0,0
total,237,56,56,56,73.3,1.2,167.6,167.9,168.0,168.0,2023-12-25 17:52:41,0.17414,0,0,0,0,0,0
total,278,41,41,41,96.6,144.8,167.8,167.8,167.8,167.8,2023-12-25 17:52:42,0.15088,0,0,0,0,0,0
total,317,39,39,39,104.3,144.8,167.8,168.0,168.0,168.0,2023-12-25 17:52:43,0.13360,0,0,0,0,0,0
total,352,35,35,35,108.7,145.1,167.8,168.0,168.0,168.0,2023-12-25 17:52:44,0.12130,0,0,0,0,0,0
total,386,34,34,34,120.4,145.2,167.5,168.3,168.3,168.3,2023-12-25 17:52:45,0.11149,0,0,0,0,0,0
total,434,48,48,48,85.0,134.9,167.6,167.8,167.8,167.8,2023-12-25 17:52:46,0.10233,0,0,0,0,0,0
total,473,39,39,39,104.6,144.7,167.8,167.8,167.8,167.8,2023-12-25 17:52:47,0.09430,0,0,0,0,0,0
total,523,50,50,50,78.3,134.7,157.7,167.8,167.8,167.8,2023-12-25 17:52:48,0.08819,0,0,0,0,0,0
total,562,39,39,39,101.9,144.8,167.8,167.9,167.9,167.9,2023-12-25 17:52:49,0.08230,0,0,0,0,0,0
total,603,41,41,41,94.8,134.7,167.6,167.8,167.8,167.8,2023-12-25 17:52:50,0.07697,0,0,0,0,0,0
total,645,42,42,42,98.1,144.7,167.8,167.9,167.9,167.9,2023-12-25 17:52:51,0.07225,0,0,0,0,0,0
