type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,6,6,6,6,124.6,150.3,274.2,274.2,274.2,274.2,2023-12-25 17:28:08,0.00000,0,0,0,0,0,0
total,45,39,39,39,105.4,145.1,295.2,336.6,336.6,336.6,2023-12-25 17:28:09,0.53276,0,0,0,0,0,0
total,85,40,40,40,96.7,135.1,168.2,339.0,339.0,339.0,2023-12-25 17:28:10,0.32902,0,0,0,0,0,0
total,123,38,38,38,108.6,145.2,168.0,168.2,168.2,168.2,2023-12-25 17:28:11,0.24278,0,0,0,0,0,0
total,159,36,36,36,112.8,145.1,168.2,168.6,168.6,168.6,2023-12-25 17:28:12,0.19423,0,0,0,0,0,0
total,205,46,46,46,86.9,134.9,168.0,168.8,168.8,168.8,2023-12-25 17:28:13,0.15989,0,0,0,0,0,0
total,246,41,41,41,96.6,145.1,168.0,168.0,168.0,168.0,2023-12-25 17:28:14,0.13583,0,0,0,0,0,0
total,277,31,31,31,125.3,145.4,168.0,168.2,168.2,168.2,2023-12-25 17:28:15,0.12377,0,0,0,0,0,0
total,331,54,54,54,76.1,3.9,167.9,168.0,168.0,168.0,2023-12-25 17:28:16,0.11396,0,0,0,0,0,0
total,366,35,35,35,111.9,145.1,167.9,168.0,168.0,168.0,2023-12-25 17:28:17,0.10415,0,0,0,0,0,0
total,410,44,44,44,86.6,134.9,167.9,167.9,167.9,167.9,2023-12-25 17:28:18,0.09425,0,0,0,0,0,0
total,453,43,43,43,99.0,144.8,167.9,173.4,173.4,173.4,2023-12-25 17:28:19,0.08605,0,0,0,0,0,0
total,496,43,43,43,90.3,144.7,167.9,167.9,167.9,167.9,2023-12-25 17:28:20,0.07916,0,0,0,0,0,0
total,539,43,43,43,96.6,144.8,167.8,269.2,269.2,269.2,2023-12-25 17:28:21,0.07397,0,0,0,0,0,0
total,583,44,44,44,91.0,134.7,167.8,168.2,168.2,168.2,2023-12-25 17:28:22,0.06887,0,0,0,0,0,0
total,637,54,54,54,71.7,1.1,167.8,168.2,168.7,168.7,2023-12-25 17:28:23,0.06619,0,0,0,0,0,0
total,684,47,47,47,85.9,135.0,167.8,168.0,168.0,168.0,2023-12-25 17:28:24,0.06226,0,0,0,0,0,0
total,727,43,43,43,94.3,144.8,167.6,167.8,167.8,167.8,2023-12-25 17:28:25,0.05874,0,0,0,0,0,0
total,766,39,39,39,100.0,144.7,167.6,167.9,167.9,167.9,2023-12-25 17:28:26,0.05596,0,0,0,0,0,0
total,805,39,39,39,103.1,144.7,167.6,168.0,168.0,168.0,2023-12-25 17:28:27,0.05344,0,0,0,0,0,0
total,849,44,44,44,92.4,134.7,167.6,167.8,167.8,167.8,2023-12-25 17:28:28,0.05083,0,0,0,0,0,0
total,882,33,33,33,118.3,144.8,167.9,172.8,172.8,172.8,2023-12-25 17:28:29,0.04982,0,0,0,0,0,0
total,924,42,42,42,95.8,135.8,167.6,167.6,167.6,167.6,2023-12-25 17:28:30,0.04763,0,0,0,0,0,0
total,972,48,48,48,86.2,134.6,167.6,167.6,167.6,167.6,2023-12-25 17:28:31,0.04580,0,0,0,0,0,0
total,1014,42,42,42,91.8,134.6,167.6,167.6,167.6,167.6,2023-12-25 17:28:32,0.04396,0,0,0,0,0,0
total,1057,43,43,43,96.0,144.8,167.6,167.6,167.6,167.6,2023-12-25 17:28:33,0.04223,0,0,0,0,0,0
total,1100,43,43,43,93.1,144.7,167.6,167.8,167.8,167.8,2023-12-25 17:28:34,0.04064,0,0,0,0,0,0
total,1135,35,35,35,112.9,144.8,167.6,167.8,167.8,167.8,2023-12-25 17:28:35,0.03983,0,0,0,0,0,0
total,1173,38,38,38,102.3,134.7,167.6,167.9,167.9,167.9,2023-12-25 17:28:36,0.03868,0,0,0,0,0,0
total,1213,40,40,40,100.1,144.7,167.6,167.9,167.9,167.9,2023-12-25 17:28:37,0.03744,0,0,0,0,0,0
total,1261,48,48,48,86.9,134.6,167.8,169.0,169.0,169.0,2023-12-25 17:28:38,0.03641,0,0,0,0,0,0
total,1299,38,38,38,101.7,144.7,167.6,167.8,167.8,167.8,2023-12-25 17:28:39,0.03547,0,0,0,0,0,0
total,1339,40,40,40,100.3,145.0,167.6,167.9,167.9,167.9,2023-12-25 17:28:40,0.03444,0,0,0,0,0,0
total,1380,41,41,41,99.2,144.7,167.6,167.6,167.6,167.6,2023-12-25 17:28:41,0.03344,0,0,0,0,0,0
total,1423,43,43,43,90.7,144.6,167.6,167.8,167.8,167.8,2023-12-25 17:28:42,0.03247,0,0,0,0,0,0
total,1463,40,40,40,98.8,144.6,167.5,167.6,167.6,167.6,2023-12-25 17:28:43,0.03161,0,0,0,0,0,0
total,1504,41,41,41,101.5,144.6,167.6,167.8,167.8,167.8,2023-12-25 17:28:44,0.03077,0,0,0,0,0,0
total,1541,37,37,37,103.1,144.6,167.6,167.6,167.6,167.6,2023-12-25 17:28:45,0.03017,0,0,0,0,0,0
total,1579,38,38,38,110.8,144.7,167.6,167.8,167.8,167.8,2023-12-25 17:28:46,0.02953,0,0,0,0,0,0
total,1620,41,41,41,94.6,144.4,167.6,167.6,167.6,167.6,2023-12-25 17:28:47,0.02879,0,0,0,0,0,0
total,1663,43,43,43,92.3,144.7,167.6,167.8,167.8,167.8,2023-12-25 17:28:48,0.02808,0,0,0,0,0,0
total,1698,35,35,35,117.7,157.4,167.6,167.8,167.8,167.8,2023-12-25 17:28:49,0.02774,0,0,0,0,0,0
total,1733,35,35,35,113.5,144.7,167.5,167.6,167.6,167.6,2023-12-25 17:28:50,0.02741,0,0,0,0,0,0
total,1781,48,48,48,82.2,134.5,167.5,167.6,167.6,167.6,2023-12-25 17:28:51,0.02695,0,0,0,0,0,0
total,1814,33,33,33,122.3,144.8,167.6,167.8,167.8,167.8,2023-12-25 17:28:52,0.02683,0,0,0,0,0,0
total,1859,45,45,45,87.6,134.5,167.6,167.6,167.6,167.6,2023-12-25 17:28:53,0.02627,0,0,0,0,0,0
total,1899,40,40,40,103.6,144.7,167.5,167.6,167.6,167.6,2023-12-25 17:28:54,0.02573,0,0,0,0,0,0
