type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,17,17,17,17,94.5,5.6,316.7,355.7,355.7,355.7,2023-12-25 17:22:30,0.00000,0,0,0,0,0,0
total,52,35,35,35,111.6,157.7,178.9,310.4,310.4,310.4,2023-12-25 17:22:31,0.22336,0,0,0,0,0,0
total,94,42,42,42,100.3,135.7,178.5,178.5,178.5,178.5,2023-12-25 17:22:32,0.15631,0,0,0,0,0,0
total,143,49,49,49,79.2,134.6,158.2,290.2,290.2,290.2,2023-12-25 17:22:33,0.15372,0,0,0,0,0,0
total,183,40,40,40,98.6,155.5,178.1,178.8,178.8,178.8,2023-12-25 17:22:34,0.12331,0,0,0,0,0,0
total,217,34,34,34,123.0,155.5,178.5,178.5,178.5,178.5,2023-12-25 17:22:35,0.10843,0,0,0,0,0,0
total,263,46,46,46,83.8,134.7,178.1,178.3,178.3,178.3,2023-12-25 17:22:36,0.09333,0,0,0,0,0,0
total,312,49,49,49,81.4,134.9,178.3,178.4,178.4,178.4,2023-12-25 17:22:37,0.08323,0,0,0,0,0,0
total,350,38,38,38,103.6,155.3,178.1,178.5,178.5,178.5,2023-12-25 17:22:38,0.07516,0,0,0,0,0,0
total,391,41,41,41,98.8,135.7,178.3,178.3,178.3,178.3,2023-12-25 17:22:39,0.06764,0,0,0,0,0,0
total,434,43,43,43,90.6,135.0,178.0,178.3,178.3,178.3,2023-12-25 17:22:40,0.06137,0,0,0,0,0,0
total,473,39,39,39,106.0,135.0,177.9,178.7,178.7,178.7,2023-12-25 17:22:41,0.05666,0,0,0,0,0,0
total,505,32,32,32,122.1,155.3,177.9,178.5,178.5,178.5,2023-12-25 17:22:42,0.05570,0,0,0,0,0,0
total,545,40,40,40,102.1,135.0,157.9,178.1,178.1,178.1,2023-12-25 17:22:43,0.05176,0,0,0,0,0,0
total,587,42,42,42,95.9,134.6,157.7,177.7,177.7,177.7,2023-12-25 17:22:44,0.04825,0,0,0,0,0,0
total,625,38,38,38,103.3,154.9,177.9,178.0,178.0,178.0,2023-12-25 17:22:45,0.04555,0,0,0,0,0,0
total,664,39,39,39,100.6,155.1,177.7,178.1,178.1,178.1,2023-12-25 17:22:46,0.04299,0,0,0,0,0,0
total,709,45,45,45,91.4,134.6,177.9,178.0,178.0,178.0,2023-12-25 17:22:47,0.04084,0,0,0,0,0,0
total,747,38,38,38,104.4,134.6,177.6,177.7,177.7,177.7,2023-12-25 17:22:48,0.03894,0,0,0,0,0,0
total,785,38,38,38,104.0,154.9,177.7,178.0,178.0,178.0,2023-12-25 17:22:49,0.03721,0,0,0,0,0,0
total,825,40,40,40,101.2,134.9,177.9,177.9,177.9,177.9,2023-12-25 17:22:50,0.03545,0,0,0,0,0,0
total,868,43,43,43,92.0,134.6,158.6,177.7,177.7,177.7,2023-12-25 17:22:51,0.03387,0,0,0,0,0,0
total,902,34,34,34,120.6,155.1,177.7,177.9,177.9,177.9,2023-12-25 17:22:52,0.03330,0,0,0,0,0,0
total,941,39,39,39,98.1,134.7,177.7,177.9,177.9,177.9,2023-12-25 17:22:53,0.03197,0,0,0,0,0,0
total,990,49,49,49,79.2,134.6,177.9,179.4,179.4,179.4,2023-12-25 17:22:54,0.03167,0,0,0,0,0,0
