type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,87,87,87,87,881.5,860.4,1213.2,1231.0,1231.0,1231.0,2023-12-25 10:35:42,-0.70711,0,0,0,0,0,0
total,188,101,101,101,1687.4,1699.7,2043.7,2057.3,2062.5,2062.5,2023-12-25 10:35:43,-0.58721,0,0,0,0,0,0
total,300,112,112,112,2486.5,2514.5,2810.2,2839.5,2841.6,2841.6,2023-12-25 10:35:44,-0.54326,0,0,0,0,0,0
total,410,110,110,110,3258.7,3267.4,3571.4,3598.7,3607.1,3607.1,2023-12-25 10:35:45,-0.52288,0,0,0,0,0,0
total,517,107,107,107,3977.3,3986.7,4315.9,4341.1,4387.2,4387.2,2023-12-25 10:35:46,-0.51128,0,0,0,0,0,0
total,631,114,114,114,4814.3,4844.4,5138.0,5184.2,5184.2,5184.2,2023-12-25 10:35:47,-0.50103,0,0,0,0,0,0
total,737,106,106,106,5600.9,5641.3,5897.2,5951.7,5964.3,5964.3,2023-12-25 10:35:48,-0.49466,0,0,0,0,0,0
total,850,113,113,113,6334.6,6337.6,6685.7,6731.9,6731.9,6731.9,2023-12-25 10:35:49,-0.48799,0,0,0,0,0,0
total,965,115,115,115,7167.3,7155.5,7499.4,7520.4,7537.2,7537.2,2023-12-25 10:35:50,-0.48204,0,0,0,0,0,0
total,1071,106,106,106,7881.0,7885.3,8258.6,8275.4,8287.9,8287.9,2023-12-25 10:35:51,-0.47785,0,0,0,0,0,0
total,1178,107,107,107,8723.4,8732.5,9034.5,9101.6,9101.6,9101.6,2023-12-25 10:35:52,-0.47397,0,0,0,0,0,0
total,1291,113,113,113,9487.0,9504.3,9806.3,9839.8,9865.0,9865.0,2023-12-25 10:35:53,-0.46982,0,0,0,0,0,0
total,1393,102,102,102,10259.6,10250.9,10620.0,10653.5,10661.9,10661.9,2023-12-25 10:35:54,-0.46694,0,0,0,0,0,0
total,1495,102,102,102,11062.5,11073.0,11416.9,11450.4,11458.8,11458.8,2023-12-25 10:35:55,-0.46423,0,0,0,0,0,0
total,1617,122,122,122,11835.0,11861.5,12155.1,12171.9,12213.8,12213.8,2023-12-25 10:35:56,-0.46033,0,0,0,0,0,0
total,1708,91,91,91,12566.5,12541.0,12960.4,12985.6,12994.0,12994.0,2023-12-25 10:35:57,-0.45859,0,0,0,0,0,0
total,1819,111,111,111,13364.2,13379.8,13707.0,13765.7,13790.9,13790.9,2023-12-25 10:35:58,-0.45579,0,0,0,0,0,0
total,1933,114,114,114,14183.1,14210.3,14512.3,14562.6,14562.6,14562.6,2023-12-25 10:35:59,-0.45299,0,0,0,0,0,0
total,2042,109,109,109,14963.7,14982.1,15292.4,15359.5,15359.5,15359.5,2023-12-25 10:36:00,-0.45058,0,0,0,0,0,0
total,2162,120,120,120,15753.8,15787.4,16081.0,16106.1,16106.1,16106.1,2023-12-25 10:36:01,-0.44780,0,0,0,0,0,0
total,2260,98,98,98,16516.8,16508.8,16886.3,16919.8,16919.8,16919.8,2023-12-25 10:36:02,-0.44609,0,0,0,0,0,0
total,2368,108,108,108,17333.9,17347.6,17666.4,17700.0,17700.0,17700.0,2023-12-25 10:36:03,-0.44405,0,0,0,0,0,0
total,2471,103,103,103,18123.9,18136.2,18471.7,18505.3,18522.0,18522.0,2023-12-25 10:36:04,-0.44228,0,0,0,0,0,0
total,2564,93,93,93,18872.7,18874.4,19260.2,19277.0,19293.8,19293.8,2023-12-25 10:36:05,-0.44092,0,0,0,0,0,0
total,2671,107,107,107,19691.2,19679.7,20082.3,20099.1,20099.1,20099.1,2023-12-25 10:36:06,-0.43915,0,0,0,0,0,0
total,2769,98,98,98,20486.7,20485.0,20820.5,20854.1,20854.1,20854.1,2023-12-25 10:36:07,-0.43772,0,0,0,0,0,0
total,2894,125,125,125,21270.2,21307.1,21625.8,21642.6,21642.6,21642.6,2023-12-25 10:36:08,-0.43555,0,0,0,0,0,0
total,2997,103,103,103,22087.0,22112.4,22447.9,22464.7,22464.7,22464.7,2023-12-25 10:36:09,-0.43408,0,0,0,0,0,0
total,3104,107,107,107,22820.9,22800.2,23152.6,23219.7,23219.7,23219.7,2023-12-25 10:36:10,-0.43255,0,0,0,0,0,0
total,3227,123,123,123,23600.2,23622.3,23957.9,23974.6,23991.4,23991.4,2023-12-25 10:36:11,-0.43067,0,0,0,0,0,0
total,3330,103,103,103,24374.8,24394.1,24746.4,24763.2,24779.9,24779.9,2023-12-25 10:36:12,-0.42934,0,0,0,0,0,0
total,3433,103,103,103,25163.1,25149.0,25518.1,25568.5,25568.5,25568.5,2023-12-25 10:36:13,-0.42804,0,0,0,0,0,0
total,3545,112,112,112,25959.6,25971.1,26306.7,26340.2,26340.2,26340.2,2023-12-25 10:36:14,-0.42659,0,0,0,0,0,0
total,3671,126,126,126,26727.2,26742.9,27061.6,27112.0,27112.0,27112.0,2023-12-25 10:36:15,-0.42489,0,0,0,0,0,0
total,3784,113,113,113,27491.4,27497.9,27850.2,27883.7,27883.7,27883.7,2023-12-25 10:36:16,-0.42350,0,0,0,0,0,0
total,3874,90,90,90,28264.0,28236.1,28605.2,28638.7,28672.3,28672.3,2023-12-25 10:36:17,-0.42261,0,0,0,0,0,0
total,3982,108,108,108,29067.8,29074.9,29444.0,29460.8,29477.6,29477.6,2023-12-25 10:36:18,-0.42140,0,0,0,0,0,0
total,4084,102,102,102,29862.6,29846.7,30215.8,30266.1,30282.9,30282.9,2023-12-25 10:36:19,-0.42033,0,0,0,0,0,0
total,4193,109,109,109,30594.0,30568.1,30987.5,31021.1,31037.8,31037.8,2023-12-25 10:36:20,-0.41916,0,0,0,0,0,0
