type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,15,15,15,15,106.8,145.2,317.2,356.5,356.5,356.5,2023-12-25 17:27:41,0.70711,0,0,0,0,0,0
total,44,29,29,29,139.1,157.9,289.7,315.6,315.6,315.6,2023-12-25 17:27:42,0.45693,0,0,0,0,0,0
total,87,43,43,43,93.8,145.0,178.0,178.3,178.3,178.3,2023-12-25 17:27:43,0.33846,0,0,0,0,0,0
total,132,45,45,45,88.7,135.1,178.0,178.3,178.3,178.3,2023-12-25 17:27:44,0.26560,0,0,0,0,0,0
total,178,46,46,46,90.9,134.9,178.3,310.1,310.1,310.1,2023-12-25 17:27:45,0.22743,0,0,0,0,0,0
total,218,40,40,40,95.9,135.0,178.3,178.9,178.9,178.9,2023-12-25 17:27:46,0.19109,0,0,0,0,0,0
total,266,48,48,48,85.1,134.7,178.0,178.3,178.3,178.3,2023-12-25 17:27:47,0.16556,0,0,0,0,0,0
total,318,52,52,52,75.0,4.7,177.7,178.0,178.0,178.0,2023-12-25 17:27:48,0.14733,0,0,0,0,0,0
total,356,38,38,38,106.6,145.1,177.9,178.1,178.1,178.1,2023-12-25 17:27:49,0.13240,0,0,0,0,0,0
total,393,37,37,37,108.7,145.1,178.0,178.3,178.3,178.3,2023-12-25 17:27:50,0.12051,0,0,0,0,0,0
total,437,44,44,44,87.4,134.7,177.7,178.0,178.0,178.0,2023-12-25 17:27:51,0.10974,0,0,0,0,0,0
total,487,50,50,50,82.9,134.6,177.7,177.9,177.9,177.9,2023-12-25 17:27:52,0.10149,0,0,0,0,0,0
total,523,36,36,36,109.3,144.8,177.7,178.0,178.0,178.0,2023-12-25 17:27:53,0.09489,0,0,0,0,0,0
total,567,44,44,44,90.6,144.7,177.7,177.9,177.9,177.9,2023-12-25 17:27:54,0.08820,0,0,0,0,0,0
total,609,42,42,42,97.9,144.8,158.9,178.0,178.0,178.0,2023-12-25 17:27:55,0.08242,0,0,0,0,0,0
total,650,41,41,41,100.0,146.4,177.9,178.3,178.3,178.3,2023-12-25 17:27:56,0.07741,0,0,0,0,0,0
total,684,34,34,34,112.7,144.8,177.9,177.9,177.9,177.9,2023-12-25 17:27:57,0.07404,0,0,0,0,0,0
total,723,39,39,39,101.1,144.7,157.7,177.9,177.9,177.9,2023-12-25 17:27:58,0.07015,0,0,0,0,0,0
total,763,40,40,40,102.9,144.7,177.7,177.9,177.9,177.9,2023-12-25 17:27:59,0.06657,0,0,0,0,0,0
total,805,42,42,42,94.9,144.7,177.6,178.0,178.0,178.0,2023-12-25 17:28:00,0.06327,0,0,0,0,0,0
total,847,42,42,42,95.6,144.7,177.7,178.0,178.0,178.0,2023-12-25 17:28:01,0.06028,0,0,0,0,0,0
total,892,45,45,45,88.2,134.6,177.7,178.0,178.0,178.0,2023-12-25 17:28:02,0.05762,0,0,0,0,0,0
total,945,53,53,53,77.0,134.5,157.5,177.7,178.0,178.0,2023-12-25 17:28:03,0.05613,0,0,0,0,0,0
total,981,36,36,36,104.9,144.7,157.7,178.0,178.0,178.0,2023-12-25 17:28:04,0.05426,0,0,0,0,0,0
total,1025,44,44,44,94.3,134.6,177.7,178.0,178.0,178.0,2023-12-25 17:28:05,0.05211,0,0,0,0,0,0
total,1066,41,41,41,90.9,144.6,177.7,177.9,177.9,177.9,2023-12-25 17:28:06,0.05015,0,0,0,0,0,0
total,1105,39,39,39,112.3,157.3,177.7,177.9,177.9,177.9,2023-12-25 17:28:07,0.04842,0,0,0,0,0,0
total,1139,34,34,34,112.6,144.7,177.6,177.7,177.7,177.7,2023-12-25 17:28:08,0.04728,0,0,0,0,0,0
total,1187,48,48,48,87.1,144.6,177.6,177.7,177.7,177.7,2023-12-25 17:28:09,0.04588,0,0,0,0,0,0
total,1228,41,41,41,92.4,134.7,177.6,177.7,177.7,177.7,2023-12-25 17:28:10,0.04437,0,0,0,0,0,0
total,1271,43,43,43,93.1,144.7,177.6,177.9,177.9,177.9,2023-12-25 17:28:11,0.04295,0,0,0,0,0,0
total,1310,39,39,39,103.5,144.8,177.7,177.9,177.9,177.9,2023-12-25 17:28:12,0.04170,0,0,0,0,0,0
total,1352,42,42,42,93.5,134.5,157.5,177.7,177.7,177.7,2023-12-25 17:28:13,0.04044,0,0,0,0,0,0
total,1398,46,46,46,88.6,136.4,177.7,177.9,177.9,177.9,2023-12-25 17:28:14,0.03932,0,0,0,0,0,0
total,1437,39,39,39,103.6,144.6,157.4,177.7,177.7,177.7,2023-12-25 17:28:15,0.03828,0,0,0,0,0,0
total,1480,43,43,43,89.6,144.7,157.5,177.6,177.6,177.6,2023-12-25 17:28:16,0.03722,0,0,0,0,0,0
total,1515,35,35,35,112.2,157.3,177.6,177.7,177.7,177.7,2023-12-25 17:28:17,0.03655,0,0,0,0,0,0
total,1556,41,41,41,99.3,144.7,177.7,177.9,177.9,177.9,2023-12-25 17:28:18,0.03560,0,0,0,0,0,0
total,1598,42,42,42,94.9,144.7,177.7,177.7,177.7,177.7,2023-12-25 17:28:19,0.03469,0,0,0,0,0,0
total,1647,49,49,49,86.7,134.6,157.5,177.6,177.6,177.6,2023-12-25 17:28:20,0.03405,0,0,0,0,0,0
total,1683,36,36,36,106.1,144.8,177.6,177.7,177.7,177.7,2023-12-25 17:28:21,0.03344,0,0,0,0,0,0
total,1731,48,48,48,85.8,134.6,158.6,177.9,177.9,177.9,2023-12-25 17:28:22,0.03279,0,0,0,0,0,0
total,1769,38,38,38,101.5,144.7,177.7,178.5,178.5,178.5,2023-12-25 17:28:23,0.03213,0,0,0,0,0,0
total,1814,45,45,45,88.5,134.9,177.6,177.7,177.7,177.7,2023-12-25 17:28:24,0.03143,0,0,0,0,0,0
total,1863,49,49,49,81.7,134.5,177.7,177.9,177.9,177.9,2023-12-25 17:28:25,0.03092,0,0,0,0,0,0
total,1909,46,46,46,87.5,134.6,177.7,177.7,177.7,177.7,2023-12-25 17:28:26,0.03029,0,0,0,0,0,0
total,1956,47,47,47,85.5,134.6,177.7,177.7,177.7,177.7,2023-12-25 17:28:27,0.02972,0,0,0,0,0,0
total,1999,43,43,43,92.2,144.4,177.6,177.9,177.9,177.9,2023-12-25 17:28:28,0.02910,0,0,0,0,0,0
total,2054,55,55,55,77.2,134.5,157.4,177.7,177.7,177.7,2023-12-25 17:28:29,0.02909,0,0,0,0,0,0
total,2091,37,37,37,103.1,144.6,177.6,177.7,177.7,177.7,2023-12-25 17:28:30,0.02866,0,0,0,0,0,0
total,2137,46,46,46,87.5,134.6,177.6,181.4,181.4,181.4,2023-12-25 17:28:31,0.02813,0,0,0,0,0,0
total,2171,34,34,34,116.2,144.8,157.7,177.6,177.6,177.6,2023-12-25 17:28:32,0.02790,0,0,0,0,0,0
total,2206,35,35,35,118.0,145.0,177.5,177.7,177.7,177.7,2023-12-25 17:28:33,0.02760,0,0,0,0,0,0
total,2259,53,53,53,72.8,0.7,177.5,177.7,177.7,177.7,2023-12-25 17:28:34,0.02744,0,0,0,0,0,0
total,2298,39,39,39,102.0,144.6,177.6,177.7,177.7,177.7,2023-12-25 17:28:35,0.02700,0,0,0,0,0,0
total,2347,49,49,49,82.8,134.6,177.7,177.9,177.9,177.9,2023-12-25 17:28:36,0.02664,0,0,0,0,0,0
total,2382,35,35,35,112.0,157.3,177.6,178.0,178.0,178.0,2023-12-25 17:28:37,0.02638,0,0,0,0,0,0
total,2428,46,46,46,88.5,134.5,159.3,177.7,177.7,177.7,2023-12-25 17:28:38,0.02595,0,0,0,0,0,0
total,2467,39,39,39,104.5,144.8,177.6,177.7,177.7,177.7,2023-12-25 17:28:39,0.02557,0,0,0,0,0,0
total,2503,36,36,36,107.4,144.7,177.6,177.9,177.9,177.9,2023-12-25 17:28:40,0.02529,0,0,0,0,0,0
total,2552,49,49,49,80.2,134.5,177.6,177.9,177.9,177.9,2023-12-25 17:28:41,0.02499,0,0,0,0,0,0
total,2607,55,55,55,75.3,1.0,162.5,177.6,177.7,177.7,2023-12-25 17:28:42,0.02499,0,0,0,0,0,0
total,2647,40,40,40,97.2,144.6,177.6,177.6,177.6,177.6,2023-12-25 17:28:43,0.02462,0,0,0,0,0,0
total,2692,45,45,45,94.3,144.4,177.5,177.7,177.7,177.7,2023-12-25 17:28:44,0.02425,0,0,0,0,0,0
total,2735,43,43,43,88.8,134.7,177.5,178.1,178.1,178.1,2023-12-25 17:28:45,0.02387,0,0,0,0,0,0
total,2777,42,42,42,98.1,144.6,177.6,178.0,178.0,178.0,2023-12-25 17:28:46,0.02351,0,0,0,0,0,0
total,2822,45,45,45,86.1,134.6,177.6,177.7,177.7,177.7,2023-12-25 17:28:47,0.02317,0,0,0,0,0,0
total,2861,39,39,39,107.1,144.7,177.5,177.7,177.7,177.7,2023-12-25 17:28:48,0.02287,0,0,0,0,0,0
total,2901,40,40,40,96.2,144.6,177.6,177.6,177.6,177.6,2023-12-25 17:28:49,0.02257,0,0,0,0,0,0
total,2943,42,42,42,96.5,144.6,157.4,177.7,177.7,177.7,2023-12-25 17:28:50,0.02225,0,0,0,0,0,0
total,2982,39,39,39,101.8,144.6,177.6,177.7,177.7,177.7,2023-12-25 17:28:51,0.02198,0,0,0,0,0,0
