type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,55,55,55,55,508.9,553.6,728.2,744.5,762.3,762.3,2023-12-25 10:47:31,0.00000,0,0,0,0,0,0
total,164,109,109,109,1155.5,1172.3,1462.8,1519.4,1527.8,1527.8,2023-12-25 10:47:32,12.45058,0,0,0,0,0,0
total,296,132,132,132,1860.7,1860.2,2235.6,2267.0,2269.1,2269.1,2023-12-25 10:47:33,-4.09320,0,0,0,0,0,0
total,393,97,97,97,2696.8,2696.9,3022.0,3063.9,3076.5,3076.5,2023-12-25 10:47:34,-2.57770,0,0,0,0,0,0
total,498,105,105,105,3491.5,3483.4,3812.6,3837.8,3842.0,3842.0,2023-12-25 10:47:35,-1.99293,0,0,0,0,0,0
total,601,103,103,103,4231.7,4223.7,4613.7,4647.3,4659.9,4659.9,2023-12-25 10:47:36,-1.69932,0,0,0,0,0,0
total,716,115,115,115,5043.3,5033.2,5368.7,5419.0,5427.4,5427.4,2023-12-25 10:47:37,-1.49604,0,0,0,0,0,0
total,825,109,109,109,5789.6,5767.2,6148.8,6207.6,6220.2,6220.2,2023-12-25 10:47:38,-1.36526,0,0,0,0,0,0
total,937,112,112,112,6583.7,6559.9,6929.0,6975.1,6987.7,6987.7,2023-12-25 10:47:39,-1.26634,0,0,0,0,0,0
total,1047,110,110,110,7397.3,7453.3,7725.9,7759.5,7759.5,7759.5,2023-12-25 10:47:40,-1.19155,0,0,0,0,0,0
total,1149,102,102,102,8191.1,8187.3,8531.2,8564.8,8573.2,8573.2,2023-12-25 10:47:41,-1.13642,0,0,0,0,0,0
total,1241,92,92,92,8957.1,8925.5,9311.4,9344.9,9370.1,9370.1,2023-12-25 10:47:42,-1.09546,0,0,0,0,0,0
total,1337,96,96,96,9781.1,9789.5,10150.2,10175.4,10183.8,10183.8,2023-12-25 10:47:43,-1.05919,0,0,0,0,0,0
total,1454,117,117,117,10524.4,10519.3,10930.4,10938.7,10963.9,10963.9,2023-12-25 10:47:44,-1.02089,0,0,0,0,0,0
total,1547,93,93,93,11360.7,11349.8,11710.5,11752.4,11760.8,11760.8,2023-12-25 10:47:45,-0.99487,0,0,0,0,0,0
total,1660,113,113,113,12158.9,12180.3,12499.0,12507.4,12541.0,12541.0,2023-12-25 10:47:46,-0.96666,0,0,0,0,0,0
total,1781,121,121,121,12920.7,12918.5,13270.8,13304.3,13304.3,13304.3,2023-12-25 10:47:47,-0.93985,0,0,0,0,0,0
total,1891,110,110,110,13719.6,13748.9,14059.3,14084.5,14084.5,14084.5,2023-12-25 10:47:48,-0.91825,0,0,0,0,0,0
total,1996,105,105,105,14507.1,14503.9,14847.8,14873.0,14881.4,14881.4,2023-12-25 10:47:49,-0.89974,0,0,0,0,0,0
total,2113,117,117,117,15249.9,15267.3,15602.8,15628.0,15636.4,15636.4,2023-12-25 10:47:50,-0.88088,0,0,0,0,0,0
total,2218,105,105,105,15995.5,15955.1,16349.4,16366.2,16374.6,16374.6,2023-12-25 10:47:51,-0.86551,0,0,0,0,0,0
total,2312,94,94,94,16818.6,16819.2,17179.9,17230.2,17230.2,17230.2,2023-12-25 10:47:52,-0.85304,0,0,0,0,0,0
total,2442,130,130,130,17597.6,17616.1,17951.6,17985.2,18002.0,18002.0,2023-12-25 10:47:53,-0.83675,0,0,0,0,0,0
total,2539,97,97,97,18385.8,18404.6,18756.9,18790.5,18790.5,18790.5,2023-12-25 10:47:54,-0.82577,0,0,0,0,0,0
total,2642,103,103,103,19098.4,19075.7,19478.3,19545.5,19562.2,19562.2,2023-12-25 10:47:55,-0.81483,0,0,0,0,0,0
total,2749,107,107,107,19931.9,19931.3,20334.0,20367.5,20384.3,20384.3,2023-12-25 10:47:56,-0.80422,0,0,0,0,0,0
total,2852,103,103,103,20726.1,20719.9,21089.0,21139.3,21156.1,21156.1,2023-12-25 10:47:57,-0.79468,0,0,0,0,0,0
total,2955,103,103,103,21547.9,21558.7,21877.5,21927.8,21944.6,21944.6,2023-12-25 10:47:58,-0.78573,0,0,0,0,0,0
total,3064,109,109,109,22324.7,22364.0,22682.8,22716.4,22749.9,22749.9,2023-12-25 10:47:59,-0.77677,0,0,0,0,0,0
total,3164,100,100,100,23112.5,23119.0,23504.9,23538.4,23538.4,23538.4,2023-12-25 10:48:00,-0.76907,0,0,0,0,0,0
total,3270,106,106,106,23949.6,23991.4,24276.6,24310.2,24310.2,24310.2,2023-12-25 10:48:01,-0.76130,0,0,0,0,0,0
total,3373,103,103,103,24735.6,24746.4,25081.9,25115.5,25115.5,25115.5,2023-12-25 10:48:02,-0.75417,0,0,0,0,0,0
total,3479,106,106,106,25482.1,25484.6,25870.5,25887.2,25904.0,25904.0,2023-12-25 10:48:03,-0.74719,0,0,0,0,0,0
total,3590,111,111,111,26289.8,26289.9,26675.8,26692.6,26692.6,26692.6,2023-12-25 10:48:04,-0.74021,0,0,0,0,0,0
total,3683,93,93,93,27076.5,27044.9,27414.0,27481.1,27497.9,27497.9,2023-12-25 10:48:05,-0.73473,0,0,0,0,0,0
total,3789,106,106,106,27910.2,27917.3,28252.8,28269.6,28286.4,28286.4,2023-12-25 10:48:06,-0.72868,0,0,0,0,0,0
total,3875,86,86,86,28652.2,28638.7,29024.6,29074.9,29108.5,29108.5,2023-12-25 10:48:07,-0.72408,0,0,0,0,0,0
