type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,4,4,4,4,439.7,437.8,445.9,445.9,445.9,445.9,2023-12-25 10:16:54,0.00000,0,0,0,0,0,0
total,77,73,73,73,1026.2,1100.0,1269.8,1285.6,1308.6,1308.6,2023-12-25 10:16:55,-0.75163,0,0,0,0,0,0
total,183,106,106,106,1741.7,1763.7,2079.3,2106.6,2134.9,2134.9,2023-12-25 10:16:56,-0.53679,0,0,0,0,0,0
total,296,113,113,113,2512.4,2493.5,2868.9,2896.2,2906.7,2906.7,2023-12-25 10:16:57,-0.46654,0,0,0,0,0,0
total,391,95,95,95,3308.2,3307.2,3693.1,3714.1,3714.1,3714.1,2023-12-25 10:16:58,-0.44664,0,0,0,0,0,0
total,492,101,101,101,4109.1,4093.6,4483.7,4500.5,4517.3,4517.3,2023-12-25 10:16:59,-0.43262,0,0,0,0,0,0
total,603,111,111,111,4938.6,4974.4,5242.9,5276.4,5293.2,5293.2,2023-12-25 10:17:00,-0.41981,0,0,0,0,0,0
total,707,104,104,104,5700.9,5721.0,6056.6,6090.1,6111.1,6111.1,2023-12-25 10:17:01,-0.41225,0,0,0,0,0,0
total,823,116,116,116,6459.3,6446.6,6807.4,6832.5,6840.9,6840.9,2023-12-25 10:17:02,-0.40361,0,0,0,0,0,0
total,940,117,117,117,7263.9,7268.7,7583.3,7637.8,7637.8,7637.8,2023-12-25 10:17:03,-0.39645,0,0,0,0,0,0
total,1040,100,100,100,8026.2,8027.9,8355.1,8409.6,8413.8,8413.8,2023-12-25 10:17:04,-0.39276,0,0,0,0,0,0
total,1141,101,101,101,8813.3,8799.6,9177.1,9185.5,9210.7,9210.7,2023-12-25 10:17:05,-0.38934,0,0,0,0,0,0
total,1250,109,109,109,9614.4,9613.3,9974.1,10016.0,10016.0,10016.0,2023-12-25 10:17:06,-0.38541,0,0,0,0,0,0
total,1360,110,110,110,10409.7,10435.4,10720.6,10754.2,10787.7,10787.7,2023-12-25 10:17:07,-0.38176,0,0,0,0,0,0
