pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,type total,src_port,dst_port,protocol,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,Src IP,Src Port,Dst IP,Dst Port,Label
164.71428571428572,164.71428571428572,24.4,19.82857142857143,57.642857142857146,60.142857142857146,64.68571428571428,64.68571428571428,1702926048.0,0.0930314285714285,0.0,0.0,0.0,0.0,0.0,total,44382.0,9042.0,6.0,90563656.5,1127.0467271094417,1.2863678818601882,0.6238584211051112,0.6625094607550769,56.5,60.0,5014.0,97055.0,476.0,66.0,88.75940438871473,56.83088010859207,2922.0,66.0,1618.212836899139,971.4280886494346,2922.0,66.0,876.6335692171606,1035.4118919576115,1072216.4329902078,1130.0,1200.0,20.0,8.5,784455.1567796611,30003732.5,-16.0,4769570.1864736965,90563656.5,30003732.5,1.0,1632937.0945419103,6779785.125793507,60543404.5,30028464.0,2.0,1026434.8206896551,5432590.173238173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0622257053291535,876.6335692171606,64800.0,501.0,0.0,0.0,0.0,0.0,30003732.5,46610.5,15025171.5,14978561.0,0.0,0.0,30919.5,17.166666666666664,0.0,355841.35363363207,88.75940438871473,1618.212836899139,0.0,56.5,60.0,5014.0,97055.0,,,,,
143.25,143.25,22.55,17.775000000000002,53.65,55.475,58.8125,58.8125,1702926049.0,0.06847,0.0,0.0,0.0,0.0,0.0,total,39382.984615384616,9013.646153846154,6.0,88999507.86153845,199048.0500207769,3089.5569491642914,1546.2518235775717,1543.3051255867197,701.6615384615385,436.24615384615385,71149.61538461539,120227.89230769232,156.33846153846153,66.12307692307692,90.7999831075078,29.11397140347956,226.66153846153847,65.81538461538462,177.93923807454553,42.86663887940357,226.9692307692308,65.81538461538462,123.41258396136809,62.2449418580881,4539.213808937386,14033.23076923077,8724.923076923076,20.0,428.7692307692308,2658131.533881222,17369073.73846154,4.707692307692308,5996421.949625236,88999507.70769231,17369073.73846154,1559.553846153846,4797934.118730379,7388880.639710648,73290825.47692308,17393227.707692306,348.32307692307694,4660001.287211117,7311292.918673986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756751335702742,123.41258396136809,64800.0,494.2769230769231,1541470.2,70872.67692307693,707945.052967033,614530.0006236789,2678031.553846154,381114.58461538464,1381593.385221445,977939.3478382032,0.0,0.0,0.0,0.0,0.0,0.0,90.7999831075078,177.93923807454553,0.0,701.6615384615385,436.24615384615385,71149.61538461539,120227.89230769232,,,,,
152.22222222222223,152.22222222222223,25.322222222222223,20.0,58.5,72.03333333333333,76.35555555555555,76.35555555555555,1702926050.0,0.1265555555555555,0.0,0.0,0.0,0.0,0.0,total,33732.0,7199.0,6.0,16.0,8000000.0,125000.0,62500.0,62500.0,1.0,1.0,74.0,54.0,74.0,74.0,74.0,0.0,54.0,54.0,54.0,0.0,74.0,54.0,64.0,10.0,100.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,64800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,54.0,0.0,1.0,1.0,74.0,54.0,,,,,
159.88888888888889,159.88888888888889,25.05555555555556,19.922222222222224,57.77777777777778,62.477777777777774,67.62222222222222,67.62222222222222,1702926052.0,0.0830777777777777,0.0,0.0,0.0,0.0,0.0,total,44758.0,9042.0,6.0,90164451.0,813.1586139198031,0.5101788952277877,0.2772711387107542,0.2329077565170335,25.0,21.0,2399.0,70919.0,476.0,66.0,95.96,82.53507375655515,19057.0,66.0,3377.095238095238,5351.494583445263,19057.0,66.0,1593.8695652173913,3968.4894103900633,15748908.200378072,500.0,420.0,20.0,9.0,2003654.4666666663,30032430.0,3.0,7485456.330648783,90164451.0,30032430.0,12.0,3756852.125,9923386.63226614,60163328.0,30036398.0,14.0,3008166.4,9003653.441825265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1593.8695652173913,64800.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44247.0,4.0,0.0,6635722.855428915,95.96,3377.095238095238,0.0,25.0,21.0,2399.0,70919.0,,,,,
156.0,156.0,25.655555555555555,19.88888888888889,58.98888888888889,62.1,67.45555555555556,67.45555555555556,1702926053.0,0.0701611111111111,0.0,0.0,0.0,0.0,0.0,total,42221.757575757576,8986.151515151516,6.0,87589030.0,260639.02149898588,4052.631182847937,2027.7445274984025,2024.886655349535,679.4242424242424,421.969696969697,68816.09090909091,116111.66666666669,154.3030303030303,66.24242424242425,90.61784658119848,28.66106905436166,220.7878787878788,65.63636363636364,175.57908870531884,42.86260885553386,221.3939393939394,65.63636363636364,122.55012084308774,61.5856238275229,4491.551109158449,13588.484848484848,8439.39393939394,20.0,413.8181818181818,2581575.9905419494,17350550.545454547,4.303030303030303,5845077.553512304,87588737.39393939,17350550.545454547,1607.2121212121212,4681217.8317583045,7215916.118846817,72474683.54545455,17376065.90909091,342.42424242424244,4502698.645032387,7143134.919712753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6886467740905893,122.55012084308774,64800.0,486.7878787878788,2086258.2727272727,361093.1212121212,1165029.3690235692,709462.9224460021,6583008.121212121,240945.15151515152,3062236.399095349,2906860.977251954,0.0,0.0,0.0,0.0,0.0,0.0,90.61784658119848,175.57908870531884,0.0,679.4242424242424,421.969696969697,68816.09090909091,116111.66666666669,,,,,
150.1,150.1,26.27,20.06,58.9,65.92,72.97999999999999,72.97999999999999,1702926054.0,0.125703,0.0,0.0,0.0,0.0,0.0,total,35734.0,9042.0,6.0,90749591.0,1131.7296184839004,1.2672233420864674,0.6170826709290624,0.650140671157405,56.0,59.0,5001.0,97703.0,476.0,66.0,89.30357142857143,56.1569610374278,2922.0,66.0,1655.9830508474577,967.8576988051782,2922.0,66.0,893.0782608695653,1046.5810768387585,1095331.9503969753,1120.0,1180.0,20.0,9.0,796048.6228070175,30009335.0,-16.0,4799477.884910066,90749591.0,30009335.0,1.0,1649992.5636363635,6807074.667330523,60729462.0,30028938.0,1.0,1047059.6896551724,5476398.907336787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0535714285714286,893.0782608695653,64800.0,501.0,0.0,0.0,0.0,0.0,30009335.0,42521.0,15025928.0,14983407.0,0.0,0.0,31156.0,16.666666666666668,0.0,375586.1753040879,89.30357142857143,1655.9830508474577,0.0,56.0,59.0,5001.0,97703.0,,,,,
156.4,156.4,25.48,19.93,58.27,60.7,70.88,70.88,1702926055.0,0.090388,0.0,0.0,0.0,0.0,0.0,total,42259.8125,9042.0,6.0,90526348.46875,2052.9847934278714,12.252674349644316,7.57980033694763,4.672874012696687,682.875,420.96875,69018.84375,115921.8125,157.625,66.0,91.04246965786156,29.603244920783588,232.71875,66.0,178.86939023916105,43.785468660699706,232.71875,66.0,123.96281201909588,62.94680925379578,4594.068463552688,13657.5,8419.375,20.0,413.34375,2688865.06714645,17711548.59375,4.5625,6084776.629663949,90526348.46875,17711548.59375,694.6875,4892954.685507948,7522441.693426989,74413203.5625,17730288.875,469.15625,4661292.404369897,7410727.568925092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6792094515444014,123.96281201909588,64800.0,502.0,1116209.25,268941.28125,630992.8741071429,296608.1283810977,10925968.59375,88937.34375,5155377.660690438,5177145.042874099,0.0,0.0,0.0,0.0,0.0,0.0,91.04246965786156,178.86939023916105,0.0,682.875,420.96875,69018.84375,115921.8125,,,,,
147.72727272727272,147.72727272727272,25.91818181818182,20.063636363636363,63.24545454545455,66.53636363636363,68.46363636363637,68.46363636363637,1702926056.0,0.0674072727272727,0.0,0.0,0.0,0.0,0.0,total,42454.58823529412,8987.79411764706,6.0,88394099.23529412,344241.8579704962,5359.366693594236,2681.0707608969265,2678.29593269731,655.4117647058823,405.38235294117646,66293.88235294117,113519.91176470587,158.02941176470588,66.23529411764706,90.28751532137876,28.904638168724237,810.3235294117648,65.6470588235294,267.34095344720674,201.85133700134915,810.9117647058823,65.6470588235294,160.97172977803606,173.51343783645723,453315.059354944,13108.235294117649,8107.64705882353,20.0,397.7352941176471,2693643.9693794483,17951830.17647059,5.0,6156497.378453471,88394098.91176471,17951830.17647059,3732.647058823529,4859293.8566623805,7594295.014549328,71024025.52941176,17837132.647058822,457.05882352941177,4656708.978672851,7450376.687365747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6858328343695764,160.97172977803606,64800.0,487.2058823529412,1381631.0588235294,307861.32352941175,811242.4802754435,404201.11485511874,5979410.882352941,34212.58823529412,2823571.4911297853,2750322.7240282143,12.058823529411764,0.2352941176470588,0.0,0.0,3115.1701186803834,0.0,90.28751532137876,267.34095344720674,0.0,655.4117647058823,405.38235294117646,66293.88235294117,113519.91176470587,,,,,
145.83333333333334,145.83333333333334,25.566666666666663,20.058333333333334,59.15,66.95833333333333,69.81666666666666,69.81666666666666,1702926057.0,0.0841233333333333,0.0,0.0,0.0,0.0,0.0,total,43830.0,7199.0,6.0,11.0,11636363.636363637,181818.18181818185,90909.09090909093,90909.09090909093,1.0,1.0,74.0,54.0,74.0,74.0,74.0,0.0,54.0,54.0,54.0,0.0,74.0,54.0,64.0,10.0,100.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,64800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,54.0,0.0,1.0,1.0,74.0,54.0,,,,,
151.33333333333334,151.33333333333334,26.45833333333333,20.08333333333333,58.75833333333333,61.025,66.925,66.925,1702926059.0,0.0842941666666666,0.0,0.0,0.0,0.0,0.0,total,35892.0,9042.0,6.0,90905314.0,1135.0491567522663,1.3640566710984574,0.6710278785242412,0.6930287925742162,61.0,63.0,5215.0,97967.0,171.0,66.0,85.49180327868852,23.30948090427744,2922.0,66.0,1555.031746031746,1014.8493041350034,2922.0,66.0,832.1129032258065,1031.1542562371974,1063279.1001560877,1220.0,1260.0,20.0,16.0,739067.3333333334,30002648.0,-13.0,4624773.716835255,90905314.0,30002648.0,1.0,1515088.566666667,6532285.622713993,60883880.0,30022583.0,2.0,981998.0645161292,5301939.375240936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0327868852459017,832.1129032258065,64800.0,502.0,0.0,0.0,0.0,0.0,29961289.0,39606.0,15000447.5,14960841.5,207.0,4.0,28536.33333333333,15.333333333333334,211224.4897959184,226823.8722925085,85.49180327868852,1555.031746031746,0.0,61.0,63.0,5215.0,97967.0,,,,,
152.33333333333334,152.33333333333334,26.241666666666664,20.066666666666663,58.708333333333336,61.78333333333333,71.30833333333334,71.30833333333334,1702926060.0,0.0702408333333333,0.0,0.0,0.0,0.0,0.0,total,53002.3125,9042.0,6.0,90927828.0625,2006.211330806088,12.027846902734952,7.460273403205373,4.567573499529578,672.3125,411.59375,67718.4375,113052.28125,156.0,66.0,90.87153006097218,29.61053069999697,226.0,66.0,180.40265439685612,44.56207186195813,226.0,66.0,124.24295122352945,63.25748218315387,4634.936443102471,13446.25,8231.875,20.0,403.09375,2728525.483792585,18083173.53125,4.96875,6161705.789619882,90927828.0625,18083173.53125,2420.03125,4876355.037946424,7566636.471310553,73700253.15625,18018228.5625,348.71875,4784111.506407031,7475613.727391582,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6579641592275256,124.24295122352945,64800.0,502.0,1355851.65625,379451.8125,766138.0812251985,389299.44400245615,5010719.25,100496.65625,2302184.6386345425,2154319.9094687407,0.0,0.0,0.0,0.0,0.0,0.0,90.87153006097218,180.40265439685612,0.0,672.3125,411.59375,67718.4375,113052.28125,,,,,
