Src IP,Src Port,Dst IP,Dst Port,Protocol,time,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
201.54.158.2,52118,10.50.75.153,9042,6,2023-07-19 13:40:57,90018824.0,1391,985,277310,74759,562.0,66.0,199.36017253774264,124.35935774511238,92.0,66.0,75.897461928934,5.693048896763174,3911.0597579013033,26.394479447987457,37902.6627368421,52833.88139143032,573926.0,1.0,90018824.0,64761.74388489209,67679.05814519538,625001.0,1.0,89905759.0,91367.6412601626,78414.54187060455,619178.0,243.0,0,0,0,0,27820,19700,15.45232361622498,10.942155831762477,66,562,148.17718855218854,112.99056976908393,12766.868856742225,1,0,0,0,0,0,0,0.7081236520488857,148.17718855218854,0.0,0.0,0.0,0.0,0.0,0.0,507,3113,746,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,52134,6,2023-07-19 13:40:57,90123894.0,728,1147,55626,219790,92.0,66.0,76.40934065934066,5.235919958042534,562.0,66.0,191.6216216216216,124.42111390981651,3055.97092819802,20.8046935921344,48091.674493062965,78040.90039692505,976613.0,-74.0,89916911.0,123682.1334250344,116723.87149970239,1021935.0,17.0,90078323.0,78602.37609075043,94817.4504666128,976613.0,2.0,0,0,0,0,14560,22940,8.077769032039383,12.726924560095016,66,562,146.88853333333333,112.3984144691651,12633.403575182223,1,0,0,0,0,0,0,1.5755494505494505,146.88853333333333,0.0,0.0,0.0,0.0,0.0,0.0,3073,507,581,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,52148,6,2023-07-19 13:40:57,90560595.0,566,804,42659,153752,92.0,66.0,75.36925795053004,5.932158434300729,562.0,66.0,191.23383084577114,125.22167428682332,2168.8351318804825,15.127992478406307,66150.90942293646,124627.62951808823,1454518.0,3.0,89361547.0,158162.03008849558,178697.93417389737,1542268.0,190.0,90276600.0,112424.1594022416,151475.69049179845,1454518.0,3.0,0,0,0,0,11320,16080,6.249958936334285,8.878033542072023,66,562,143.36569343065693,111.6765918123656,12471.661158825724,1,0,0,0,0,0,0,1.4204946996466432,143.36569343065693,0.0,0.0,0.0,0.0,0.0,0.0,3073,507,405,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,52156,6,2023-07-19 13:40:57,90723589.0,362,479,27051,91382,79.0,66.0,74.72651933701657,6.106767691822841,562.0,66.0,190.77661795407099,125.0287908231522,1305.4267506987626,9.269915457158556,108004.13452380952,217856.36482653132,1828552.0,-116.0,88916574.0,246306.29916897506,298468.9953818368,1873271.0,31.0,90678832.0,189704.66945606694,265353.97066350176,1828552.0,4.0,0,0,0,0,7240,9580,3.990141968479664,5.2797734886788925,66,562,140.82401902497028,110.54985238813698,12221.269863038875,1,0,0,0,0,0,0,1.3232044198895028,140.82401902497028,0.0,0.0,0.0,0.0,0.0,0.0,1498,507,243,20,365849.0,304658.8706088609,785670.0,72044.0,317832.0,330704.0660096778,1159996.0,56867.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,52158,6,2023-07-19 13:40:57,90999603.0,224,258,16498,49268,79.0,66.0,73.65178571428571,6.388759410967398,562.0,66.0,190.96124031007753,125.90413500304402,722.7064496094561,5.296726404399808,189188.36382536383,458869.0919738947,4453468.0,12.0,89101263.0,399557.23318385653,626319.8131637536,4497127.0,292.0,90672751.0,352812.2607003891,582991.1096086674,4453468.0,79.0,0,0,0,0,4480,5160,2.4615492003849733,2.835177204014835,66,562,136.44398340248964,109.2119165327814,11927.24271276321,1,0,0,0,0,0,0,1.1517857142857142,136.44398340248964,0.0,0.0,0.0,0.0,0.0,0.0,501,507,130,20,1146860375,848313.2842753227,3097691.0,191721.0,873144.4615384615,838851.9505264887,3392911.0,13395.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,52164,6,2023-07-19 13:41:02,91347394.0,123,129,8963,24386,79.0,66.0,72.869918699187,6.489465321271993,314.0,66.0,189.03875968992247,123.9962742063901,365.07883300972986,2.7586993888408027,363933.8406374502,859348.3670653427,5477950.0,14.0,88172576.0,722726.0327868853,1122488.8067078844,5523908.0,288.0,91030860.0,711178.59375,1098404.747175502,5477950.0,398.0,0,0,0,0,2460,2580,1.3465080350294394,1.4121913538113633,66,314,132.3373015873016,106.12736301265643,11263.017180020155,1,0,0,0,0,0,0,1.048780487804878,132.3373015873016,0.0,0.0,0.0,0.0,0.0,0.0,501,507,65,20,2027443.4444444445,1061257.0618270591,3832024.0,342229.0,1644427.1538461538,1142114.6694209115,3664525.0,225534.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,52168,6,2023-07-19 13:41:02,91332582.0,66,66,4798,12540,79.0,66.0,72.6969696969697,6.497014925215708,314.0,66.0,190.0,124.0,189.83367841281438,1.4452673636227649,697195.2824427481,1556224.0535316686,6677185.0,3.0,86280995.0,1327399.923076923,1958926.0713151856,6764129.0,307.0,91155094.0,1402386.0615384616,1974829.3827475663,6677185.0,3.0,0,0,0,0,1320,1320,0.7226336818113824,0.7226336818113824,66,314,131.34848484848484,105.58932631207404,11149.10583103765,1,0,0,0,0,0,0,1.0,131.34848484848484,0.0,0.0,0.0,0.0,0.0,0.0,501,507,34,20,2967952.3333333335,1698390.1932865395,5606451.0,823603.0,2074057.1818181819,1763262.864199458,5175304.0,13690.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,58938,6,2023-07-19 13:41:06,90005057.0,771,1116,58386,216008,92.0,66.0,75.72762645914396,5.679370998358113,562.0,66.0,193.55555555555554,124.83510110996747,3048.65092191431,20.965488639155023,47722.61134676564,81035.60821372578,1161869.0,-212.0,89912285.0,116769.2012987013,120891.07766556884,1206200.0,57.0,89960174.0,80681.77040358745,101596.10605190787,1161869.0,2.0,0,0,0,0,15420,22320,8.566185342230272,12.399303296924751,66,562,145.41282458929518,112.1806954479441,12584.508431184388,1,0,0,0,0,0,0,1.4474708171206225,145.41282458929518,0.0,0.0,0.0,0.0,0.0,0.0,3081,507,575,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,58914,6,2023-07-19 13:41:06,90052591.0,1277,1475,96226,323290,92.0,66.0,75.35317149569303,5.972379630090675,562.0,66.0,219.17966101694915,120.85537901629876,4658.566681329579,30.55992025815226,32734.493275172663,43779.976230604756,533096.0,1.0,90052591.0,70574.13087774295,60737.808620106494,560746.0,87.0,89899280.0,60990.01356852103,62562.43142221847,576037.0,1.0,0,0,0,0,25540,29500,14.1806025325801,16.37931772557216,66,562,152.44040697674419,113.9725497135449,12989.742088206463,1,0,0,0,0,0,0,1.1550509005481597,152.44040697674419,0.0,0.0,0.0,0.0,0.0,0.0,3098,507,910,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
201.54.158.2,58936,10.50.75.153,9042,6,2023-07-19 13:41:06,90005125.0,779,538,148630,40617,562.0,66.0,190.79589216944802,124.6325461589913,79.0,66.0,75.49628252788104,5.768213849461096,2102.624711648364,14.63250009374466,68392.95212765958,128982.94989083255,1175507.0,2.0,90005125.0,115687.82133676093,157130.8749646354,1175507.0,2.0,89806871.0,167238.12104283055,189079.38790846092,1222168.0,137.0,0,0,0,0,15580,10760,8.655062697818595,5.9774373959260645,66,562,143.69552012148824,111.4166351737758,12413.666593446254,1,0,0,0,0,0,0,0.6906290115532734,143.69552012148824,0.0,0.0,0.0,0.0,0.0,0.0,507,3081,391,20,0.0,0.0,0.0,0.0,427036.6666666667,516675.55321196385,1154737.0,6006.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,58920,6,2023-07-19 13:41:06,90044095.0,995,1376,75376,274088,92.0,66.0,75.75477386934674,5.651180765498686,314.0,66.0,199.1918604651163,123.65884400717093,3881.0318433429757,26.331543451016973,37993.10675105485,55198.42071296881,612380.0,-210.0,89999972.0,90543.23138832998,81797.88994067795,657330.0,18.0,89956720.0,65423.06909090909,71309.83706225026,612380.0,2.0,0,0,0,0,19900,27520,11.050141600068278,15.281401850948694,66,314,147.3909742724589,112.24341763574124,12598.584802551426,1,0,0,0,0,0,0,1.3829145728643215,147.3909742724589,0.0,0.0,0.0,0.0,0.0,0.0,3081,507,741,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,58954,6,2023-07-19 13:41:06,90099008.0,398,477,29438,91002,79.0,66.0,73.96482412060301,6.328031983813128,314.0,66.0,190.77987421383648,123.99754754111304,1336.7516765556397,9.711538666441255,103088.10983981693,211439.76785051342,2251582.0,4.0,89800131.0,226196.80352644838,297740.65470385936,2298875.0,216.0,90054401.0,189189.91806722688,262724.77318152797,2251582.0,4.0,0,0,0,0,7960,9540,4.417362730564137,5.294175935877119,66,314,137.6457142857143,108.55242931507375,11783.629910204083,1,0,0,0,0,0,0,1.1984924623115578,137.6457142857143,0.0,0.0,0.0,0.0,0.0,0.0,1473,507,242,20,0.0,0.0,0.0,0.0,534865.0,484140.8865039184,1177664.0,119130.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,58904,6,2023-07-19 13:41:06,90501153.0,6,6,711,423,171.0,66.0,118.5,52.5,75.0,66.0,70.5,4.5,12.530227101084558,0.13259499577867256,8227377.545454546,13331627.87882441,30000844.0,16.0,60454322.0,12090864.4,14677584.08100567,30088955.0,369.0,90403454.0,18080690.8,14595425.340371748,30000844.0,55306.0,0,0,0,0,120,120,0.06629749788933628,0.06629749788933628,66,171,94.5,44.31986010808247,1964.25,1,0,0,0,0,0,0,1.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,501,502,3,20,0.0,0.0,0.0,0.0,15004820.0,14996024.0,30000844.0,8796.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,58960,6,2023-07-19 13:41:09,90599671.0,238,273,17502,51994,79.0,66.0,73.53781512605042,6.416614353702498,314.0,66.0,190.45421245421247,123.9991681062677,767.0668031454551,5.640197081951876,177646.4137254902,437991.6073328474,4166348.0,6.0,89776534.0,378803.94092827005,608050.3618966909,4258998.0,266.0,90555014.0,332922.8455882353,558641.923182408,4166348.0,6.0,0,0,0,0,4760,5460,2.6269411066625175,3.013255975289358,66,314,136.0,107.86552111677096,11634.970645792564,1,0,0,0,0,0,0,1.1470588235294117,136.0,0.0,0.0,0.0,0.0,0.0,0.0,501,507,138,20,1324002375,997705.490194744,2905173.0,61410.0,942169.0,1007470.6350304288,2953795.0,62620.99999999999,NeedManualLabel
10.50.75.153,9042,201.54.158.2,58968,6,2023-07-19 13:41:13,90301410.0,125,126,9069,23940,79.0,66.0,72552,6.499791996671894,314.0,66.0,190.0,124.0,365.54246495154393,2.779580075216987,361205.64,863552.2699807942,5755675.0,9.0,85978465.0,693374.7177419355,1096668.9266874555,5799972.0,223.0,89975837.0,719806696,1113027.6816857574,5755675.0,214.0,0,0,0,0,2500,2520,1.3842530255064676,1.3953270497105195,66,314,131.50996015936255,105.77392122236644,11188.122410755383,1,0,0,0,0,0,0,1008,131.50996015936255,0.0,0.0,0.0,0.0,0.0,0.0,501,507,63,20,2025217.8181818181,1201652.9803722885,3905079.0,499255.0,1659556125,1260065.4082510397,4495697.0,25979.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,58970,6,2023-07-19 13:41:16,93393960.0,77,78,5589,14820,79.0,66.0,72.58441558441558,6.499451823739273,314.0,66.0,190.0,124.0,218.5259089559967,1.6596362334352242,606454.2857142857,1539914.6069464316,9871054.0,17.0,89095848.0,1172313.7894736843,2012013.5338224538,9916395.0,257.0,93349291.0,1212328.4545454546,2003570.109721187,9871054.0,254.0,0,0,0,0,1540,1560,0.8244644514484663,0.835171781986758,66,314,131.67096774193547,105.85389259013024,11205.046576482831,1,0,0,0,0,0,0,1.0129870129870129,131.67096774193547,0.0,0.0,0.0,0.0,0.0,0.0,501,507,39,20,3463158.5714285714,2781806.5277078417,7718663.0,497680.0,2601192.4545454546,2638710.513295302,8681071.0,21245.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,52668,6,2023-07-19 13:41:29,90199591.0,6,6,711,423,171.0,66.0,118.5,52.5,75.0,66.0,70.5,4.5,12.572119090872595,0.13303829725791108,8199962.818181818,13350369.13522897,30001090.0,24.0,60155012.0,12031002.4,14708821.4284133,30046407.0,423.0,90099669.0,18019933.8,14673751.680524478,30001090.0,43991.0,0,0,0,0,120,120,0.06651914862895554,0.06651914862895554,66,171,94.5,44.31986010808247,1964.25,1,0,0,0,0,0,0,1.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,501,730,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
201.54.158.2,60706,10.50.75.153,9042,6,2023-07-19 13:41:30,90110873.0,1410,1268,306848,95005,314.0,66.0,217.622695035461,120.87587934877504,92.0,66.0,74.92507886435331,6.157237956458683,4459.539527488542,29.71894412786346,33661.12364587224,45291.299434441535,598424.0,-45.0,90110873.0,63953.77785663591,63818.72060326439,622166.0,1.0,89798556.0,70874.9455406472,62721.391297138885,643416.0,9.0,0,0,0,0,28200,25360,15.647390298837744,14.071553829025715,66,314,150.05713218820014,113.08028213907994,12787.150208653922,1,0,0,0,0,0,0,0.8992907801418439,150.05713218820014,0.0,0.0,0.0,0.0,0.0,0.0,507,3114,862,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
201.54.158.2,60694,10.50.75.153,9042,6,2023-07-19 13:41:30,90306359.0,1351,995,267986,75093,562.0,66.0,198.36121391561807,125.53581895741762,92.0,66.0,75.47035175879397,5.981703709918326,3799.056941272541,25.978237036441698,38510.15565031983,54869.15389643761,661655.0,-44.0,90306359.0,66893.59925925925,72507.79646967321,661655.0,2.0,89941323.0,90484.22837022133,80131.07504454139,705395.0,12.0,0,0,0,0,27020,19900,14.960186801463228,11.01805023497847,66,562,146.2399829497016,113.04472911144667,12779.110779880359,1,0,0,0,0,0,0,0.7364914877868246,146.2399829497016,0.0,0.0,0.0,0.0,0.0,0.0,507,3123,716,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
201.54.158.2,60722,10.50.75.153,9042,6,2023-07-19 13:41:30,90184896.0,1125,801,215858,60353,314.0,66.0,191.87377777777778,123.98584175961183,79.0,66.0,75.34706616729089,5.842023019952878,3062.719061072045,21.356125974797376,46849.29662337662,77347.4908863456,1020365.0,2.0,89700751.0,79804.93861209965,97413.44157007078,1020365.0,2.0,90184866.0,112731.0825,114812.92484663124,1064835.0,228.0,0,0,0,0,22500,16020,12.474372648830244,8.881753325967134,66,314,143.41173416407062,110.86931230325187,12292.004410595997,1,0,0,0,0,0,0,712,143.41173416407062,0.0,0.0,0.0,0.0,0.0,0.0,507,3073,571,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
201.54.158.2,60746,10.50.75.153,9042,6,2023-07-19 13:41:30,90005361.0,789,587,150530,43953,314.0,66.0,190.78580481622308,123.99751009915803,79.0,66.0,74.87734241908007,6.046268035915699,2160.7935109554196,15.28797823498536,65458.444363636365,125520.60581267992,1575463.0,2.0,90005361.0,114220.00126903554,155960.86671211032,1575463.0,2.0,89878051.0,153375.51365187715,183329.12888198823,1620580.0,252.0,0,0,0,0,15780,11740,8.766144496659482,6.521833738325876,66,314,141.3393895348837,110.08254865432569,12118.167518231983,1,0,0,0,0,0,0,0.743979721166033,141.3393895348837,0.0,0.0,0.0,0.0,0.0,0.0,507,3073,397,20,0.0,0.0,0.0,0.0,525154.3333333334,390300.3767974382,1068208.0,168064.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,60720,6,2023-07-19 13:41:31,90100004.0,409,494,30244,94108,92.0,66.0,73.94621026894866,6.401943589720088,562.0,66.0,190.50202429149797,124.99900807683932,1380.1553216357238,10.022197113331982,99888.92350332595,236083.67249569148,3378520.0,-195.0,89877853.0,220288.85539215687,337816.7540488833,3423561.0,21.0,90056064.0,182669.5010141988,299817.7069599739,3378520.0,2.0,0,0,0,0,8180,9880,4.539400464399535,5.482796648932446,66,562,137.70985603543744,109.23618828426908,11932.544830876284,1,0,0,0,0,0,0,1.2078239608801955,137.70985603543744,0.0,0.0,0.0,0.0,0.0,0.0,1858,507,249,20,1519600.6666666667,757595.9929462551,2328676.0,506807.0,1123531.8,1134367.0780373344,2853353.0,11034.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,60766,6,2023-07-19 13:41:32,90001998.0,256,279,18742,53134,79.0,66.0,73.2109375,6.461003627231125,314.0,66.0,190.44444444444446,123.99920350202174,798.6044932024731,5.944312480707373,168543.06741573033,430608.88517582,4775838.0,2.0,89779144.0,352075.0745098039,594071.1259194989,4820296.0,226.0,89956394.0,323584.1510791367,556955.3551270871,4775838.0,2.0,0,0,0,0,5120,5580,2.8443812991796027,3.09993118152777,66,314,134.34766355140187,107.08855043714021,11467.957634727924,1,0,0,0,0,0,0,1.08984375,134.34766355140187,0.0,0.0,0.0,0.0,0.0,0.0,501,507,142,20,1347238.2857142857,1232357.8099656557,3303253.0,234046.0,950812.5,925589.5415821475,3159920.0,20940.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,60732,6,2023-07-19 13:41:34,91400935.0,133,137,9688,25906,79.0,66.0,72.84210526315789,6.490990986661411,314.0,66.0,189.09489051094891,123.99669663669604,389.4270884646858,2.954017921151463,339780.42750929366,818623.4176616477,5174384.0,12.0,87936529.0,666185.8257575758,1063885.3224203547,5264243.0,319.0,91356220.0,671736.9117647059,1053246.6586396187,5174384.0,98.0,0,0,0,0,2660,2740,1.4551273463449799,1.4988905748064831,66,314,131.82962962962964,105.83086021542536,11200.170973936902,1,0,0,0,0,0,0,1.0300751879699248,131.82962962962964,0.0,0.0,0.0,0.0,0.0,0.0,501,507,70,20,1476962625,901878.737543321,3094581.0,492542.0,952248.1875,1175244.670377844,4868505.0,111749.0,NeedManualLabel
10.50.75.153,9042,201.54.158.2,60760,6,2023-07-19 13:41:34,91201261.0,62,62,4508,11780,79.0,66.0,72.70967741935483,6.496617225896313,314.0,66.0,190.0,124.0,178.59402185239523,1.3596303235324783,741473.6666666666,1744057.093676791,10270827.0,17.0,86479258.0,1417692.7540983607,2237443.2027431075,10315297.0,368.0,91077346.0,1493071.2459016393,2240741.8510388117,10270827.0,674.0,0,0,0,0,1240,1240,0.6798151617662391,0.6798151617662391,66,314,131.3548387096774,105.58578484084806,11148.35796045786,1,0,0,0,0,0,0,1.0,131.3548387096774,0.0,0.0,0.0,0.0,0.0,0.0,501,507,32,20,2322917.1428571427,2625080.866144858,8140325.000000001,179092.0,1903136.0,1791913.0761640808,5398904.0,183553.0,NeedManualLabel
201.54.158.2,40374,10.50.75.153,9042,6,2023-07-19 13:41:38,90006954.0,1320,977,258984,73578,562.0,66.0,196.2,124.96849057407884,92.0,66.0,75.31013306038895,5.944904812267504,3694.847844756529,25.520250357544597,39201.635017421606,58999.456323013794,678664.0,1.0,90006954.0,68238.78241091737,77858.63450462873,729510.0,1.0,89893768.0,92104.27049180328,86404.64120982718,678664.0,136.0,0,0,0,0,26400,19540,14.665533509777479,10.854716847767119,66,562,144.78101872006965,112.07912974553862,12561.73132451728,1,0,0,0,0,0,0,0.7401515151515151,144.78101872006965,0.0,0.0,0.0,0.0,0.0,0.0,507,3114,690,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
201.54.158.2,40390,10.50.75.153,9042,6,2023-07-19 13:41:38,90042819.0,1424,1237,304548,92742,562.0,66.0,213.86797752808988,123.43516920648347,92.0,66.0,74.9733225545675,6.232631137874998,4412.234139404276,29.55260652157059,33850.60187969925,46173.97096222147,576115.0,-218.0,90042819.0,63276.75263527758,65046.81217639542,632221.0,1.0,89998773.0,72814.54126213593,65403.82616371519,661823.0,17.0,0,0,0,0,28480,24740,15.814698116015228,13.737908405555363,66,562,149.3010146561443,113.8887619089879,12970.650089162133,1,0,0,0,0,0,0,0.8686797752808989,149.3010146561443,0.0,0.0,0.0,0.0,0.0,0.0,507,1888,844,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
201.54.158.2,40416,10.50.75.153,9042,6,2023-07-19 13:41:38,90000319.0,1060,752,203136,56639,562.0,66.0,191.6377358490566,124.45626984731457,92.0,66.0,75.31781914893617,5.895707194984755,2886.378658280089,20.133261972104787,49696.47653230259,88251.36792144635,1072198.0,2.0,90000319.0,84986.13692162417,113226.80081412548,1072198.0,2.0,89906070.0,119715.13981358189,130905.16628215485,1116339.0,279.0,0,0,0,0,21200,15040,11.777736032246729,8.355525939858056,66,562,143.36368653421633,111.1772527498963,12360.381529014323,1,0,0,0,0,0,0,0.7094339622641509,143.36368653421633,0.0,0.0,0.0,0.0,0.0,0.0,507,3081,536,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
201.54.158.2,40436,10.50.75.153,9042,6,2023-07-19 13:41:38,90079867.0,733,551,139642,41189,314.0,66.0,190.5075034106412,123.9989614484258,79.0,66.0,74.75317604355718,6.096982673153997,2007.4518982138375,14.25401749316526,70210.34060795011,130983.1041861573,1261803.0,3.0,89996706.0,122946.31967213115,162424.55506311986,1261803.0,3.0,90079347.0,163780.63090909092,188202.69805636338,1306812.0,282.0,0,0,0,0,14660,11020,8.137223382001663,6.116794111163597,66,314,140.8341121495327,109.89086084575207,12076.001297420446,1,0,0,0,0,0,0,0.7517053206002728,140.8341121495327,0.0,0.0,0.0,0.0,0.0,0.0,507,3073,368,20,0.0,0.0,0.0,0.0,424141.3333333333,446459.82687533664,1048879.0,32610.0,NeedManualLabel
201.54.158.2,40432,10.50.75.153,9042,6,2023-07-19 13:41:40,90016755.0,450,382,85500,28150,314.0,66.0,190.0,124.0,79.0,66.0,73.69109947643979,6.389935996332425,1262.5427344053892,9.242723757371614,108323.41155234657,227817.18087346942,1955920.0,2.0,90016755.0,200482.75055679286,284213.87005509215,1955920.0,2.0,89895132.0,235945.2283464567,318752.26480582514,2000207.0,263.0,0,0,0,0,9000,7640,4.99906933992455,4.243654417447063,66,314,136.59855769230768,108.14084431637387,11694.442209458211,1,0,0,0,0,0,0,0.8488888888888889,136.59855769230768,0.0,0.0,0.0,0.0,0.0,0.0,507,3073,225,20,275965.0,277237.3116281429,737847.0,73.0,370622.1111111111,345604.762302722,1152517.0,6373.0,NeedManualLabel
201.54.158.2,40402,10.50.75.153,9042,6,2023-07-19 13:41:40,90020098.0,259,237,49086,17332,314.0,66.0,189.52123552123552,123.99907574080491,79.0,66.0,73.13080168776371,6.469319070096517,737.8130159333974,5.509880693531349,181858.78383838382,488955.6337032856,4659479.0,3.0,90020098.0,348915.1085271318,637281.1660186552,4659479.0,3.0,89900153.0,380932.85169491527,676596.6204788913,4703916.0,267.0,0,0,0,0,5180,4740,2.8771352815012485,2.6327454120301,66,314,133.90725806451613,106.90602722483855,11428.89865699792,1,0,0,0,0,0,0,0.915057915057915,133.90725806451613,0.0,0.0,0.0,0.0,0.0,0.0,507,1255,129,20,1419205.75,1203829.136946015,3311086.0,1529.0,1037916.8571428572,1306395.7312621,4659479.0,62878.0,NeedManualLabel
201.54.158.2,40424,10.50.75.153,9042,6,2023-07-19 13:41:40,90022641.0,143,136,27046,9911,314.0,66.0,189.13286713286712,123.99696802983021,79.0,66.0,72875,6.482371456950177,410.5300576551626,3.0992203394699342,323822.4496402878,844773.4180539859,5254769.0,2.0,90022641.0,633962.2605633803,1098143.3931897536,5254769.0,2.0,89796091.0,665156.2296296296,1139361.200578334,5300996.0,202.0,0,0,0,0,2860,2720,1.5884892779362028,1.5107310615337315,66,314,132.46236559139786,106.19714126586445,11277.83281304197,1,0,0,0,0,0,0,0.951048951048951,132.46236559139786,0.0,0.0,0.0,0.0,0.0,0.0,507,501,71,20,1558468.3333333333,1339995.6170227656,3694456.0,1420.0,1410553.2222222222,1695134.6270659303,4755305.0,78928.0,NeedManualLabel
201.54.158.2,40452,10.50.75.153,9042,6,2023-07-19 13:41:40,90485969.0,75,74,14374,5365,314.0,66.0,191.65333333333334,123.98897728785768,79.0,66.0,72.5,6.5,218.1443180433864,1.6466641364032915,611391.6824324324,1438199.4884616407,8278682.0,3.0,90485969.0,1222783.3648648649,1842973.9391429173,8278682.0,3.0,85465272.0,1170757.1506849315,1833042.0825143782,8323650.000000001,357.0,0,0,0,0,1500,1480,0.8288577867801803,0.8178063496231112,66,314,132.4765100671141,106.34107364921303,11308.42394486735,1,0,0,0,0,0,0,0.9866666666666667,132.4765100671141,0.0,0.0,0.0,0.0,0.0,0.0,507,501,38,20,3033526.4,1491586.6153075523,5196013.0,1330203.0,1830940.0,1603369.1188167722,5477342.0,326373.0,NeedManualLabel
10.50.75.153,7000,201.54.158.2,36118,6,2023-07-19 13:42:00,90003400.0,164,164,10824,27798,66.0,66.0,66.0,0.0,212.0,134.0,169.5,34.42657439232437,429.11712224204865,3.6443067706331096,275239.59021406726,485139.1230835402,3600391.0,-29.0,89239141.0,547479.3926380369,566443.1023293479,3600408.0,24.0,89904343.0,551560.3865030674,565592.936024554,3600420.0,4.0,0,0,0,0,3280,3280,1.8221533853165548,1.8221533853165548,66,212,117.75,57.18965826261879,3270.6570121951218,1,0,0,0,0,0,0,1.0,117.75,0.0,0.0,0.0,1083.7142857142858,10.428571428571429,277.45898989895295,3111,507,0,20,941072.6666666666,668403.1719143935,2327269.0,137171.0,764572.1,754937.1879872457,2297757.0,42590.0,NeedManualLabel
10.50.114.54,7000,10.50.75.153,43916,6,2023-07-19 13:42:00,90013023.0,141,140,9306,23147,66.0,66.0,66.0,0.0,212.0,134.0,165.3357142857143,30.70030495760255,360.53671922561693,3.121770502030578,321475.08214285714,508482.4159919155,3602600.0,4.0,90013023.0,642950.1642857143,583511.4894040294,3627611.0,4.0,89000041.0,640288.0647482014,584817.0141319089,3626789.0,145.0,0,0,0,0,2820,2800,1.5664400027982617,1.5553304992323165,66,212,115.49110320284697,54.18894805830342,2936.442091665506,1,0,0,0,0,0,0,0.9929078014184397,115.49110320284697,0.0,0.0,0.0,631875,6375,302.3223198498376,3098,507,0,20,1022643.2,697224.0297259984,2403845.0,505243.0,640552.6,783613.3929080334,2323852.0,42412.0,NeedManualLabel
