time,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
2023-07-19 13:38:44,41.0,1.0,1.0,74.0,54.0,74.0,74.0,74.0,0.0,54.0,54.0,54.0,0.0,3121951.219512195,48780.487804878045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,24390.243902439022,24390.243902439022,54.0,74.0,64.0,10.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64860.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-19 13:38:51,92579122.0,44.0,39.0,3653.0,66108.0,476.0,66.0,83.02272727272727,63.95861184332895,2862.0,66.0,1695.076923076923,1289.7132136913306,753.5284251237553,0.896530429398542,1129012.4390243902,5634329.004120672,30110386.0,-31.0,92579122.0,2153002.8372093025,7637685.725139548,30110386.0,1.0,62533558.0,1645619.9473684211,6711855.286428528,30181022.0,6.0,0.0,0.0,0.0,0.0,880.0,780.0,0.4752691432956126,0.4212612861029293,66.0,2862.0,840.4939759036145,1196.2731522453337,1431069.4547829872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8863636363636364,840.4939759036145,0.0,0.0,0.0,21064.33333333333,9.0,700083.0886833214,64860.0,501.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-19 13:38:55,90565938.125,570.125,444.75,111795.625,33338.0,562.0,66.0,190.05480526657064,124.57236314631004,137.0,66.0,74.29150843068359,7.645757079321613,1608.66841735015,11.247531459358406,234243.5130860838,655389.8487894482,7788545.125,4.875,90565938.125,454317.2601244403,859260.9365841174,7788545.125,19.75,89687014.5,482048.90183285176,900452.9491792102,7835251.625,186.5,0.0,0.0,0.0,0.0,11402.5,8895.0,6.319149867115122,4.928381592243283,66.0,562.0,137.3466928382826,108.53592517448126,11802.244562590666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8447297381042957,137.3466928382826,0.0,0.0,0.0,0.0,0.0,0.0,64860.0,1342.125,298.75,20.0,2040255.0875,1558874.3794176439,4726175.0,581414.375,1349802.6337121213,1679439.7327427915,5281972.875,92909.0
2023-07-19 13:38:59,90082891.5,150.75,151.0,9949.5,25223.75,66.0,66.0,66.0,0.0,212.0,127.0,166.94790578645225,32.90348200047777,390.40775903055584,3.349300438710105,308406.9711322854,525764.3254976827,2819364.25,-13.75,88638145.25,608922.6269603072,611979.8974838742,2831530.25,13.5,89768628.75,616601.6682330313,614543.0720962131,2831891.75,134.0,0.0,0.0,0.0,0.0,3015.0,3020.0,1.6732625018077072,1.6760379369023979,66.0,212.0,116.5119652144142,55.58545931191058,3090.1420280358675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0015151515151515,116.5119652144142,0.0,0.0,0.0,846.3918067226891,8.307773109243698,324.77704676284986,3101.25,507.0,0.0,20.0,748638.7297077922,516249.4066348977,1632453.25,97184.75,694064.3019036519,590324.0214726184,2209530.25,37352.0
2023-07-19 13:39:00,90373247.875,568.125,448.625,111557.125,33595.125,500.0,66.0,190.50771666479955,124.9067203349308,137.0,66.0,74.21727009403415,7.610415411679404,1610.3939309187438,11.279320542211417,231517.295592112,613286.3297441641,6753742.75,3.75,90355556.375,450414.4231844854,798796.1699988524,6753742.75,164.125,89409647.375,470608.5333842456,832930.9090961475,6797974.0,166.375,0.0,0.0,0.0,0.0,11362.5,8972.5,6.303052077390659,4.976268464820757,66.0,500.0,137.16431898158658,108.66239711981267,11818.517684226324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8557191892713393,137.16431898158658,0.0,0.0,0.0,0.0,0.0,0.0,64860.0,1321.0,299.375,20.0,1757194.043154762,1329413.5774202715,3794440.625,202903.625,348616836.84294873,1292863.371987008,4223907.625,71880.25
2023-07-19 13:39:04,90339297.0,600.625,498.375,118786.125,37143.5,438.0,66.0,191.8947240071104,123.94114293162905,137.0,66.0,73.99313205314276,7.46226809024649,1730.750705487773,12.197567750289643,183449.0968442196,517020.34328214085,6477849.5,-3.5,90339297.0,357067.96420124616,682084.799386661,6477849.5,44.375,89794939.0,89939710.81301881,711411.5626997234,6523108.0,155.0,0.0,0.0,0.0,0.0,12012.5,9967.5,6.666574624564562,5.53099312572508,66.0,438.0,137.07235232963023,108.14467619779535,11709.68213513104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8748822361754618,137.07235232963023,0.0,0.0,0.0,0.0,0.0,0.0,64860.0,1373.25,319.75,20.0,1468597.3386904763,1030568.3264969666,3369905.375,500194.25,453945262.5049603,1219260.7206215013,4004644.375,116542.5
2023-07-19 13:39:05,21.0,1.0,1.0,74.0,54.0,74.0,74.0,74.0,0.0,54.0,54.0,54.0,0.0,6095238.095238095,95238.09523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,47619.04761904762,47619.04761904762,54.0,74.0,64.0,10.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64860.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-19 13:39:08,23.0,1.0,1.0,74.0,54.0,74.0,74.0,74.0,0.0,54.0,54.0,54.0,0.0,5565217.391304348,86956.52173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,43478.260869565216,43478.260869565216,54.0,74.0,64.0,10.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64860.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-19 13:39:17,54863069.0,528.3333333333334,707.3333333333334,39901.0,142412.0,87.66666666666667,66.0,75.49682255149595,5.799185179225248,479.3333333333333,66.0,199.6398104096808,123.94427400919966,3322.4997428242445,22.51927349295238,46438.40018800134,77089.91089413936,806868.6666666666,-32.666666666666664,54863069.0,110308.29306469047,112323.31676924757,821789.6666666666,105.33333333333333,54818925.0,80358.90684532467,97894.71432676702,854765.6666666666,1.6666666666666667,0.0,0.0,0.0,0.0,10566.666666666666,14146.666666666666,9.628360152298917,12.890913340653464,66.0,479.3333333333333,146.79255842601302,112.43435989815426,12643.334916558548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3571738289634643,146.79255842601302,0.0,0.0,0.0,0.0,0.0,0.0,3042.3333333333335,507.0,386.3333333333333,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-19 13:39:18,72000259.5,491.1,466.1,69913.4,66112.1,201.7,66.0,109.3249784019542,41.9187310314673,270.9,64.8,156.37729835645274,90.44827602571507,1637.7561855759814,11.564283120237267,254399.90141115105,544485.8219802862,3442939.9,-14.8,71891170.6,513098.7938435528,703228.0025032316,3483898.7,1767.1,71770967.5,518030.1769621593,693954.5170735002,3463418.5,6110.5,0.0,0.0,0.0,0.0,9822.0,9322.0,5.882475356265774,5.681807763971493,64.8,388.4,137.11147725859877,109.38161639236262,11976.03492285378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.007786589458263,137.11147725859877,0.0,0.0,0.0,0.0,0.0,0.0,845.1,1234.0,278.7,20.0,831426.7466666667,509013.6110980602,1557434.7,254397.8,1052468.7985714287,869904.4935062544,2398463.5,173579.5
