time,received,sent,forwarded,delivered
2023-12-25 13:56:19,230.4661,-232.9872,0,230.4661
2023-12-25 13:56:18,276.2228,-278.7019,0,276.2228
2023-12-25 13:56:17,317.4492,-320.928,0,317.4492
2023-12-25 13:56:16,271.7094,-273.7934,0,271.7094
2023-12-25 13:56:15,224.459,-225.8956,0,224.459
2023-12-25 13:56:14,259.6904,-261.2538,0,259.6904
2023-12-25 13:56:13,281.23,-281.7088,0,281.23
2023-12-25 13:56:12,294.3942,-296.3519,0,294.3942
2023-12-25 13:56:11,281.089,-283.1315,0,281.089
2023-12-25 13:56:10,265.2506,-267.6873,0,265.2506
2023-12-25 13:56:09,230.057,-232.6202,0,230.057
2023-12-25 13:56:08,303.3108,-305.2688,0,303.3108
2023-12-25 13:56:07,449.004,-454.8777,1.915796,447.0882
2023-12-25 13:56:06,371.2598,-375.9492,2.084204,369.1756
2023-12-25 13:56:05,235.0019,-235.9595,0,235.0019
2023-12-25 13:56:04,251.0079,-250.6136,0,251.0079
2023-12-25 13:56:03,232.1918,-230.6284,0,232.1918
2023-12-25 13:56:02,249.6722,-250.6301,0,249.6722
2023-12-25 13:56:01,280.8339,-281.3972,0,280.8339
2023-12-25 13:56:00,265.0097,-264.9672,0,265.0097
2023-12-25 13:55:59,227.4099,-227.4523,0,227.4099
2023-12-25 13:55:58,284.2451,-285.6394,1.915461,282.3296
2023-12-25 13:55:57,327.4194,-329.025,2.084539,325.3348
2023-12-25 13:55:56,297.5134,-297.4712,0,297.5134
2023-12-25 13:55:55,252.2692,-253.7481,0,252.2692
2023-12-25 13:55:54,242.2231,-244.223,1.915495,240.3076
2023-12-25 13:55:53,222.5745,-222.6586,2.084505,220.49
2023-12-25 13:55:52,240.2173,-240.1334,0,240.2173
2023-12-25 13:55:51,268.993,-269.5562,0,268.993
2023-12-25 13:55:50,252.7773,-253.6928,0,252.7773
2023-12-25 13:55:49,224.3377,-225.4222,0,224.3377
2023-12-25 13:55:48,302.7905,-304.6642,0,302.7905
2023-12-25 13:55:47,346.0245,-348.6297,0,346.0245
2023-12-25 13:55:46,241.975,-241.496,0,241.975
2023-12-25 13:55:45,236.0668,-237.9415,0,236.0668
2023-12-25 13:55:44,249.6223,-253.6635,0,249.6223
2023-12-25 13:55:43,232.7652,-233.3705,0,232.7652
2023-12-25 13:55:42,242.516,-242.4314,0,242.516
2023-12-25 13:55:41,244.6516,-246.1729,0,244.6516
