time,received,sent,forwarded,delivered
2023-12-25 13:56:19,3317.212,-2973.209,2080.116,1233.4282
2023-12-25 13:56:18,3369.495,-3029.775,2114.92,1249.8265
2023-12-25 13:56:17,3320.589,-2989.953,2083.047,1234.5417
2023-12-25 13:56:16,3326.736,-2978.03,2093.562,1230.1746
2023-12-25 13:56:15,3327.562,-2969.073,2090.268,1233.878
2023-12-25 13:56:14,3272.676,-2938.932,2060.036,1208.6396
2023-12-25 13:56:13,3117.482,-2806.427,1966.415,1147.4842
2023-12-25 13:56:12,3185.688,-2860.477,2009.276,1174.2451
2023-12-25 13:56:11,3221.513,-2897.562,2027.967,1190.4622
2023-12-25 13:56:10,3174.314,-2858.667,1990.05,1179.5143
2023-12-25 13:56:09,3223.353,-2909.526,2028.377,1191.976
2023-12-25 13:56:08,3175.105,-2865.869,1995.742,1176.3633
2023-12-25 13:56:07,3131.558,-2813.877,1957.005,1171.5529
2023-12-25 13:56:06,3094.561,-2778.389,1945.039,1146.5218
2023-12-25 13:56:05,3152.215,-2848.679,1992.658,1156.556
2023-12-25 13:56:04,3194.636,-2884.702,2017.834,1173.8019
2023-12-25 13:56:03,3046.61,-2740.532,1918.548,1124.6453
2023-12-25 13:56:02,2921.075,-2627.309,1841.517,1076.391
2023-12-25 13:56:01,2871.537,-2587.934,1807.435,1060.8521
2023-12-25 13:56:00,2784.421,-2511.153,1744.69,1035.5639
2023-12-25 13:55:59,2782.737,-2512.316,1748.879,1031.2743
2023-12-25 13:55:58,2781.058,-2512.066,1746.179,1032.4624
2023-12-25 13:55:57,2804.81,-2517.527,1750.528,1051.6982
2023-12-25 13:55:56,2808.817,-2520.012,1762.668,1043.3155
2023-12-25 13:55:55,2658.985,-2401.278,1679.478,975.9247
2023-12-25 13:55:54,2658.051,-2396.89,1676.0639,978.9873
2023-12-25 13:55:53,2680.4,-2402.792,1684.563,992.8363
2023-12-25 13:55:52,2698.984,-2430.143,1701.876,994.1087
2023-12-25 13:55:51,2704.645,-2423.498,1697.715,1004.3468
2023-12-25 13:55:50,2858.812,-2575.14,1792.373,1064.0232
2023-12-25 13:55:49,2853.756,-2586.021,1798.232,1052.5244
2023-12-25 13:55:48,2853.983,-2588.227,1796.876,1054.1071
2023-12-25 13:55:47,2877.071,-2595.839,1801.887,1072.1837
2023-12-25 13:55:46,2740.965,-2478.276,1728.718,1009.2462
2023-12-25 13:55:45,2650.421,-2407.238,1678.691,968.7292
2023-12-25 13:55:44,2407.358,-2184.122,1522.2437,882.1148
2023-12-25 13:55:43,2146.62,-1947.509,1355.2642,788.3555
2023-12-25 13:55:42,2079.828,-1886.164,1313.3309,763.4976
2023-12-25 13:55:41,2077.274,-1889.862,1309.5447,764.7296
2023-12-25 13:55:40,2320.371,-2112.02,1457.9623,858.1578
2023-12-25 13:55:39,2416.37,-2203.98,1524.314,887.3071
2023-12-25 13:55:38,2176.764,-1975.602,1368.8717,804.892
2023-12-25 13:55:37,2158.744,-1952.261,1344.3927,811.3519
2023-12-25 13:55:36,2153.557,-1946.319,1346.014,804.1267
2023-12-25 13:55:35,2037.158,-1839.565,1283.463,749.2785
2023-12-25 13:55:34,1898.427,-1730.147,1200.5507,693.2924
2023-12-25 13:55:33,1959.25,-1776.807,1236.8244,719.2589
2023-12-25 13:55:32,2057.604,-1854.292,1295.1878,758.7495
2023-12-25 13:55:31,2150.917,-1953.096,1353.1155,793.4691
2023-12-25 13:55:30,2041.492,-1870.825,1285.8279,753.2477
2023-12-25 13:55:29,1933.243,-1751.976,1214.6009,715.6418
2023-12-25 13:55:28,1892.487,-1709.073,1185.3227,704.1642
2023-12-25 13:55:27,2022.931,-1831.87,1262.854,757.0777
2023-12-25 13:55:26,2049.227,-1846.979,1284.7358,761.4917
2023-12-25 13:55:25,1933.843,-1737.375,1213.8795,716.964
2023-12-25 13:55:24,1943.023,-1752.438,1224.7646,715.2587
2023-12-25 13:55:23,1978.108,-1786.521,1246.6824,728.4255
2023-12-25 13:55:22,1956.192,-1775.514,1234.8176,718.3737
2023-12-25 13:55:21,2011.87,-1840.853,1269.9618,738.9079
2023-12-25 13:55:20,2039.671,-1864.011,1279.4504,757.2208
2023-12-25 13:55:19,1958.694,-1777.108,1231.6005,724.0933
2023-12-25 13:55:18,1939.923,-1761.673,1219.004,717.9194
2023-12-25 13:55:17,1989.394,-1799.17,1244.1618,742.233
2023-12-25 13:55:16,2002.429,-1818.244,1263.6125,735.8157
2023-12-25 13:55:15,1995.911,-1818.737,1261.3823,731.5285
2023-12-25 13:55:14,1792.343,-1631.2658,1134.5364,654.8063
2023-12-25 13:55:13,1689.714,-1533.0266,1066.8846,620.6622
2023-12-25 13:55:12,1656.6604,-1503.1563,1045.6332,609.1936
2023-12-25 13:55:11,1664.2723,-1513.6746,1046.8126,614.4596
2023-12-25 13:55:10,1780.962,-1609.5742,1109.2377,668.7244
2023-12-25 13:55:09,1830.687,-1670.789,1151.9375,676.166
2023-12-25 13:55:08,1740.347,-1592.332,1096.0312,641.8986
2023-12-25 13:55:07,1748.379,-1585.4576,1092.0284,652.5167
2023-12-25 13:55:06,1774.145,-1607.662,1116.5481,653.8472
2023-12-25 13:55:05,1743.846,-1584.0882,1098.3107,643.1188
2023-12-25 13:55:04,1755.64,-1596.0237,1108.8307,644.2259
2023-12-25 13:55:03,1806.559,-1646.2004,1143.4749,660.6672
2023-12-25 13:55:02,1796.983,-1636.2766,1135.8101,658.1738
2023-12-25 13:55:01,1823.036,-1668.0696,1148.7611,671.2759
2023-12-25 13:55:00,1823.079,-1664.4663,1141.1224,678.9558
2023-12-25 13:54:59,1773.846,-1628.5813,1117.1979,653.6481
2023-12-25 13:54:58,1769.695,-1623.5332,1115.2965,651.3988
2023-12-25 13:54:57,1744.315,-1597.6488,1092.3226,648.9921
2023-12-25 13:54:56,1722.001,-1569.2729,1086.1764,633.6583
2023-12-25 13:54:55,1750.846,-1594.0802,1105.6966,642.0658
2023-12-25 13:54:54,1768.161,-1614.8137,1116.5192,646.8917
2023-12-25 13:54:53,1744.047,-1598.4756,1107.5081,633.5394
2023-12-25 13:54:52,1783.463,-1633.7453,1131.8449,649.0347
2023-12-25 13:54:51,1761.727,-1610.3339,1110.8783,648.432
2023-12-25 13:54:50,1687.06,-1547.7682,1058.5048,625.9732
2023-12-25 13:54:49,1735.406,-1593.1569,1093.5766,639.8297
2023-12-25 13:54:48,1749.694,-1612.6223,1102.9965,644.2806
2023-12-25 13:54:47,1759.018,-1606.1611,1101.9176,653.6829
2023-12-25 13:54:46,1816.072,-1652.9524,1147.3404,665.5651
2023-12-25 13:54:45,1809.367,-1641.285,1140.6322,665.0669
2023-12-25 13:54:44,1679.087,-1518.5206,1054.1489,620.1894
2023-12-25 13:54:43,1544.35,-1407.5394,975.9368,565.4137
2023-12-25 13:54:42,1571.2251,-1439.7269,996.9841,571.2411
2023-12-25 13:54:41,1622.0212,-1477.0947,1019.5645,598.623
2023-12-25 13:54:40,1646.8499,-1490.7397,1024.6663,618.0167
2023-12-25 13:54:39,1671.7711,-1510.3854,1045.3894,623.3823
2023-12-25 13:54:38,1614.7445,-1472.2663,1012.5067,599.6549
2023-12-25 13:54:37,1552.4961,-1417.0829,970.3308,578.9157
2023-12-25 13:54:36,1524.7527,-1381.0079,958.6144,561.9716
2023-12-25 13:54:35,1548.1218,-1414.3537,978.88,566.2415
2023-12-25 13:54:34,1564.7729,-1432.3261,989.2256,572.9635
2023-12-25 13:54:33,1609.9776,-1472.8053,1019.3716,588.1891
