time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2023-12-25 13:56:19,0,0,0,0.1254705,0,1.2547051,0.5018821,0,0
2023-12-25 13:56:18,0,0,0,0,0,2.506266,0.877193,0,0
2023-12-25 13:56:17,0,0,0,0.1256281,0,2.135678,1.1306533,0,0.1256281
2023-12-25 13:56:16,0,0,0,0.1256281,0,3.140704,0.7537688,0,0
2023-12-25 13:56:15,0,0,0,0,0,1.0062893,0.8805031,0,0
2023-12-25 13:56:14,0,0,0,0,0,1.0062893,0.6289308,0,0
2023-12-25 13:56:13,0,0,0,0.1262626,0,2.777778,1.893939,0,0
2023-12-25 13:56:12,0,0,0,0,0,0.8805031,0.5031447,0,0.1257862
2023-12-25 13:56:11,0,0,0,0.1261034,0,1.891551,1.1349306,0,0
2023-12-25 13:56:10,0,0,0,0,0,1.1363636,0.7575758,0,0
2023-12-25 13:56:09,0,0,0,0.1264223,0,1.517067,1.1378003,0,0
2023-12-25 13:56:08,0,0,0,0,0,0.8827238,0.630517,0,0
2023-12-25 13:56:07,0,0,0,0.1265823,0,2.278481,1.6455696,0,0
2023-12-25 13:56:06,0,0,0,0,0,2.638191,0.879397,0,0.1256281
2023-12-25 13:56:05,0,0,0,0,0,1.6352201,1.1320755,0,0
2023-12-25 13:56:04,0,0,0,0,0,1.5056462,0.6273526,0,0
2023-12-25 13:56:03,0,0,0,0,0,3.995006,2.496879,0,0
2023-12-25 13:56:02,0,0,0,0,0,1.6331658,0.6281407,0,0.1256281
2023-12-25 13:56:01,0,0,0,0,0,2.012579,0.8805031,0,0
2023-12-25 13:56:00,0,0,0,0.2515723,0,1.6352201,0.754717,0,0
2023-12-25 13:55:59,0,0,0,0,0,1.882058,1.0037641,0,0
2023-12-25 13:55:58,0,0,0,0,0,1.0088272,0.5044136,0,0
2023-12-25 13:55:57,0,0,0,0.1259446,0,2.770781,1.763224,0,0
2023-12-25 13:55:56,0,0,0,0,0,1.1335013,0.5037783,0,0.1259446
2023-12-25 13:55:55,0,0,0,0.1259446,0,3.02267,1.763224,0,0
2023-12-25 13:55:54,0,0,0,0,0,0.8827238,0.5044136,0,0
2023-12-25 13:55:53,0,0,0,0,0,3.144654,1.509434,0,0
2023-12-25 13:55:52,0,0,0,0,0,1.1335013,0.8816121,0,0
2023-12-25 13:55:51,0,0,0,0.1256281,0,2.512563,1.0050251,0,0
2023-12-25 13:55:50,0,0,0,0,0,1.3784461,0.7518797,0,0.1253133
2023-12-25 13:55:49,0,0,0,0,0,2.75,1.125,0,0
2023-12-25 13:55:48,0,0,0,0.1254705,0,0.8782936,0.8782936,0,0
2023-12-25 13:55:47,0,0,0,0,0,2.146465,1.6414141,0,0
2023-12-25 13:55:46,0,0,0,0,0,2.017654,0.7566204,0,0.1261034
2023-12-25 13:55:45,0,0,0,0,0,1.0062893,0.6289308,0,0
2023-12-25 13:55:44,0,0,0,0,0,1.886792,1.1320755,0,0
2023-12-25 13:55:43,0,0,0,0,0,2.132999,1.6311167,0,0
2023-12-25 13:55:42,0,0,0,0,0,3.396226,1.509434,0,0
2023-12-25 13:55:41,0,0,0,0.1256281,0,0.6281407,0.5025126,0,0
2023-12-25 13:55:40,0,0,0,0,0,2.138365,1.0062893,0,0.1257862
2023-12-25 13:55:39,0,0,0,0,0,1,1.125,0,0
2023-12-25 13:55:38,0,0,0,0.1251564,0,2.002503,1.2515645,0,0
2023-12-25 13:55:37,0,0,0,0.1251564,0,1.6270338,2.252816,0,0
