type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,67,67,67,67,586.8,580.4,850.9,913.3,917.0,917.0,2023-07-19 14:15:04,0.70711,0,0,0,0,0,0
total,171,104,104,104,1618.8,1616.9,1933.6,1944.1,1952.4,1952.4,2023-07-19 14:15:05,1.01419,0,0,0,0,0,0
total,267,96,96,96,2303.4,2260.7,2720.0,2749.4,2759.9,2759.9,2023-07-19 14:15:06,1.16614,0,0,0,0,0,0
total,376,109,109,109,3073.7,3038.8,3496.0,3527.4,3533.7,3533.7,2023-07-19 14:15:07,1.28609,0,0,0,0,0,0
total,468,92,92,92,4084.4,4173.3,4341.1,4370.5,4374.7,4374.7,2023-07-19 14:15:08,1.36757,0,0,0,0,0,0
total,575,107,107,107,4780.7,4806.7,5133.8,5146.4,5146.4,5146.4,2023-07-19 14:15:09,1.44669,0,0,0,0,0,0
total,676,101,101,101,5632.4,5737.8,5930.7,5947.5,5951.7,5951.7,2023-07-19 14:15:10,1.51286,0,0,0,0,0,0
total,789,113,113,113,6373.1,6387.9,6706.7,6719.3,6719.3,6719.3,2023-07-19 14:15:11,1.57986,0,0,0,0,0,0
total,887,98,98,98,6976.9,6979.3,7201.6,7281.3,7281.3,7281.3,2023-07-19 14:15:12,1.63592,0,0,0,0,0,0
total,1021,134,134,134,7866.9,7843.3,8216.6,8237.6,8246.0,8246.0,2023-07-19 14:15:13,1.70534,0,0,0,0,0,0
total,1107,86,86,86,8849.7,8875.1,9076.5,9084.9,9093.3,9093.3,2023-07-19 14:15:14,1.74807,0,0,0,0,0,0
total,1239,132,132,132,9472.2,9504.3,9797.9,9823.1,9831.4,9831.4,2023-07-19 14:15:15,1.81012,0,0,0,0,0,0
total,1367,128,128,128,10197.7,10183.8,10536.1,10561.3,10561.3,10561.3,2023-07-19 14:15:16,1.86897,0,0,0,0,0,0
total,1514,147,147,147,10945.6,10963.9,11257.5,11274.3,11274.3,11274.3,2023-07-19 14:15:17,1.93550,0,0,0,0,0,0
total,1578,64,64,64,11713.9,11735.7,12037.7,12088.0,12096.4,12096.4,2023-07-19 14:15:18,1.96405,0,0,0,0,0,0
total,1708,130,130,130,12452.2,12457.1,12759.1,12851.3,12868.1,12868.1,2023-07-19 14:15:19,2.01939,0,0,0,0,0,0
total,1815,107,107,107,13396.9,13421.8,13656.7,13665.0,13673.4,13673.4,2023-07-19 14:15:20,2.06412,0,0,0,0,0,0
total,1958,143,143,143,14031.6,14017.4,14361.3,14378.1,14378.1,14378.1,2023-07-19 14:15:21,2.12322,0,0,0,0,0,0
total,2092,134,134,134,14760.9,14747.2,15082.7,15107.9,15107.9,15107.9,2023-07-19 14:15:22,2.17846,0,0,0,0,0,0
total,2203,111,111,111,15565.8,15661.5,15896.4,15904.8,15904.8,15904.8,2023-07-19 14:15:23,2.22377,0,0,0,0,0,0
total,2290,87,87,87,16270.5,16206.8,16718.5,16718.5,16743.7,16743.7,2023-07-19 14:15:24,2.25864,0,0,0,0,0,0
total,2387,97,97,97,16956.3,16945.0,17213.4,17314.1,17347.6,17347.6,2023-07-19 14:15:25,2.29717,0,0,0,0,0,0
total,2531,144,144,144,17846.3,17834.2,18203.3,18236.8,18236.8,18236.8,2023-07-19 14:15:26,2.35342,0,0,0,0,0,0
total,2669,138,138,138,18597.5,18589.2,18941.5,18958.3,18958.3,18958.3,2023-07-19 14:15:27,2.40755,0,0,0,0,0,0
total,2798,129,129,129,19324.2,19327.4,19679.7,19679.7,19679.7,19679.7,2023-07-19 14:15:28,2.45830,0,0,0,0,0,0
total,2921,123,123,123,20117.2,20132.7,20434.6,20451.4,20468.2,20468.2,2023-07-19 14:15:29,2.50658,0,0,0,0,0,0
total,3021,100,100,100,20787.0,20736.6,21256.7,21273.5,21290.3,21290.3,2023-07-19 14:15:30,2.54557,0,0,0,0,0,0
total,3102,81,81,81,21490.1,21474.8,21760.0,21827.2,21860.7,21860.7,2023-07-19 14:15:31,2.57715,0,0,0,0,0,0
total,3239,137,137,137,22469.8,22447.9,22817.0,22817.0,22833.8,22833.8,2023-07-19 14:15:32,2.62970,0,0,0,0,0,0
total,3358,119,119,119,23215.9,23202.9,23572.0,23588.8,23588.8,23588.8,2023-07-19 14:15:33,2.67547,0,0,0,0,0,0
total,3389,31,31,31,23848.8,23790.1,24243.1,24310.2,24310.2,24310.2,2023-07-19 14:15:34,2.68740,0,0,0,0,0,0
total,3474,85,85,85,25036.2,25031.6,25367.2,25434.3,25501.4,25501.4,2023-07-19 14:15:35,2.71871,0,0,0,0,0,0
total,3573,99,99,99,25666.0,25635.6,25971.1,26038.2,26055.0,26055.0,2023-07-19 14:15:36,2.75521,0,0,0,0,0,0
total,3653,80,80,80,26720.9,26860.3,26994.5,27011.3,27011.3,27011.3,2023-07-19 14:15:37,2.78432,0,0,0,0,0,0
total,3759,106,106,106,27529.2,27581.7,27783.1,27783.1,27783.1,27783.1,2023-07-19 14:15:38,2.82263,0,0,0,0,0,0
total,3901,142,142,142,28153.9,28135.4,28487.7,28504.5,28504.5,28504.5,2023-07-19 14:15:39,2.87415,0,0,0,0,0,0
total,4026,125,125,125,28878.1,28873.6,29225.9,29242.7,29259.5,29259.5,2023-07-19 14:15:40,2.91979,0,0,0,0,0,0
total,4153,127,127,127,29607.6,29611.8,29964.1,29964.1,29980.9,29980.9,2023-07-19 14:15:41,2.96644,0,0,0,0,0,0
total,4260,107,107,107,30427.5,30433.9,30769.4,30786.2,30786.2,30786.2,2023-07-19 14:15:42,3.00580,0,0,0,0,0,0
total,4363,103,103,103,31243.8,31256.0,31541.2,31557.9,31557.9,31557.9,2023-07-19 14:15:43,3.04368,0,0,0,0,0,0
total,4469,106,106,106,32095.8,32078.0,32346.5,32363.2,32363.2,32363.2,2023-07-19 14:15:44,3.08261,0,0,0,0,0,0
total,4600,131,131,131,32744.1,32782.7,33067.9,33101.4,33101.4,33101.4,2023-07-19 14:15:45,3.13094,0,0,0,0,0,0
total,4709,109,109,109,33422.0,33453.8,33722.2,33772.5,33822.9,33822.9,2023-07-19 14:15:46,3.17140,0,0,0,0,0,0
total,4809,100,100,100,34297.9,34275.9,34561.1,34661.7,34661.7,34661.7,2023-07-19 14:15:47,3.20848,0,0,0,0,0,0
total,4893,84,84,84,35271.7,35366.4,35534.1,35534.1,35534.1,35534.1,2023-07-19 14:15:48,3.23949,0,0,0,0,0,0
total,5016,123,123,123,35849.4,35869.7,36171.7,36238.8,36272.3,36272.3,2023-07-19 14:15:49,3.28497,0,0,0,0,0,0
total,5109,93,93,93,36811.9,36775.7,37111.2,37111.2,37111.2,37111.2,2023-07-19 14:15:50,3.31940,0,0,0,0,0,0
total,5250,141,141,141,37441.4,37446.7,37782.3,37815.8,37815.8,37815.8,2023-07-19 14:15:51,3.37191,0,0,0,0,0,0
total,5372,122,122,122,38210.8,38252.1,38554.0,38554.0,38554.0,38554.0,2023-07-19 14:15:52,3.41776,0,0,0,0,0,0
total,5472,100,100,100,38991.3,38956.7,39359.3,39359.3,39392.9,39392.9,2023-07-19 14:15:53,3.45543,0,0,0,0,0,0
total,5595,123,123,123,39753.4,39795.6,40097.5,40131.1,40131.1,40131.1,2023-07-19 14:15:54,3.50200,0,0,0,0,0,0
total,5712,117,117,117,40452.4,40466.6,40802.2,40869.3,40869.3,40869.3,2023-07-19 14:15:55,3.54662,0,0,0,0,0,0
total,5783,71,71,71,41303.4,41204.8,41741.7,41741.7,41741.7,41741.7,2023-07-19 14:15:56,3.57366,0,0,0,0,0,0
total,5914,131,131,131,42117.9,42110.8,42479.9,42479.9,42479.9,42479.9,2023-07-19 14:15:57,3.62371,0,0,0,0,0,0
total,6033,119,119,119,42826.0,42815.5,43184.6,43218.1,43218.1,43218.1,2023-07-19 14:15:58,3.66956,0,0,0,0,0,0
total,6137,104,104,104,43718.2,43755.0,44023.4,44023.4,44023.4,44023.4,2023-07-19 14:15:59,3.70982,0,0,0,0,0,0
total,6265,128,128,128,44403.0,44426.1,44761.6,44761.6,44761.6,44761.6,2023-07-19 14:16:00,3.75972,0,0,0,0,0,0
total,6352,87,87,87,45053.4,45063.6,45332.0,45600.5,45600.5,45600.5,2023-07-19 14:16:01,3.79375,0,0,0,0,0,0
total,6483,131,131,131,45984.3,45936.0,46338.7,46338.7,46338.7,46338.7,2023-07-19 14:16:02,3.84529,0,0,0,0,0,0
total,6609,126,126,126,46721.6,46707.8,47076.9,47076.9,47110.4,47110.4,2023-07-19 14:16:03,3.89533,0,0,0,0,0,0
total,6724,115,115,115,47387.5,47378.9,47748.0,47848.6,47848.6,47848.6,2023-07-19 14:16:04,3.94140,0,0,0,0,0,0
total,6771,47,47,47,48597.9,48721.0,48788.1,48788.1,48788.1,48788.1,2023-07-19 14:16:05,3.96018,0,0,0,0,0,0
total,6902,131,131,131,49118.2,49123.7,49492.8,49492.8,49492.8,49492.8,2023-07-19 14:16:06,4.01265,0,0,0,0,0,0
total,7028,126,126,126,49892.0,49929.0,50231.0,50264.5,50264.5,50264.5,2023-07-19 14:16:07,4.06362,0,0,0,0,0,0
total,7119,91,91,91,50706.5,50734.3,50935.6,51036.3,51069.8,51069.8,2023-07-19 14:16:08,4.10063,0,0,0,0,0,0
total,7247,128,128,128,51510.0,51539.6,51808.0,51841.6,51841.6,51841.6,2023-07-19 14:16:09,4.15301,0,0,0,0,0,0
total,7352,105,105,105,52122.3,52110.0,52546.2,52579.8,52579.8,52579.8,2023-07-19 14:16:10,4.19636,0,0,0,0,0,0
total,7476,124,124,124,53034.1,53049.6,53351.5,53351.5,53351.5,53351.5,2023-07-19 14:16:11,4.24794,0,0,0,0,0,0
total,7606,130,130,130,53726.3,53720.6,54089.7,54089.7,54089.7,54089.7,2023-07-19 14:16:12,4.30261,0,0,0,0,0,0
