type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,98,98,98,98,669.9,699.9,938.0,962.6,964.2,964.2,2023-07-19 14:19:50,0.70711,0,0,0,0,0,0
total,180,82,82,82,1476.4,1592.8,1791.0,1793.1,1795.2,1795.2,2023-07-19 14:19:51,0.86493,0,0,0,0,0,0
total,313,133,133,133,2185.4,2195.7,2506.1,2525.0,2525.0,2525.0,2023-07-19 14:19:52,0.95290,0,0,0,0,0,0
total,448,135,135,135,2906.5,2887.8,3240.1,3248.5,3252.7,3252.7,2023-07-19 14:19:53,1.00754,0,0,0,0,0,0
total,591,143,143,143,3642.1,3659.5,3967.8,3972.0,3974.1,3974.1,2023-07-19 14:19:54,1.04752,0,0,0,0,0,0
total,709,118,118,118,4401.4,4521.5,4731.2,4739.6,4739.6,4739.6,2023-07-19 14:19:55,1.07455,0,0,0,0,0,0
total,779,70,70,70,5175.3,5196.7,5448.4,5536.5,5565.8,5565.8,2023-07-19 14:19:56,1.09054,0,0,0,0,0,0
total,852,73,73,73,6042.5,5914.0,6455.0,6463.4,6476.0,6476.0,2023-07-19 14:19:57,1.10362,0,0,0,0,0,0
total,996,144,144,144,6792.3,6799.0,7134.5,7151.3,7151.3,7151.3,2023-07-19 14:19:58,1.12061,0,0,0,0,0,0
total,1138,142,142,142,7539.3,7562.3,7860.1,7872.7,7872.7,7872.7,2023-07-19 14:19:59,1.13537,0,0,0,0,0,0
total,1280,142,142,142,8251.2,8283.8,8556.4,8585.7,8585.7,8585.7,2023-07-19 14:20:00,1.14853,0,0,0,0,0,0
total,1396,116,116,116,9003.9,9059.7,9344.9,9353.3,9353.3,9353.3,2023-07-19 14:20:01,1.15869,0,0,0,0,0,0
total,1475,79,79,79,9920.7,10024.4,10183.8,10200.5,10200.5,10200.5,2023-07-19 14:20:02,1.16565,0,0,0,0,0,0
total,1611,136,136,136,10563.2,10552.9,10905.2,10922.0,10930.4,10930.4,2023-07-19 14:20:03,1.17507,0,0,0,0,0,0
total,1744,133,133,133,11308.8,11291.1,11643.4,11660.2,11660.2,11660.2,2023-07-19 14:20:04,1.18363,0,0,0,0,0,0
total,1883,139,139,139,12034.9,12020.9,12373.2,12381.6,12381.6,12381.6,2023-07-19 14:20:05,1.19189,0,0,0,0,0,0
total,2013,130,130,130,12758.8,12759.1,13094.6,13111.4,13111.4,13111.4,2023-07-19 14:20:06,1.19920,0,0,0,0,0,0
total,2106,93,93,93,13514.0,13472.1,13941.9,13992.2,14000.6,14000.6,2023-07-19 14:20:07,1.20441,0,0,0,0,0,0
