type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,24,24,24,24,463.1,464.5,542.6,544.7,544.7,544.7,2023-07-19 14:28:23,0.00000,0,0,0,0,0,0
total,128,104,104,104,987.2,976.2,1322.3,1341.1,1344.3,1344.3,2023-07-19 14:28:24,-1.00607,0,0,0,0,0,0
total,156,28,28,28,1706.3,1463.8,2281.7,2304.8,2304.8,2304.8,2023-07-19 14:28:25,-0.97723,0,0,0,0,0,0
total,243,87,87,87,2665.8,2652.9,2954.9,3045.1,3049.3,3049.3,2023-07-19 14:28:26,-0.85508,0,0,0,0,0,0
total,359,116,116,116,3544.1,3537.9,3846.2,3873.4,3875.5,3875.5,2023-07-19 14:28:27,-0.76360,0,0,0,0,0,0
total,492,133,133,133,4261.5,4246.7,4580.2,4592.8,4601.2,4601.2,2023-07-19 14:28:28,-0.69589,0,0,0,0,0,0
total,604,112,112,112,5002.5,5037.4,5351.9,5372.9,5385.5,5385.5,2023-07-19 14:28:29,-0.65908,0,0,0,0,0,0
total,707,103,103,103,5749.6,5674.9,6144.7,6165.6,6165.6,6165.6,2023-07-19 14:28:30,-0.63462,0,0,0,0,0,0
total,839,132,132,132,6550.6,6530.5,6887.0,6908.0,6916.4,6916.4,2023-07-19 14:28:31,-0.60735,0,0,0,0,0,0
total,959,120,120,120,7253.2,7243.6,7570.7,7629.4,7667.2,7667.2,2023-07-19 14:28:32,-0.58807,0,0,0,0,0,0
total,1105,146,146,146,8033.4,8019.5,8367.6,8388.6,8392.8,8392.8,2023-07-19 14:28:33,-0.56720,0,0,0,0,0,0
total,1235,130,130,130,8765.5,8757.7,9110.0,9135.2,9168.7,9168.7,2023-07-19 14:28:34,-0.55227,0,0,0,0,0,0
total,1349,114,114,114,9610.5,9672.1,9881.8,9898.6,9898.6,9898.6,2023-07-19 14:28:35,-0.54156,0,0,0,0,0,0
total,1445,96,96,96,10322.5,10359.9,10670.3,10703.9,10745.8,10745.8,2023-07-19 14:28:36,-0.53442,0,0,0,0,0,0
total,1570,125,125,125,11100.6,11123.3,11416.9,11442.1,11450.4,11450.4,2023-07-19 14:28:37,-0.52478,0,0,0,0,0,0
total,1646,76,76,76,11703.0,11660.2,11962.2,12046.0,12046.0,12046.0,2023-07-19 14:28:38,-0.52083,0,0,0,0,0,0
total,1766,120,120,120,12711.1,12683.6,13044.3,13069.5,13077.8,13077.8,2023-07-19 14:28:39,-0.51340,0,0,0,0,0,0
total,1868,102,102,102,13428.3,13405.0,13858.0,13883.1,13883.1,13883.1,2023-07-19 14:28:40,-0.50810,0,0,0,0,0,0
total,1989,121,121,121,14204.6,14193.5,14503.9,14579.4,14596.2,14596.2,2023-07-19 14:28:41,-0.50177,0,0,0,0,0,0
total,2113,124,124,124,15040.8,15057.6,15342.8,15367.9,15367.9,15367.9,2023-07-19 14:28:42,-0.49575,0,0,0,0,0,0
total,2216,103,103,103,15766.4,15711.9,16173.2,16223.6,16232.0,16232.0,2023-07-19 14:28:43,-0.49153,0,0,0,0,0,0
total,2348,132,132,132,16553.9,16575.9,16869.5,16903.0,16911.4,16911.4,2023-07-19 14:28:44,-0.48586,0,0,0,0,0,0
total,2441,93,93,93,17182.1,17196.6,17414.8,17481.9,17498.6,17498.6,2023-07-19 14:28:45,-0.48264,0,0,0,0,0,0
total,2543,102,102,102,18205.7,18220.1,18488.5,18505.3,18505.3,18505.3,2023-07-19 14:28:46,-0.47920,0,0,0,0,0,0
total,2643,100,100,100,18831.3,18790.5,19293.8,19310.6,19310.6,19310.6,2023-07-19 14:28:47,-0.47605,0,0,0,0,0,0
total,2776,133,133,133,19712.4,19730.0,20032.0,20048.8,20065.6,20065.6,2023-07-19 14:28:48,-0.47159,0,0,0,0,0,0
total,2889,113,113,113,20456.4,20468.2,20787.0,20803.7,20803.7,20803.7,2023-07-19 14:28:49,-0.46821,0,0,0,0,0,0
total,2993,104,104,104,21180.9,21172.8,21525.2,21575.5,21592.3,21592.3,2023-07-19 14:28:50,-0.46537,0,0,0,0,0,0
total,3105,112,112,112,21992.8,21994.9,22280.1,22347.3,22347.3,22347.3,2023-07-19 14:28:51,-0.46236,0,0,0,0,0,0
total,3207,102,102,102,22880.3,22900.9,23169.3,23186.1,23186.1,23186.1,2023-07-19 14:28:52,-0.45985,0,0,0,0,0,0
