type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,103,103,103,103,819.7,833.6,1124.1,1137.7,1137.7,1137.7,2023-07-19 14:04:48,-0.70711,0,0,0,0,0,0
total,229,126,126,126,1537.4,1551.9,1856.0,1875.9,1877.0,1877.0,2023-07-19 14:04:49,-0.62954,0,0,0,0,0,0
total,356,127,127,127,2274.1,2258.6,2608.9,2631.9,2634.0,2634.0,2023-07-19 14:04:50,-0.61137,0,0,0,0,0,0
total,475,119,119,119,3028.7,3053.5,3363.8,3378.5,3380.6,3380.6,2023-07-19 14:04:51,-0.60539,0,0,0,0,0,0
total,519,44,44,44,3993.6,4093.6,4288.7,4295.0,4295.0,4295.0,2023-07-19 14:04:52,-0.62084,0,0,0,0,0,0
total,641,122,122,122,4721.6,4727.0,5037.4,5054.1,5058.3,5058.3,2023-07-19 14:04:53,-0.61584,0,0,0,0,0,0
total,766,125,125,125,5435.1,5423.2,5783.9,5804.9,5809.1,5809.1,2023-07-19 14:04:54,-0.61078,0,0,0,0,0,0
total,898,132,132,132,6179.3,6169.8,6517.9,6543.1,6547.3,6547.3,2023-07-19 14:04:55,-0.60525,0,0,0,0,0,0
total,1024,126,126,126,6923.9,6903.8,7268.7,7285.5,7293.9,7293.9,2023-07-19 14:04:56,-0.60085,0,0,0,0,0,0
total,1104,80,80,80,7612.4,7566.5,8120.2,8141.1,8149.5,8149.5,2023-07-19 14:04:57,-0.60102,0,0,0,0,0,0
total,1202,98,98,98,8654.6,8648.7,8917.1,8933.9,8942.3,8942.3,2023-07-19 14:04:58,-0.59943,0,0,0,0,0,0
total,1336,134,134,134,9293.0,9269.4,9646.9,9663.7,9672.1,9672.1,2023-07-19 14:04:59,-0.59524,0,0,0,0,0,0
total,1469,133,133,133,10056.3,10083.1,10393.5,10410.3,10418.7,10418.7,2023-07-19 14:05:00,-0.59138,0,0,0,0,0,0
total,1599,130,130,130,10795.1,10821.3,11123.3,11148.5,11148.5,11148.5,2023-07-19 14:05:01,-0.58792,0,0,0,0,0,0
total,1727,128,128,128,11525.1,11509.2,11861.5,11878.3,11878.3,11878.3,2023-07-19 14:05:02,-0.58475,0,0,0,0,0,0
total,1807,80,80,80,12365.5,12574.5,12725.5,12733.9,12742.3,12742.3,2023-07-19 14:05:03,-0.58406,0,0,0,0,0,0
total,1914,107,107,107,13216.4,13237.2,13514.0,13514.0,13514.0,13514.0,2023-07-19 14:05:04,-0.58214,0,0,0,0,0,0
total,2039,125,125,125,13914.9,13941.9,14235.5,14260.6,14260.6,14260.6,2023-07-19 14:05:05,-0.57954,0,0,0,0,0,0
total,2155,116,116,116,14669.2,14663.3,15007.2,15015.6,15024.0,15024.0,2023-07-19 14:05:06,-0.57740,0,0,0,0,0,0
total,2287,132,132,132,15398.5,15376.3,15745.4,15770.6,15770.6,15770.6,2023-07-19 14:05:07,-0.57478,0,0,0,0,0,0
total,2398,111,111,111,16090.7,16064.2,16408.1,16533.9,16533.9,16533.9,2023-07-19 14:05:08,-0.57297,0,0,0,0,0,0
total,2481,83,83,83,16945.2,16861.1,17347.6,17364.4,17364.4,17364.4,2023-07-19 14:05:09,-0.57209,0,0,0,0,0,0
total,2597,116,116,116,17835.8,17834.2,18136.2,18152.9,18152.9,18152.9,2023-07-19 14:05:10,-0.57026,0,0,0,0,0,0
total,2733,136,136,136,18529.9,18555.6,18857.6,18891.1,18891.1,18891.1,2023-07-19 14:05:11,-0.56794,0,0,0,0,0,0
total,2860,127,127,127,19267.6,19293.8,19612.6,19629.3,19629.3,19629.3,2023-07-19 14:05:12,-0.56593,0,0,0,0,0,0
total,2966,106,106,106,19944.0,19948.1,20283.7,20367.5,20401.1,20401.1,2023-07-19 14:05:13,-0.56453,0,0,0,0,0,0
total,3074,108,108,108,20837.9,20803.7,21172.8,21172.8,21189.6,21189.6,2023-07-19 14:05:14,-0.56312,0,0,0,0,0,0
total,3165,91,91,91,21668.3,21726.5,22011.7,22028.5,22062.0,22062.0,2023-07-19 14:05:15,-0.56215,0,0,0,0,0,0
total,3294,129,129,129,22403.4,22447.9,22733.1,22749.9,22766.7,22766.7,2023-07-19 14:05:16,-0.56036,0,0,0,0,0,0
total,3419,125,125,125,23141.9,23135.8,23488.1,23504.9,23521.7,23521.7,2023-07-19 14:05:17,-0.55872,0,0,0,0,0,0
total,3544,125,125,125,23910.4,23941.1,24243.1,24259.9,24259.9,24259.9,2023-07-19 14:05:18,-0.55712,0,0,0,0,0,0
total,3638,94,94,94,24711.8,24830.3,25031.6,25065.2,25065.2,25065.2,2023-07-19 14:05:19,-0.55617,0,0,0,0,0,0
total,3742,104,104,104,25433.1,25434.3,25753.0,25820.1,25853.7,25853.7,2023-07-19 14:05:20,-0.55506,0,0,0,0,0,0
total,3843,101,101,101,26328.2,26424.1,26625.4,26642.2,26659.0,26659.0,2023-07-19 14:05:21,-0.55402,0,0,0,0,0,0
total,3971,128,128,128,27045.4,27078.4,27397.2,27414.0,27414.0,27414.0,2023-07-19 14:05:22,-0.55255,0,0,0,0,0,0
total,4093,122,122,122,27785.3,27766.3,28135.4,28135.4,28152.2,28152.2,2023-07-19 14:05:23,-0.55122,0,0,0,0,0,0
total,4189,96,96,96,28496.6,28504.5,28923.9,28957.5,29007.8,29007.8,2023-07-19 14:05:24,-0.55034,0,0,0,0,0,0
total,4309,120,120,120,29354.3,29343.4,29695.7,29729.2,29729.2,29729.2,2023-07-19 14:05:25,-0.54911,0,0,0,0,0,0
total,4397,88,88,88,30051.6,29997.7,30433.9,30484.2,30534.5,30534.5,2023-07-19 14:05:26,-0.54838,0,0,0,0,0,0
total,4526,129,129,129,30917.1,30903.6,31272.7,31289.5,31289.5,31289.5,2023-07-19 14:05:27,-0.54708,0,0,0,0,0,0
total,4656,130,130,130,31664.0,31658.6,32010.9,32027.7,32027.7,32027.7,2023-07-19 14:05:28,-0.54580,0,0,0,0,0,0
total,4777,121,121,121,32426.7,32447.1,32765.9,32799.5,32799.5,32799.5,2023-07-19 14:05:29,-0.54467,0,0,0,0,0,0
total,4838,61,61,61,33321.9,33537.7,33671.9,33671.9,33671.9,33671.9,2023-07-19 14:05:30,-0.54435,0,0,0,0,0,0
total,4964,126,126,126,34038.6,34041.0,34343.0,34393.3,34426.8,34426.8,2023-07-19 14:05:31,-0.54321,0,0,0,0,0,0
total,5059,95,95,95,34849.8,34795.9,35232.2,35232.2,35232.2,35232.2,2023-07-19 14:05:32,-0.54247,0,0,0,0,0,0
total,5201,142,142,142,35578.8,35601.3,35936.8,35936.8,35936.8,35936.8,2023-07-19 14:05:33,-0.54118,0,0,0,0,0,0
total,5324,123,123,123,36319.1,36305.9,36675.0,36708.5,36708.5,36708.5,2023-07-19 14:05:34,-0.54015,0,0,0,0,0,0
total,5416,92,92,92,37155.3,37245.4,37513.9,37547.4,37547.4,37547.4,2023-07-19 14:05:35,-0.53949,0,0,0,0,0,0
total,5536,120,120,120,37909.5,37916.5,38252.1,38285.6,38285.6,38285.6,2023-07-19 14:05:36,-0.53853,0,0,0,0,0,0
total,5618,82,82,82,38579.8,38554.0,39057.4,39090.9,39124.5,39124.5,2023-07-19 14:05:37,-0.53801,0,0,0,0,0,0
total,5711,93,93,93,39602.0,39627.8,39896.2,39929.8,39929.8,39929.8,2023-07-19 14:05:38,-0.53737,0,0,0,0,0,0
total,5806,95,95,95,40237.9,40265.3,40500.2,40600.9,40701.5,40701.5,2023-07-19 14:05:39,-0.53672,0,0,0,0,0,0
total,5912,106,106,106,41187.1,41204.8,41506.8,41506.8,41540.4,41540.4,2023-07-19 14:05:40,-0.53598,0,0,0,0,0,0
total,6031,119,119,119,41920.6,41943.0,42278.6,42278.6,42278.6,42278.6,2023-07-19 14:05:41,-0.53512,0,0,0,0,0,0
total,6164,133,133,133,42685.4,42714.8,43016.8,43016.8,43016.8,43016.8,2023-07-19 14:05:42,-0.53414,0,0,0,0,0,0
total,6241,77,77,77,43453.2,43587.2,43855.6,43855.6,43855.6,43855.6,2023-07-19 14:05:43,-0.53371,0,0,0,0,0,0
total,6366,125,125,125,44235.3,44224.7,44593.8,44627.4,44627.4,44627.4,2023-07-19 14:05:44,-0.53284,0,0,0,0,0,0
total,6481,115,115,115,45056.2,45097.2,45365.6,45399.1,45399.1,45399.1,2023-07-19 14:05:45,-0.53208,0,0,0,0,0,0
total,6617,136,136,136,45769.0,45801.8,46103.8,46103.8,46103.8,46103.8,2023-07-19 14:05:46,-0.53114,0,0,0,0,0,0
total,6758,141,141,141,46473.0,46506.4,46808.4,46842.0,46842.0,46842.0,2023-07-19 14:05:47,-0.53018,0,0,0,0,0,0
total,6885,127,127,127,47221.0,47278.2,47546.6,47580.2,47580.2,47580.2,2023-07-19 14:05:48,-0.52935,0,0,0,0,0,0
total,6975,90,90,90,48099.5,48184.2,48385.5,48385.5,48385.5,48385.5,2023-07-19 14:05:49,-0.52884,0,0,0,0,0,0
total,7087,112,112,112,48821.4,48922.4,49157.2,49190.8,49190.8,49190.8,2023-07-19 14:05:50,-0.52817,0,0,0,0,0,0
total,7215,128,128,128,49559.9,49593.5,49895.4,49895.4,49895.4,49895.4,2023-07-19 14:05:51,-0.52737,0,0,0,0,0,0
total,7343,128,128,128,50285.2,50298.1,50633.6,50667.2,50667.2,50667.2,2023-07-19 14:05:52,-0.52659,0,0,0,0,0,0
total,7476,133,133,133,51028.3,51069.8,51371.8,51405.4,51405.4,51405.4,2023-07-19 14:05:53,-0.52578,0,0,0,0,0,0
total,7604,128,128,128,51742.0,51774.5,52042.9,52110.0,52143.6,52143.6,2023-07-19 14:05:54,-0.52502,0,0,0,0,0,0
total,7663,59,59,59,52652.9,52680.5,53016.0,53016.0,53016.0,53016.0,2023-07-19 14:05:55,-0.52479,0,0,0,0,0,0
total,7794,131,131,131,53383.2,53385.1,53754.2,53754.2,53754.2,53754.2,2023-07-19 14:05:56,-0.52403,0,0,0,0,0,0
total,7920,126,126,126,54139.5,54190.4,54492.4,54492.4,54492.4,54492.4,2023-07-19 14:05:57,-0.52332,0,0,0,0,0,0
total,8055,135,135,135,54867.6,54861.5,55230.6,55230.6,55264.1,55264.1,2023-07-19 14:05:58,-0.52256,0,0,0,0,0,0
total,8181,126,126,126,55615.1,55599.7,55968.8,55968.8,55968.8,55968.8,2023-07-19 14:05:59,-0.52187,0,0,0,0,0,0
total,8262,81,81,81,56225.0,56203.7,56505.7,56774.1,56807.7,56807.7,2023-07-19 14:06:00,-0.52150,0,0,0,0,0,0
total,8362,100,100,100,57290.8,57378.1,57613.0,57613.0,57646.5,57646.5,2023-07-19 14:06:01,-0.52100,0,0,0,0,0,0
total,8491,129,129,129,57994.4,57982.1,58351.2,58384.7,58384.7,58384.7,2023-07-19 14:06:02,-0.52032,0,0,0,0,0,0
total,8614,123,123,123,58748.8,58753.8,59089.4,59122.9,59122.9,59122.9,2023-07-19 14:06:03,-0.51969,0,0,0,0,0,0
total,8739,125,125,125,59514.2,59559.1,59861.1,59861.1,59861.1,59861.1,2023-07-19 14:06:04,-0.51906,0,0,0,0,0,0
total,8868,129,129,129,60234.0,60230.2,60599.3,60599.3,60599.3,60599.3,2023-07-19 14:06:05,-0.51840,0,0,0,0,0,0
total,8925,57,57,57,61114.1,61169.7,61471.7,61505.3,61505.3,61505.3,2023-07-19 14:06:06,-0.51821,0,0,0,0,0,0
total,9040,115,115,115,61932.6,62008.6,62277.0,62277.0,62277.0,62277.0,2023-07-19 14:06:07,-0.51766,0,0,0,0,0,0
total,9164,124,124,124,62664.5,62679.7,63015.2,63015.2,63015.2,63015.2,2023-07-19 14:06:08,-0.51706,0,0,0,0,0,0
total,9295,131,131,131,63405.2,63451.4,63753.4,63753.4,63753.4,63753.4,2023-07-19 14:06:09,-0.51643,0,0,0,0,0,0
total,9429,134,134,134,64143.6,64156.1,64491.6,64491.6,64491.6,64491.6,2023-07-19 14:06:10,-0.51579,0,0,0,0,0,0
total,9519,90,90,90,64758.6,64760.1,65062.0,65229.8,65296.9,65296.9,2023-07-19 14:06:11,-0.51542,0,0,0,0,0,0
