type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,153,153,153,153,380.4,368.8,562.0,584.6,591.9,591.9,2023-07-19 13:38:45,0.00000,0,0,0,0,0,0
total,285,132,132,132,992.4,979.4,1284.5,1322.3,1342.2,1342.2,2023-07-19 13:38:46,-49.63281,0,0,0,0,0,0
total,409,124,124,124,1730.9,1722.8,2060.5,2076.2,2080.4,2080.4,2023-07-19 13:38:47,-4.34075,0,0,0,0,0,0
total,548,139,139,139,2435.7,2441.1,2789.2,2803.9,2814.4,2814.4,2023-07-19 13:38:48,-2.70039,0,0,0,0,0,0
total,686,138,138,138,3180.7,3164.6,3510.6,3525.3,3529.5,3529.5,2023-07-19 13:38:49,-2.12670,0,0,0,0,0,0
total,844,158,158,158,3857.4,3869.2,4062.2,4093.6,4118.8,4118.8,2023-07-19 13:38:50,-1.77626,0,0,0,0,0,0
total,1017,173,173,173,4545.3,4513.1,4831.8,4861.2,4882.2,4882.2,2023-07-19 13:38:51,-1.55149,0,0,0,0,0,0
total,1193,176,176,176,5197.5,5188.4,5477.8,5486.1,5494.5,5494.5,2023-07-19 13:38:52,-1.39643,0,0,0,0,0,0
total,1354,161,161,161,5903.6,5918.2,6157.2,6169.8,6178.2,6178.2,2023-07-19 13:38:53,-1.29421,0,0,0,0,0,0
total,1527,173,173,173,6527.7,6530.5,6819.9,6828.3,6832.5,6832.5,2023-07-19 13:38:54,-1.20981,0,0,0,0,0,0
total,1707,180,180,180,7140.7,7126.1,7457.5,7470.1,7482.6,7482.6,2023-07-19 13:38:55,-1.14031,0,0,0,0,0,0
total,1826,119,119,119,7932.9,7952.4,8229.2,8241.8,8246.0,8246.0,2023-07-19 13:38:56,-1.10381,0,0,0,0,0,0
total,1976,150,150,150,8580.7,8564.8,8917.1,8959.0,8967.4,8967.4,2023-07-19 13:38:57,-1.06428,0,0,0,0,0,0
total,2117,141,141,141,9311.9,9328.1,9621.7,9646.9,9655.3,9655.3,2023-07-19 13:38:58,-1.03251,0,0,0,0,0,0
total,2234,117,117,117,10153.3,10217.3,10418.7,10427.0,10427.0,10427.0,2023-07-19 13:38:59,-1.00996,0,0,0,0,0,0
total,2383,149,149,149,10809.7,10838.1,11098.1,11114.9,11114.9,11114.9,2023-07-19 13:39:00,-0.98402,0,0,0,0,0,0
total,2498,115,115,115,11429.0,11408.5,11702.1,11827.9,11827.9,11827.9,2023-07-19 13:39:01,-0.96654,0,0,0,0,0,0
total,2646,148,148,148,12291.4,12280.9,12566.1,12582.9,12591.3,12591.3,2023-07-19 13:39:02,-0.94596,0,0,0,0,0,0
total,2797,151,151,151,12956.6,12935.2,13270.8,13295.9,13295.9,13295.9,2023-07-19 13:39:03,-0.92698,0,0,0,0,0,0
total,2960,163,163,163,13625.3,13623.1,13941.9,13967.0,13975.4,13975.4,2023-07-19 13:39:04,-0.90828,0,0,0,0,0,0
total,3091,131,131,131,14360.4,14352.9,14705.2,14722.0,14722.0,14722.0,2023-07-19 13:39:05,-0.89481,0,0,0,0,0,0
total,3210,119,119,119,15127.0,15124.7,15418.3,15485.4,15493.8,15493.8,2023-07-19 13:39:06,-0.88367,0,0,0,0,0,0
total,3304,94,94,94,15830.0,15812.5,16106.1,16164.8,16190.0,16190.0,2023-07-19 13:39:07,-0.87567,0,0,0,0,0,0
total,3405,101,101,101,16742.5,16718.5,17087.6,17096.0,17096.0,17096.0,2023-07-19 13:39:08,-0.86765,0,0,0,0,0,0
total,3530,125,125,125,17499.0,17532.2,17834.2,17851.0,17851.0,17851.0,2023-07-19 13:39:09,-0.85815,0,0,0,0,0,0
total,3628,98,98,98,18195.9,18220.1,18522.0,18589.2,18622.7,18622.7,2023-07-19 13:39:10,-0.85135,0,0,0,0,0,0
total,3756,128,128,128,19052.8,19092.5,19377.7,19394.5,19394.5,19394.5,2023-07-19 13:39:11,-0.84276,0,0,0,0,0,0
total,3874,118,118,118,19813.6,19847.4,20149.4,20166.2,20166.2,20166.2,2023-07-19 13:39:12,-0.83537,0,0,0,0,0,0
total,3937,63,63,63,20528.5,20401.1,21005.1,21021.9,21038.6,21038.6,2023-07-19 13:39:13,-0.83198,0,0,0,0,0,0
total,4065,128,128,128,21376.0,21357.4,21760.0,21776.8,21776.8,21776.8,2023-07-19 13:39:14,-0.82472,0,0,0,0,0,0
total,4171,106,106,106,22148.9,22145.9,22515.0,22515.0,22531.8,22531.8,2023-07-19 13:39:15,-0.81912,0,0,0,0,0,0
total,4263,92,92,92,23073.4,23102.2,23337.1,23353.9,23370.7,23370.7,2023-07-19 13:39:16,-0.81458,0,0,0,0,0,0
total,4392,129,129,129,23713.8,23689.4,24108.9,24125.6,24125.6,24125.6,2023-07-19 13:39:17,-0.80828,0,0,0,0,0,0
total,4512,120,120,120,24523.0,24545.1,24863.8,24880.6,24897.4,24897.4,2023-07-19 13:39:18,-0.80272,0,0,0,0,0,0
total,4598,86,86,86,25269.6,25199.4,25702.7,25719.5,25719.5,25719.5,2023-07-19 13:39:19,-0.79907,0,0,0,0,0,0
total,4675,77,77,77,26043.4,26021.5,26373.8,26424.1,26457.7,26457.7,2023-07-19 13:39:20,-0.79596,0,0,0,0,0,0
total,4789,114,114,114,26946.7,26944.2,27313.3,27330.1,27330.1,27330.1,2023-07-19 13:39:21,-0.79134,0,0,0,0,0,0
total,4908,119,119,119,27712.9,27716.0,28051.5,28085.1,28085.1,28085.1,2023-07-19 13:39:22,-0.78668,0,0,0,0,0,0
total,5021,113,113,113,28480.5,28470.9,28856.8,28856.8,28873.6,28873.6,2023-07-19 13:39:23,-0.78246,0,0,0,0,0,0
total,5122,101,101,101,29279.5,29259.5,29645.3,29662.1,29662.1,29662.1,2023-07-19 13:39:24,-0.77887,0,0,0,0,0,0
total,5203,81,81,81,30107.3,30064.8,30501.0,30501.0,30517.8,30517.8,2023-07-19 13:39:25,-0.77617,0,0,0,0,0,0
total,5297,94,94,94,30879.2,30870.1,31306.3,31323.1,31323.1,31323.1,2023-07-19 13:39:26,-0.77308,0,0,0,0,0,0
total,5381,84,84,84,31733.1,31692.2,32128.4,32145.1,32145.1,32145.1,2023-07-19 13:39:27,-0.77045,0,0,0,0,0,0
total,5487,106,106,106,32556.0,32547.8,32916.9,32933.7,32933.7,32933.7,2023-07-19 13:39:28,-0.76715,0,0,0,0,0,0
total,5591,104,104,104,33347.3,33353.1,33705.4,33722.2,33722.2,33722.2,2023-07-19 13:39:29,-0.76402,0,0,0,0,0,0
total,5696,105,105,105,34100.3,34108.1,34460.4,34527.5,34527.5,34527.5,2023-07-19 13:39:30,-0.76096,0,0,0,0,0,0
total,5776,80,80,80,35025.4,35030.8,35332.8,35366.4,35366.4,35366.4,2023-07-19 13:39:31,-0.75877,0,0,0,0,0,0
