type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,4,4,4,4,1086.8,1083.2,1094.7,1094.7,1094.7,1094.7,2023-07-19 13:40:33,-0.70711,0,0,0,0,0,0
total,69,65,65,65,1599.7,1640.0,1897.9,1947.2,1947.2,1947.2,2023-07-19 13:40:34,-0.44159,0,0,0,0,0,0
total,153,84,84,84,2403.9,2386.6,2782.9,2789.2,2812.3,2812.3,2023-07-19 13:40:35,-0.31567,0,0,0,0,0,0
total,251,98,98,98,3252.6,3229.6,3602.9,3611.3,3613.4,3613.4,2023-07-19 13:40:36,-0.25501,0,0,0,0,0,0
total,318,67,67,67,4101.3,4221.6,4471.1,4479.5,4483.7,4483.7,2023-07-19 13:40:37,-0.24685,0,0,0,0,0,0
total,406,88,88,88,4911.2,4878.0,5297.4,5301.6,5301.6,5301.6,2023-07-19 13:40:38,-0.23317,0,0,0,0,0,0
total,503,97,97,97,5750.7,5775.6,6098.5,6106.9,6111.1,6111.1,2023-07-19 13:40:39,-0.22225,0,0,0,0,0,0
total,602,99,99,99,6543.2,6572.5,6899.6,6912.2,6912.2,6912.2,2023-07-19 13:40:40,-0.21488,0,0,0,0,0,0
total,665,63,63,63,7471.6,7541.4,7776.2,7784.6,7784.6,7784.6,2023-07-19 13:40:41,-0.21934,0,0,0,0,0,0
total,747,82,82,82,8145.7,8128.6,8531.2,8606.7,8623.5,8623.5,2023-07-19 13:40:42,-0.21863,0,0,0,0,0,0
total,830,83,83,83,9120.2,9135.2,9445.6,9454.0,9454.0,9454.0,2023-07-19 13:40:43,-0.21798,0,0,0,0,0,0
total,921,91,91,91,9930.1,9948.9,10267.7,10276.0,10276.0,10276.0,2023-07-19 13:40:44,-0.21627,0,0,0,0,0,0
total,1009,88,88,88,10668.5,10661.9,11089.7,11123.3,11131.7,11131.7,2023-07-19 13:40:45,-0.21530,0,0,0,0,0,0
total,1092,83,83,83,11553.5,11601.4,11920.2,11928.6,11928.6,11928.6,2023-07-19 13:40:46,-0.21503,0,0,0,0,0,0
total,1188,96,96,96,12360.4,12331.3,12733.9,12742.3,12742.3,12742.3,2023-07-19 13:40:47,-0.21341,0,0,0,0,0,0
total,1268,80,80,80,13141.8,13077.8,13581.2,13597.9,13597.9,13597.9,2023-07-19 13:40:48,-0.21349,0,0,0,0,0,0
total,1372,104,104,104,14000.7,13983.8,14361.3,14369.7,14378.1,14378.1,2023-07-19 13:40:49,-0.21151,0,0,0,0,0,0
total,1454,82,82,82,14864.4,14889.8,15200.2,15208.5,15208.5,15208.5,2023-07-19 13:40:50,-0.21139,0,0,0,0,0,0
total,1540,86,86,86,15540.1,15527.3,15820.9,16022.2,16030.6,16030.6,2023-07-19 13:40:51,-0.21095,0,0,0,0,0,0
total,1648,108,108,108,16443.2,16424.9,16810.8,16819.2,16827.5,16827.5,2023-07-19 13:40:52,-0.20914,0,0,0,0,0,0
total,1722,74,74,74,17382.3,17398.0,17666.4,17683.2,17683.2,17683.2,2023-07-19 13:40:53,-0.20947,0,0,0,0,0,0
total,1837,115,115,115,18079.8,18102.6,18404.6,18438.2,18454.9,18454.9,2023-07-19 13:40:54,-0.20753,0,0,0,0,0,0
total,1925,88,88,88,18917.3,18941.5,19243.5,19260.2,19260.2,19260.2,2023-07-19 13:40:55,-0.20706,0,0,0,0,0,0
total,2010,85,85,85,19789.1,19864.2,20099.1,20099.1,20099.1,20099.1,2023-07-19 13:40:56,-0.20673,0,0,0,0,0,0
total,2113,103,103,103,20475.3,20485.0,20837.3,20887.6,20904.4,20904.4,2023-07-19 13:40:57,-0.20562,0,0,0,0,0,0
total,2201,88,88,88,21225.8,21189.6,21676.2,21709.7,21709.7,21709.7,2023-07-19 13:40:58,-0.20518,0,0,0,0,0,0
total,2308,107,107,107,22144.0,22179.5,22447.9,22498.2,22515.0,22515.0,2023-07-19 13:40:59,-0.20403,0,0,0,0,0,0
total,2392,84,84,84,22973.0,23085.4,23320.3,23337.1,23337.1,23337.1,2023-07-19 13:41:00,-0.20375,0,0,0,0,0,0
total,2497,105,105,105,23727.2,23756.5,24075.3,24108.9,24108.9,24108.9,2023-07-19 13:41:01,-0.20276,0,0,0,0,0,0
total,2590,93,93,93,24551.8,24629.0,24897.4,24930.9,24930.9,24930.9,2023-07-19 13:41:02,-0.20219,0,0,0,0,0,0
total,2694,104,104,104,25274.6,25266.5,25618.8,25702.7,25719.5,25719.5,2023-07-19 13:41:03,-0.20131,0,0,0,0,0,0
total,2774,80,80,80,26262.0,26289.9,26524.8,26541.6,26558.3,26558.3,2023-07-19 13:41:04,-0.20116,0,0,0,0,0,0
total,2858,84,84,84,26947.8,26910.7,27346.9,27363.6,27363.6,27363.6,2023-07-19 13:41:05,-0.20088,0,0,0,0,0,0
total,2935,77,77,77,27955.5,28034.7,28219.3,28236.1,28236.1,28236.1,2023-07-19 13:41:06,-0.20079,0,0,0,0,0,0
