type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,20,20,20,20,346.8,327.2,418.6,423.4,423.4,423.4,2023-07-19 14:15:39,0.00000,0,0,0,0,0,0
total,142,122,122,122,828.1,794.3,1169.2,1179.6,1192.2,1192.2,2023-07-19 14:15:40,-0.78886,0,0,0,0,0,0
total,271,129,129,129,1584.6,1605.4,1912.6,1926.2,1928.3,1928.3,2023-07-19 14:15:41,-0.66477,0,0,0,0,0,0
total,393,122,122,122,2310.6,2342.5,2646.6,2657.1,2659.2,2659.2,2023-07-19 14:15:42,-0.63203,0,0,0,0,0,0
total,479,86,86,86,3186.5,3202.4,3466.6,3483.4,3498.0,3498.0,2023-07-19 14:15:43,-0.63197,0,0,0,0,0,0
total,572,93,93,93,4050.0,4064.3,4278.2,4299.2,4299.2,4299.2,2023-07-19 14:15:44,-0.62910,0,0,0,0,0,0
total,684,112,112,112,4841.9,4852.8,5091.9,5104.5,5104.5,5104.5,2023-07-19 14:15:45,-0.62208,0,0,0,0,0,0
total,822,138,138,138,5464.9,5452.6,5809.1,5821.7,5821.7,5821.7,2023-07-19 14:15:46,-0.61132,0,0,0,0,0,0
total,940,118,118,118,6168.5,6165.6,6488.6,6555.7,6576.7,6576.7,2023-07-19 14:15:47,-0.60512,0,0,0,0,0,0
total,1049,109,109,109,6943.9,6937.4,7243.6,7327.4,7327.4,7327.4,2023-07-19 14:15:48,-0.60066,0,0,0,0,0,0
total,1139,90,90,90,7939.8,7990.1,8187.3,8191.5,8195.7,8195.7,2023-07-19 14:15:49,-0.59865,0,0,0,0,0,0
total,1259,120,120,120,8534.2,8531.2,8841.6,8900.3,8908.7,8908.7,2023-07-19 14:15:50,-0.59381,0,0,0,0,0,0
total,1366,107,107,107,9404.5,9353.3,9739.2,9747.6,9756.0,9756.0,2023-07-19 14:15:51,-0.59049,0,0,0,0,0,0
total,1507,141,141,141,10093.1,10074.7,10427.0,10443.8,10452.2,10452.2,2023-07-19 14:15:52,-0.58487,0,0,0,0,0,0
total,1630,123,123,123,10886.9,10905.2,11198.8,11215.6,11224.0,11224.0,2023-07-19 14:15:53,-0.58089,0,0,0,0,0,0
total,1710,80,80,80,11661.3,11584.7,12054.4,12062.8,12062.8,12062.8,2023-07-19 14:15:54,-0.57971,0,0,0,0,0,0
total,1843,133,133,133,12432.8,12415.1,12767.5,12784.2,12784.2,12784.2,2023-07-19 14:15:55,-0.57565,0,0,0,0,0,0
total,1961,118,118,118,13126.5,13136.6,13430.2,13505.7,13530.8,13530.8,2023-07-19 14:15:56,-0.57257,0,0,0,0,0,0
total,2068,107,107,107,14007.8,13941.9,14336.1,14386.5,14394.9,14394.9,2023-07-19 14:15:57,-0.57020,0,0,0,0,0,0
total,2210,142,142,142,14695.8,14688.5,15032.4,15040.8,15049.2,15049.2,2023-07-19 14:15:58,-0.56641,0,0,0,0,0,0
total,2323,113,113,113,15421.9,15418.3,15787.4,15795.7,15795.7,15795.7,2023-07-19 14:15:59,-0.56398,0,0,0,0,0,0
total,2428,105,105,105,16284.9,16315.8,16592.7,16609.4,16609.4,16609.4,2023-07-19 14:16:00,-0.56196,0,0,0,0,0,0
total,2562,134,134,134,17016.4,17028.9,17347.6,17347.6,17347.6,17347.6,2023-07-19 14:16:01,-0.55901,0,0,0,0,0,0
total,2657,95,95,95,17659.3,17649.6,18002.0,18119.4,18152.9,18152.9,2023-07-19 14:16:02,-0.55748,0,0,0,0,0,0
total,2783,126,126,126,18547.7,18505.3,18907.9,18907.9,18924.7,18924.7,2023-07-19 14:16:03,-0.55504,0,0,0,0,0,0
total,2908,125,125,125,19284.9,19277.0,19629.3,19646.1,19662.9,19662.9,2023-07-19 14:16:04,-0.55273,0,0,0,0,0,0
total,2999,91,91,91,19974.6,19964.9,20334.0,20417.9,20417.9,20417.9,2023-07-19 14:16:05,-0.55146,0,0,0,0,0,0
total,3032,33,33,33,21349.5,21357.4,21407.7,21424.5,21424.5,21424.5,2023-07-19 14:16:06,-0.55177,0,0,0,0,0,0
total,3165,133,133,133,21785.2,21776.8,22145.9,22145.9,22145.9,22145.9,2023-07-19 14:16:07,-0.54951,0,0,0,0,0,0
total,3283,118,118,118,22546.7,22565.4,22884.1,22900.9,22917.7,22917.7,2023-07-19 14:16:08,-0.54769,0,0,0,0,0,0
total,3382,99,99,99,23325.7,23337.1,23588.8,23672.7,23672.7,23672.7,2023-07-19 14:16:09,-0.54637,0,0,0,0,0,0
total,3508,126,126,126,24117.8,24092.1,24444.4,24461.2,24461.2,24461.2,2023-07-19 14:16:10,-0.54450,0,0,0,0,0,0
total,3610,102,102,102,24800.5,24796.7,25199.4,25232.9,25249.7,25249.7,2023-07-19 14:16:11,-0.54319,0,0,0,0,0,0
total,3720,110,110,110,25741.6,25753.0,26004.7,26021.5,26021.5,26021.5,2023-07-19 14:16:12,-0.54176,0,0,0,0,0,0
total,3861,141,141,141,26402.5,26407.3,26726.1,26742.9,26742.9,26742.9,2023-07-19 14:16:13,-0.53976,0,0,0,0,0,0
total,3976,115,115,115,27083.0,27095.2,27414.0,27497.9,27497.9,27497.9,2023-07-19 14:16:14,-0.53831,0,0,0,0,0,0
total,4081,105,105,105,28002.1,27984.4,28286.4,28336.7,28353.5,28353.5,2023-07-19 14:16:15,-0.53709,0,0,0,0,0,0
total,4219,138,138,138,28685.3,28705.8,29007.8,29024.6,29024.6,29024.6,2023-07-19 14:16:16,-0.53532,0,0,0,0,0,0
total,4286,67,67,67,29375.3,29242.7,29913.8,29930.6,29947.3,29947.3,2023-07-19 14:16:17,-0.53481,0,0,0,0,0,0
total,4413,127,127,127,30248.9,30249.3,30618.4,30635.2,30635.2,30635.2,2023-07-19 14:16:18,-0.53331,0,0,0,0,0,0
