type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,69,69,69,69,670.2,686.3,958.9,963.6,1032.3,1032.3,2023-07-19 13:50:06,-0.70711,0,0,0,0,0,0
total,146,77,77,77,1529.2,1448.1,1880.1,1901.1,1953.5,1953.5,2023-07-19 13:50:07,-0.77228,0,0,0,0,0,0
total,247,101,101,101,2328.6,2348.8,2678.1,2699.0,2703.2,2703.2,2023-07-19 13:50:08,-0.79536,0,0,0,0,0,0
total,330,83,83,83,3137.8,3164.6,3487.6,3516.9,3529.5,3529.5,2023-07-19 13:50:09,-0.81109,0,0,0,0,0,0
total,439,109,109,109,4045.0,4081.1,4324.3,4332.7,4332.7,4332.7,2023-07-19 13:50:10,-0.81706,0,0,0,0,0,0
total,535,96,96,96,4646.6,4622.1,4982.8,5075.1,5121.2,5121.2,2023-07-19 13:50:11,-0.82167,0,0,0,0,0,0
total,616,81,81,81,5537.3,5507.1,5918.2,5955.9,5955.9,5955.9,2023-07-19 13:50:12,-0.82574,0,0,0,0,0,0
total,722,106,106,106,6388.8,6354.4,6761.2,6803.2,6807.4,6807.4,2023-07-19 13:50:13,-0.82677,0,0,0,0,0,0
total,828,106,106,106,7171.4,7189.0,7516.2,7537.2,7541.4,7541.4,2023-07-19 13:50:14,-0.82709,0,0,0,0,0,0
total,923,95,95,95,7984.0,8036.3,8359.2,8371.8,8371.8,8371.8,2023-07-19 13:50:15,-0.82758,0,0,0,0,0,0
total,1027,104,104,104,8770.8,8749.3,9126.8,9152.0,9160.4,9160.4,2023-07-19 13:50:16,-0.82729,0,0,0,0,0,0
total,1139,112,112,112,9575.4,9596.6,9890.2,9906.9,9923.7,9923.7,2023-07-19 13:50:17,-0.82645,0,0,0,0,0,0
total,1212,73,73,73,10448.1,10502.5,10754.2,10762.6,10762.6,10762.6,2023-07-19 13:50:18,-0.82698,0,0,0,0,0,0
