type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,11,11,11,11,634.1,627.6,674.8,679.0,679.0,679.0,2023-07-19 14:32:44,0.00000,0,0,0,0,0,0
total,110,99,99,99,1115.7,1123.0,1468.0,1477.4,1486.9,1486.9,2023-07-19 14:32:45,-0.99370,0,0,0,0,0,0
total,176,66,66,66,1834.5,1765.8,2340.4,2350.9,2355.1,2355.1,2023-07-19 14:32:46,-0.78307,0,0,0,0,0,0
total,240,64,64,64,2815.2,2822.8,3212.8,3235.9,3235.9,3235.9,2023-07-19 14:32:47,-0.70915,0,0,0,0,0,0
total,350,110,110,110,3611.5,3594.5,3976.2,3999.3,3999.3,3999.3,2023-07-19 14:32:48,-0.62227,0,0,0,0,0,0
total,446,96,96,96,4401.9,4357.9,4802.5,4806.7,4810.9,4810.9,2023-07-19 14:32:49,-0.57895,0,0,0,0,0,0
total,564,118,118,118,5189.7,5180.0,5544.9,5570.0,5578.4,5578.4,2023-07-19 14:32:50,-0.53897,0,0,0,0,0,0
total,665,101,101,101,5995.7,6023.0,6333.4,6362.8,6367.0,6367.0,2023-07-19 14:32:51,-0.51595,0,0,0,0,0,0
total,762,97,97,97,6736.2,6736.1,7038.0,7126.1,7151.3,7151.3,2023-07-19 14:32:52,-0.49917,0,0,0,0,0,0
total,843,81,81,81,7763.9,7784.6,8011.1,8015.3,8019.5,8019.5,2023-07-19 14:32:53,-0.48955,0,0,0,0,0,0
total,959,116,116,116,8429.5,8447.3,8757.7,8782.9,8782.9,8782.9,2023-07-19 14:32:54,-0.47437,0,0,0,0,0,0
total,1051,92,92,92,9151.0,9152.0,9487.5,9554.6,9571.4,9571.4,2023-07-19 14:32:55,-0.46563,0,0,0,0,0,0
total,1170,119,119,119,9973.2,9965.7,10326.4,10359.9,10359.9,10359.9,2023-07-19 14:32:56,-0.45408,0,0,0,0,0,0
total,1288,118,118,118,10785.6,10737.4,11114.9,11131.7,11140.1,11140.1,2023-07-19 14:32:57,-0.44419,0,0,0,0,0,0
total,1384,96,96,96,11501.3,11492.4,11937.0,11962.2,11970.5,11970.5,2023-07-19 14:32:58,-0.43801,0,0,0,0,0,0
total,1458,74,74,74,12325.0,12222.2,12683.6,12742.3,12759.1,12759.1,2023-07-19 14:32:59,-0.43470,0,0,0,0,0,0
total,1576,118,118,118,13202.0,13178.5,13530.8,13547.6,13547.6,13547.6,2023-07-19 14:33:00,-0.42752,0,0,0,0,0,0
total,1663,87,87,87,14020.6,14160.0,14369.7,14378.1,14378.1,14378.1,2023-07-19 14:33:01,-0.42364,0,0,0,0,0,0
total,1758,95,95,95,14742.2,14747.2,15082.7,15141.4,15166.6,15166.6,2023-07-19 14:33:02,-0.41942,0,0,0,0,0,0
total,1853,95,95,95,15664.5,15653.1,16005.5,16013.9,16022.2,16022.2,2023-07-19 14:33:03,-0.41553,0,0,0,0,0,0
total,1955,102,102,102,16414.8,16416.5,16768.8,16785.6,16785.6,16785.6,2023-07-19 14:33:04,-0.41144,0,0,0,0,0,0
total,2049,94,94,94,17238.8,17230.2,17582.5,17599.3,17616.1,17616.1,2023-07-19 14:33:05,-0.40812,0,0,0,0,0,0
total,2127,78,78,78,18055.1,17985.2,18421.4,18454.9,18454.9,18454.9,2023-07-19 14:33:06,-0.40593,0,0,0,0,0,0
total,2211,84,84,84,18857.8,18840.8,19176.4,19243.5,19243.5,19243.5,2023-07-19 14:33:07,-0.40351,0,0,0,0,0,0
total,2318,107,107,107,19746.2,19730.0,20048.8,20065.6,20065.6,20065.6,2023-07-19 14:33:08,-0.40007,0,0,0,0,0,0
total,2403,85,85,85,20473.6,20434.6,20921.2,20938.0,20954.7,20954.7,2023-07-19 14:33:09,-0.39788,0,0,0,0,0,0
total,2531,128,128,128,21259.4,21273.5,21609.1,21642.6,21642.6,21642.6,2023-07-19 14:33:10,-0.39388,0,0,0,0,0,0
