type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,68,68,68,68,698.7,696.8,926.4,928.0,929.0,929.0,2023-07-19 13:49:47,0.70711,0,0,0,0,0,0
total,153,85,85,85,1353.4,1305.5,1738.5,1774.2,1778.4,1778.4,2023-07-19 13:49:48,0.97825,0,0,0,0,0,0
total,266,113,113,113,2136.5,2112.9,2501.9,2514.5,2525.0,2525.0,2023-07-19 13:49:49,1.14368,0,0,0,0,0,0
total,367,101,101,101,3010.6,2988.4,3300.9,3319.8,3328.2,3328.2,2023-07-19 13:49:50,1.24570,0,0,0,0,0,0
total,450,83,83,83,3819.0,3883.9,4141.9,4162.8,4215.3,4215.3,2023-07-19 13:49:51,1.31032,0,0,0,0,0,0
total,554,104,104,104,4595.4,4613.7,4932.5,4945.1,4957.7,4957.7,2023-07-19 13:49:52,1.37504,0,0,0,0,0,0
total,672,118,118,118,5310.8,5301.6,5679.1,5708.4,5712.6,5712.6,2023-07-19 13:49:53,1.43828,0,0,0,0,0,0
total,771,99,99,99,6233.5,6262.1,6497.0,6513.8,6522.1,6522.1,2023-07-19 13:49:54,1.48615,0,0,0,0,0,0
total,883,112,112,112,6900.3,6870.3,7277.1,7298.1,7302.3,7302.3,2023-07-19 13:49:55,1.53484,0,0,0,0,0,0
total,976,93,93,93,7601.6,7587.5,7872.7,7960.8,8053.1,8053.1,2023-07-19 13:49:56,1.57271,0,0,0,0,0,0
total,1081,105,105,105,8595.2,8585.7,8883.5,8908.7,8908.7,8908.7,2023-07-19 13:49:57,1.61175,0,0,0,0,0,0
total,1196,115,115,115,9302.9,9286.2,9663.7,9672.1,9672.1,9672.1,2023-07-19 13:49:58,1.65193,0,0,0,0,0,0
total,1302,106,106,106,10113.4,10183.8,10443.8,10460.6,10460.6,10460.6,2023-07-19 13:49:59,1.68718,0,0,0,0,0,0
total,1422,120,120,120,10836.6,10829.7,11190.4,11215.6,11215.6,11215.6,2023-07-19 13:50:00,1.72522,0,0,0,0,0,0
total,1526,104,104,104,11651.8,11668.6,11987.3,11995.7,11995.7,11995.7,2023-07-19 13:50:01,1.75701,0,0,0,0,0,0
total,1589,63,63,63,12577.8,12759.1,12876.5,12884.9,12893.3,12893.3,2023-07-19 13:50:02,1.77561,0,0,0,0,0,0
total,1699,110,110,110,13308.1,13329.5,13656.7,13665.0,13673.4,13673.4,2023-07-19 13:50:03,1.80606,0,0,0,0,0,0
total,1800,101,101,101,13990.2,13975.4,14269.0,14403.2,14445.2,14445.2,2023-07-19 13:50:04,1.83318,0,0,0,0,0,0
total,1924,124,124,124,14891.9,14898.2,15200.2,15216.9,15225.3,15225.3,2023-07-19 13:50:05,1.86539,0,0,0,0,0,0
total,2049,125,125,125,15591.8,15577.6,15938.4,15955.1,15963.5,15963.5,2023-07-19 13:50:06,1.89720,0,0,0,0,0,0
total,2124,75,75,75,16342.6,16349.4,16710.1,16802.4,16802.4,16802.4,2023-07-19 13:50:07,1.91591,0,0,0,0,0,0
total,2215,91,91,91,17309.7,17297.3,17616.1,17649.6,17649.6,17649.6,2023-07-19 13:50:08,1.93774,0,0,0,0,0,0
total,2334,119,119,119,18020.5,18002.0,18371.1,18404.6,18404.6,18404.6,2023-07-19 13:50:09,1.96555,0,0,0,0,0,0
total,2435,101,101,101,18861.5,18958.3,19176.4,19193.1,19209.9,19209.9,2023-07-19 13:50:10,1.98870,0,0,0,0,0,0
total,2552,117,117,117,19582.4,19629.3,19964.9,19981.7,19981.7,19981.7,2023-07-19 13:50:11,2.01495,0,0,0,0,0,0
total,2632,80,80,80,20346.4,20367.5,20753.4,20787.0,20787.0,20787.0,2023-07-19 13:50:12,2.03262,0,0,0,0,0,0
total,2706,74,74,74,21361.0,21374.2,21625.8,21642.6,21642.6,21642.6,2023-07-19 13:50:13,2.04854,0,0,0,0,0,0
total,2818,112,112,112,22072.2,22095.6,22414.4,22431.1,22431.1,22431.1,2023-07-19 13:50:14,2.07202,0,0,0,0,0,0
total,2909,91,91,91,22776.4,22716.4,23253.2,23253.2,23270.0,23270.0,2023-07-19 13:50:15,2.09077,0,0,0,0,0,0
total,3039,130,130,130,23616.8,23622.3,23974.6,23991.4,23991.4,23991.4,2023-07-19 13:50:16,2.11714,0,0,0,0,0,0
total,3120,81,81,81,24334.3,24360.5,24629.0,24696.1,24779.9,24779.9,2023-07-19 13:50:17,2.13341,0,0,0,0,0,0
