type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,66,66,66,66,1024.0,1041.2,1205.9,1213.2,1218.4,1218.4,2023-07-19 14:28:31,-0.70711,0,0,0,0,0,0
total,172,106,106,106,1558.5,1549.8,1868.6,1939.9,1975.5,1975.5,2023-07-19 14:28:32,-0.52685,0,0,0,0,0,0
total,293,121,121,121,2377.9,2369.8,2669.7,2761.9,2780.8,2780.8,2023-07-19 14:28:33,-0.46899,0,0,0,0,0,0
total,423,130,130,130,3169.1,3173.0,3491.8,3531.6,3561.0,3561.0,2023-07-19 14:28:34,-0.43972,0,0,0,0,0,0
total,542,119,119,119,3921.2,3944.7,4250.9,4274.0,4276.1,4276.1,2023-07-19 14:28:35,-0.42653,0,0,0,0,0,0
total,634,92,92,92,4696.7,4731.2,5045.7,5079.3,5125.4,5125.4,2023-07-19 14:28:36,-0.42572,0,0,0,0,0,0
total,769,135,135,135,5466.8,5490.3,5788.1,5813.3,5821.7,5821.7,2023-07-19 14:28:37,-0.41518,0,0,0,0,0,0
total,858,89,89,89,6070.6,6069.2,6333.4,6476.0,6509.6,6509.6,2023-07-19 14:28:38,-0.41463,0,0,0,0,0,0
total,985,127,127,127,7034.1,7000.3,7352.6,7373.6,7373.6,7373.6,2023-07-19 14:28:39,-0.40857,0,0,0,0,0,0
total,1098,113,113,113,7756.5,7734.3,8149.5,8178.9,8187.3,8187.3,2023-07-19 14:28:40,-0.40516,0,0,0,0,0,0
total,1226,128,128,128,8485.2,8480.9,8858.4,8875.1,8883.5,8883.5,2023-07-19 14:28:41,-0.40042,0,0,0,0,0,0
total,1336,110,110,110,9358.4,9370.1,9646.9,9655.3,9663.7,9663.7,2023-07-19 14:28:42,-0.39784,0,0,0,0,0,0
total,1417,81,81,81,10050.5,9948.9,10536.1,10536.1,10544.5,10544.5,2023-07-19 14:28:43,-0.39786,0,0,0,0,0,0
total,1535,118,118,118,10883.2,10863.2,11257.5,11291.1,11291.1,11291.1,2023-07-19 14:28:44,-0.39499,0,0,0,0,0,0
