type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,16,16,16,16,339.3,336.6,368.8,370.9,370.9,370.9,2023-07-19 14:32:44,0.00000,0,0,0,0,0,0
total,109,93,93,93,807.5,818.9,1141.9,1168.1,1172.3,1172.3,2023-07-19 14:32:45,-0.77705,0,0,0,0,0,0
total,171,62,62,62,1500.1,1453.3,2021.7,2031.1,2037.4,2037.4,2023-07-19 14:32:46,-0.75062,0,0,0,0,0,0
total,242,71,71,71,2542.7,2543.8,2910.8,2940.2,2944.4,2944.4,2023-07-19 14:32:47,-0.73912,0,0,0,0,0,0
total,358,116,116,116,3280.8,3261.1,3651.1,3672.1,3672.1,3672.1,2023-07-19 14:32:48,-0.70604,0,0,0,0,0,0
total,442,84,84,84,4139.2,4131.4,4492.1,4517.3,4525.7,4525.7,2023-07-19 14:32:49,-0.69629,0,0,0,0,0,0
total,553,111,111,111,4886.0,4861.2,5255.5,5272.2,5272.2,5272.2,2023-07-19 14:32:50,-0.68028,0,0,0,0,0,0
total,641,88,88,88,5772.4,5922.4,6085.9,6115.3,6119.5,6119.5,2023-07-19 14:32:51,-0.67281,0,0,0,0,0,0
total,738,97,97,97,6465.4,6467.6,6790.6,6866.1,6891.2,6891.2,2023-07-19 14:32:52,-0.66449,0,0,0,0,0,0
total,801,63,63,63,7535.3,7591.7,7788.8,7797.2,7797.2,7797.2,2023-07-19 14:32:53,-0.66271,0,0,0,0,0,0
total,913,112,112,112,8246.9,8250.2,8535.4,8556.4,8560.6,8560.6,2023-07-19 14:32:54,-0.65412,0,0,0,0,0,0
total,1015,102,102,102,8945.6,8925.5,9328.1,9344.9,9344.9,9344.9,2023-07-19 14:32:55,-0.64764,0,0,0,0,0,0
total,1127,112,112,112,9776.5,9789.5,10108.3,10141.8,10141.8,10141.8,2023-07-19 14:32:56,-0.64074,0,0,0,0,0,0
total,1236,109,109,109,10570.0,10510.9,10913.6,10922.0,10938.7,10938.7,2023-07-19 14:32:57,-0.63475,0,0,0,0,0,0
total,1341,105,105,105,11326.1,11299.5,11702.1,11752.4,11752.4,11752.4,2023-07-19 14:32:58,-0.62960,0,0,0,0,0,0
total,1413,72,72,72,12093.5,11987.3,12465.5,12515.8,12524.2,12524.2,2023-07-19 14:32:59,-0.62732,0,0,0,0,0,0
total,1521,108,108,108,13024.4,13010.7,13329.5,13346.3,13354.7,13354.7,2023-07-19 14:33:00,-0.62263,0,0,0,0,0,0
total,1627,106,106,106,13771.9,13849.6,14118.0,14134.8,14134.8,14134.8,2023-07-19 14:33:01,-0.61838,0,0,0,0,0,0
total,1718,91,91,91,14459.6,14445.2,14747.2,14822.7,14906.6,14906.6,2023-07-19 14:33:02,-0.61527,0,0,0,0,0,0
total,1812,94,94,94,15438.6,15409.9,15779.0,15795.7,15795.7,15795.7,2023-07-19 14:33:03,-0.61218,0,0,0,0,0,0
