type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,70,70,70,70,777.6,777.0,1057.0,1059.6,1069.5,1069.5,2023-07-19 13:45:08,-0.70711,0,0,0,0,0,0
total,142,72,72,72,1534.8,1573.9,1819.3,1899.0,1901.1,1901.1,2023-07-19 13:45:09,-0.72828,0,0,0,0,0,0
total,220,78,78,78,2487.9,2525.0,2761.9,2774.5,2776.6,2776.6,2023-07-19 13:45:10,-0.74124,0,0,0,0,0,0
total,327,107,107,107,3155.1,3152.0,3527.4,3552.6,3558.9,3558.9,2023-07-19 13:45:11,-0.73803,0,0,0,0,0,0
total,425,98,98,98,3880.2,3871.3,4299.2,4336.9,4341.1,4341.1,2023-07-19 13:45:12,-0.73668,0,0,0,0,0,0
total,535,110,110,110,4772.8,4785.7,5133.8,5142.2,5142.2,5142.2,2023-07-19 13:45:13,-0.73255,0,0,0,0,0,0
total,604,69,69,69,5613.2,5507.1,5985.3,5997.9,6002.0,6002.0,2023-07-19 13:45:14,-0.73457,0,0,0,0,0,0
total,704,100,100,100,6418.5,6434.1,6765.4,6786.4,6786.4,6786.4,2023-07-19 13:45:15,-0.73182,0,0,0,0,0,0
total,805,101,101,101,7254.6,7356.8,7570.7,7587.5,7591.7,7591.7,2023-07-19 13:45:16,-0.72894,0,0,0,0,0,0
total,909,104,104,104,7961.3,7935.6,8334.1,8363.4,8371.8,8371.8,2023-07-19 13:45:17,-0.72582,0,0,0,0,0,0
total,997,88,88,88,8917.3,8984.2,9193.9,9202.3,9202.3,9202.3,2023-07-19 13:45:18,-0.72409,0,0,0,0,0,0
total,1073,76,76,76,9564.9,9487.5,10016.0,10016.0,10024.4,10024.4,2023-07-19 13:45:19,-0.72315,0,0,0,0,0,0
total,1155,82,82,82,10595.0,10661.9,10863.2,10880.0,10888.4,10888.4,2023-07-19 13:45:20,-0.72177,0,0,0,0,0,0
total,1262,107,107,107,11386.6,11433.7,11668.6,11676.9,11676.9,11676.9,2023-07-19 13:45:21,-0.71892,0,0,0,0,0,0
total,1337,75,75,75,12035.2,12046.0,12473.9,12515.8,12515.8,12515.8,2023-07-19 13:45:22,-0.71788,0,0,0,0,0,0
total,1459,122,122,122,12906.9,12876.5,13262.4,13279.2,13279.2,13279.2,2023-07-19 13:45:23,-0.71453,0,0,0,0,0,0
total,1528,69,69,69,13801.9,13874.8,14109.6,14118.0,14126.4,14126.4,2023-07-19 13:45:24,-0.71373,0,0,0,0,0,0
total,1594,66,66,66,14656.8,14638.1,14982.1,14998.8,15007.2,15007.2,2023-07-19 13:45:25,-0.71303,0,0,0,0,0,0
total,1668,74,74,74,15452.3,15493.8,15762.2,15820.9,15829.3,15829.3,2023-07-19 13:45:26,-0.71200,0,0,0,0,0,0
total,1740,72,72,72,16486.3,16500.4,16710.1,16726.9,16726.9,16726.9,2023-07-19 13:45:27,-0.71105,0,0,0,0,0,0
total,1822,82,82,82,17117.7,17137.9,17549.0,17565.7,17565.7,17565.7,2023-07-19 13:45:28,-0.70977,0,0,0,0,0,0
total,1933,111,111,111,17878.8,17901.3,18203.3,18253.6,18287.2,18287.2,2023-07-19 13:45:29,-0.70756,0,0,0,0,0,0
total,2013,80,80,80,18854.0,18907.9,19142.8,19176.4,19176.4,19176.4,2023-07-19 13:45:30,-0.70640,0,0,0,0,0,0
total,2076,63,63,63,19607.6,19461.6,20015.2,20048.8,20048.8,20048.8,2023-07-19 13:45:31,-0.70575,0,0,0,0,0,0
total,2167,91,91,91,20424.8,20417.9,20820.5,20854.1,20854.1,20854.1,2023-07-19 13:45:32,-0.70433,0,0,0,0,0,0
total,2264,97,97,97,21325.5,21340.6,21642.6,21659.4,21676.2,21676.2,2023-07-19 13:45:33,-0.70279,0,0,0,0,0,0
total,2362,98,98,98,22088.6,22045.3,22464.7,22481.5,22481.5,22481.5,2023-07-19 13:45:34,-0.70127,0,0,0,0,0,0
total,2469,107,107,107,22860.8,22850.6,23219.7,23253.2,23253.2,23253.2,2023-07-19 13:45:35,-0.69958,0,0,0,0,0,0
total,2565,96,96,96,23641.7,23622.3,24025.0,24058.5,24058.5,24058.5,2023-07-19 13:45:36,-0.69818,0,0,0,0,0,0
total,2656,91,91,91,24569.7,24612.2,24863.8,24880.6,24897.4,24897.4,2023-07-19 13:45:37,-0.69694,0,0,0,0,0,0
total,2771,115,115,115,25277.2,25249.7,25635.6,25652.4,25652.4,25652.4,2023-07-19 13:45:38,-0.69522,0,0,0,0,0,0
total,2864,93,93,93,25972.3,25971.1,26239.6,26357.0,26407.3,26407.3,2023-07-19 13:45:39,-0.69400,0,0,0,0,0,0
total,2936,72,72,72,26985.5,27078.4,27246.2,27296.5,27296.5,27296.5,2023-07-19 13:45:40,-0.69322,0,0,0,0,0,0
total,3012,76,76,76,27648.9,27598.5,28152.2,28168.9,28168.9,28168.9,2023-07-19 13:45:41,-0.69238,0,0,0,0,0,0
total,3105,93,93,93,28436.4,28437.4,28689.0,28940.7,28974.3,28974.3,2023-07-19 13:45:42,-0.69125,0,0,0,0,0,0
total,3229,124,124,124,29376.1,29360.1,29712.4,29729.2,29746.0,29746.0,2023-07-19 13:45:43,-0.68959,0,0,0,0,0,0
total,3321,92,92,92,30166.3,30098.3,30551.3,30568.1,30568.1,30568.1,2023-07-19 13:45:44,-0.68853,0,0,0,0,0,0
total,3430,109,109,109,30905.4,30903.6,31289.5,31339.8,31339.8,31339.8,2023-07-19 13:45:45,-0.68720,0,0,0,0,0,0
