type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,116,116,116,116,680.6,709.4,1012.4,1028.7,1031.3,1031.3,2023-07-19 14:10:28,-0.70711,0,0,0,0,0,0
total,187,71,71,71,1412.8,1458.6,1750.1,1826.6,1864.4,1864.4,2023-07-19 14:10:29,-0.79011,0,0,0,0,0,0
total,281,94,94,94,2426.8,2432.7,2682.3,2705.3,2711.6,2711.6,2023-07-19 14:10:30,-0.82502,0,0,0,0,0,0
total,383,102,102,102,3117.2,3097.5,3475.0,3491.8,3493.9,3493.9,2023-07-19 14:10:31,-0.84338,0,0,0,0,0,0
total,451,68,68,68,4008.6,4083.2,4366.3,4370.5,4374.7,4374.7,2023-07-19 14:10:32,-0.85748,0,0,0,0,0,0
total,555,104,104,104,4759.3,4676.6,5146.4,5154.8,5159.0,5159.0,2023-07-19 14:10:33,-0.86469,0,0,0,0,0,0
total,682,127,127,127,5525.2,5519.7,5809.1,5872.0,5876.2,5876.2,2023-07-19 14:10:34,-0.86828,0,0,0,0,0,0
total,793,111,111,111,6336.7,6295.7,6656.4,6668.9,6668.9,6668.9,2023-07-19 14:10:35,-0.87131,0,0,0,0,0,0
total,878,85,85,85,7072.1,7042.2,7461.7,7474.2,7474.2,7474.2,2023-07-19 14:10:36,-0.87441,0,0,0,0,0,0
total,1006,128,128,128,7926.1,7939.8,8237.6,8254.4,8258.6,8258.6,2023-07-19 14:10:37,-0.87528,0,0,0,0,0,0
total,1110,104,104,104,8676.1,8757.7,9026.1,9034.5,9042.9,9042.9,2023-07-19 14:10:38,-0.87647,0,0,0,0,0,0
total,1202,92,92,92,9547.7,9655.3,9873.4,9873.4,9873.4,9873.4,2023-07-19 14:10:39,-0.87763,0,0,0,0,0,0
total,1290,88,88,88,10301.7,10217.3,10695.5,10703.9,10712.3,10712.3,2023-07-19 14:10:40,-0.87860,0,0,0,0,0,0
total,1398,108,108,108,11021.0,10997.5,11349.8,11425.3,11433.7,11433.7,2023-07-19 14:10:41,-0.87887,0,0,0,0,0,0
total,1462,64,64,64,12140.4,12163.5,12322.9,12331.3,12339.6,12339.6,2023-07-19 14:10:42,-0.87991,0,0,0,0,0,0
total,1571,109,109,109,12771.3,12784.2,13111.4,13128.2,13128.2,13128.2,2023-07-19 14:10:43,-0.87990,0,0,0,0,0,0
