type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,2,2,2,2,538.0,530.1,546.3,546.3,546.3,546.3,2023-07-19 13:55:54,0.00000,0,0,0,0,0,0
total,100,98,98,98,1064.5,1127.2,1366.3,1383.1,1388.3,1388.3,2023-07-19 13:55:55,-0.73225,0,0,0,0,0,0
total,205,105,105,105,1742.3,1718.6,2122.3,2158.0,2162.2,2162.2,2023-07-19 13:55:56,-0.54280,0,0,0,0,0,0
total,285,80,80,80,2553.4,2487.2,2988.4,3013.6,3017.8,3017.8,2023-07-19 13:55:57,-0.51394,0,0,0,0,0,0
total,361,76,76,76,3446.2,3418.4,3802.1,3839.9,3844.1,3844.1,2023-07-19 13:55:58,-0.50283,0,0,0,0,0,0
total,456,95,95,95,4224.0,4213.2,4550.8,4647.3,4655.7,4655.7,2023-07-19 13:55:59,-0.48663,0,0,0,0,0,0
total,563,107,107,107,5113.5,5108.7,5431.6,5448.4,5456.8,5456.8,2023-07-19 13:56:00,-0.47109,0,0,0,0,0,0
total,664,101,101,101,5902.0,5926.6,6224.3,6241.1,6249.5,6249.5,2023-07-19 13:56:01,-0.46088,0,0,0,0,0,0
total,764,100,100,100,6648.9,6698.3,6950.0,7033.8,7046.4,7046.4,2023-07-19 13:56:02,-0.45284,0,0,0,0,0,0
total,837,73,73,73,7484.6,7440.7,7893.7,7910.5,7914.7,7914.7,2023-07-19 13:56:03,-0.45104,0,0,0,0,0,0
total,921,84,84,84,8371.4,8434.7,8715.8,8732.5,8740.9,8740.9,2023-07-19 13:56:04,-0.44749,0,0,0,0,0,0
total,1012,91,91,91,9197.4,9252.6,9546.2,9563.0,9563.0,9563.0,2023-07-19 13:56:05,-0.44330,0,0,0,0,0,0
total,1137,125,125,125,9934.0,9932.1,10267.7,10301.2,10301.2,10301.2,2023-07-19 13:56:06,-0.43554,0,0,0,0,0,0
total,1244,107,107,107,10730.2,10712.3,11064.6,11089.7,11089.7,11089.7,2023-07-19 13:56:07,-0.43049,0,0,0,0,0,0
total,1325,81,81,81,11582.6,11626.6,11920.2,11937.0,11937.0,11937.0,2023-07-19 13:56:08,-0.42830,0,0,0,0,0,0
total,1402,77,77,77,12311.7,12213.8,12767.5,12775.8,12775.8,12775.8,2023-07-19 13:56:09,-0.42655,0,0,0,0,0,0
total,1510,108,108,108,13162.8,13136.6,13539.2,13564.4,13564.4,13564.4,2023-07-19 13:56:10,-0.42251,0,0,0,0,0,0
total,1597,87,87,87,13999.2,13933.5,14386.5,14394.9,14394.9,14394.9,2023-07-19 13:56:11,-0.42022,0,0,0,0,0,0
total,1699,102,102,102,14788.3,14755.6,15149.8,15183.4,15183.4,15183.4,2023-07-19 13:56:12,-0.41710,0,0,0,0,0,0
total,1765,66,66,66,15541.5,15502.1,15879.6,15913.2,15997.1,15997.1,2023-07-19 13:56:13,-0.41626,0,0,0,0,0,0
total,1837,72,72,72,16543.6,16575.9,16869.5,16877.9,16894.7,16894.7,2023-07-19 13:56:14,-0.41510,0,0,0,0,0,0
total,1917,80,80,80,17412.0,17481.9,17733.5,17767.1,17800.6,17800.6,2023-07-19 13:56:15,-0.41357,0,0,0,0,0,0
total,2021,104,104,104,18148.1,18119.4,18522.0,18538.8,18538.8,18538.8,2023-07-19 13:56:16,-0.41094,0,0,0,0,0,0
total,2112,91,91,91,19028.6,19142.8,19344.1,19360.9,19360.9,19360.9,2023-07-19 13:56:17,-0.40902,0,0,0,0,0,0
total,2229,117,117,117,19711.4,19696.5,20082.3,20099.1,20115.9,20115.9,2023-07-19 13:56:18,-0.40609,0,0,0,0,0,0
total,2308,79,79,79,20698.3,20803.7,20971.5,20971.5,20971.5,20971.5,2023-07-19 13:56:19,-0.40482,0,0,0,0,0,0
total,2402,94,94,94,21429.3,21525.2,21776.8,21793.6,21793.6,21793.6,2023-07-19 13:56:20,-0.40302,0,0,0,0,0,0
total,2491,89,89,89,22111.0,22078.8,22598.9,22598.9,22615.7,22615.7,2023-07-19 13:56:21,-0.40146,0,0,0,0,0,0
