type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,66,66,66,66,663.8,726.1,933.2,936.9,939.5,939.5,2023-07-19 14:27:31,0.70711,0,0,0,0,0,0
total,180,114,114,114,1364.6,1378.9,1693.5,1722.8,1845.5,1845.5,2023-07-19 14:27:32,0.99415,0,0,0,0,0,0
total,312,132,132,132,2087.9,2077.2,2432.7,2451.6,2453.7,2453.7,2023-07-19 14:27:33,1.17238,0,0,0,0,0,0
total,398,86,86,86,2750.7,2715.8,3244.3,3267.4,3273.7,3273.7,2023-07-19 14:27:34,1.25634,0,0,0,0,0,0
total,522,124,124,124,3621.3,3552.6,4018.1,4026.5,4028.6,4028.6,2023-07-19 14:27:35,1.34324,0,0,0,0,0,0
total,614,92,92,92,4385.0,4324.3,4810.9,4844.4,4852.8,4852.8,2023-07-19 14:27:36,1.39799,0,0,0,0,0,0
total,744,130,130,130,5261.3,5284.8,5586.8,5603.6,5603.6,5603.6,2023-07-19 14:27:37,1.46219,0,0,0,0,0,0
total,876,132,132,132,5951.8,5930.7,6312.4,6320.8,6320.8,6320.8,2023-07-19 14:27:38,1.52118,0,0,0,0,0,0
total,1010,134,134,134,6688.2,6681.5,7038.0,7054.8,7059.0,7059.0,2023-07-19 14:27:39,1.57626,0,0,0,0,0,0
total,1117,107,107,107,7460.8,7390.4,7843.3,7847.5,7847.5,7847.5,2023-07-19 14:27:40,1.61733,0,0,0,0,0,0
total,1243,126,126,126,8187.2,8174.7,8543.8,8560.6,8564.8,8564.8,2023-07-19 14:27:41,1.66231,0,0,0,0,0,0
total,1304,61,61,61,9213.8,9328.1,9470.7,9479.1,9495.9,9495.9,2023-07-19 14:27:42,1.68321,0,0,0,0,0,0
total,1443,139,139,139,9822.5,9814.7,10167.0,10192.2,10200.5,10200.5,2023-07-19 14:27:43,1.72619,0,0,0,0,0,0
total,1574,131,131,131,10558.5,10544.5,10896.8,10922.0,10930.4,10930.4,2023-07-19 14:27:44,1.76526,0,0,0,0,0,0
total,1705,131,131,131,11331.1,11366.6,11651.8,11660.2,11668.6,11668.6,2023-07-19 14:27:45,1.80295,0,0,0,0,0,0
total,1821,116,116,116,12069.0,12029.3,12423.5,12431.9,12440.3,12440.3,2023-07-19 14:27:46,1.83519,0,0,0,0,0,0
total,1899,78,78,78,12691.4,12633.2,13103.0,13203.7,13237.2,13237.2,2023-07-19 14:27:47,1.85623,0,0,0,0,0,0
total,2012,113,113,113,13710.5,13656.7,14034.1,14042.5,14050.9,14050.9,2023-07-19 14:27:48,1.88509,0,0,0,0,0,0
total,2147,135,135,135,14436.7,14470.3,14764.0,14780.7,14780.7,14780.7,2023-07-19 14:27:49,1.91856,0,0,0,0,0,0
total,2276,129,129,129,15175.3,15208.5,15502.1,15527.3,15527.3,15527.3,2023-07-19 14:27:50,1.94985,0,0,0,0,0,0
total,2406,130,130,130,15886.7,15871.2,16240.3,16257.1,16257.1,16257.1,2023-07-19 14:27:51,1.98073,0,0,0,0,0,0
total,2509,103,103,103,16687.3,16819.2,17037.3,17045.7,17054.0,17054.0,2023-07-19 14:27:52,2.00467,0,0,0,0,0,0
total,2591,82,82,82,17582.2,17716.7,17901.3,17901.3,17918.1,17918.1,2023-07-19 14:27:53,2.02318,0,0,0,0,0,0
total,2697,106,106,106,18359.5,18421.4,18689.8,18706.6,18706.6,18706.6,2023-07-19 14:27:54,2.04635,0,0,0,0,0,0
total,2831,134,134,134,19047.4,19042.1,19394.5,19411.2,19411.2,19411.2,2023-07-19 14:27:55,2.07508,0,0,0,0,0,0
total,2962,131,131,131,19792.3,19830.7,20132.7,20149.4,20149.4,20149.4,2023-07-19 14:27:56,2.10279,0,0,0,0,0,0
total,3048,86,86,86,20474.6,20367.5,20988.3,21005.1,21005.1,21005.1,2023-07-19 14:27:57,2.12065,0,0,0,0,0,0
total,3156,108,108,108,21349.9,21357.4,21726.5,21726.5,21743.3,21743.3,2023-07-19 14:27:58,2.14259,0,0,0,0,0,0
total,3236,80,80,80,22362.6,22447.9,22615.7,22615.7,22615.7,22615.7,2023-07-19 14:27:59,2.15850,0,0,0,0,0,0
total,3348,112,112,112,23096.1,23119.0,23387.4,23404.2,23404.2,23404.2,2023-07-19 14:28:00,2.18025,0,0,0,0,0,0
total,3473,125,125,125,23771.6,23790.1,24142.4,24192.7,24192.7,24192.7,2023-07-19 14:28:01,2.20414,0,0,0,0,0,0
total,3603,130,130,130,24534.5,24561.8,24847.1,24880.6,24880.6,24880.6,2023-07-19 14:28:02,2.22877,0,0,0,0,0,0
total,3703,100,100,100,25225.7,25182.6,25669.1,25702.7,25702.7,25702.7,2023-07-19 14:28:03,2.24747,0,0,0,0,0,0
total,3812,109,109,109,25964.6,25954.4,26306.7,26407.3,26407.3,26407.3,2023-07-19 14:28:04,2.26760,0,0,0,0,0,0
total,3922,110,110,110,26864.1,26843.5,27195.9,27229.4,27229.4,27229.4,2023-07-19 14:28:05,2.28761,0,0,0,0,0,0
total,4049,127,127,127,27654.6,27665.6,27967.6,27984.4,27984.4,27984.4,2023-07-19 14:28:06,2.31044,0,0,0,0,0,0
