type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,56,56,56,56,630.0,625.5,851.4,859.3,874.5,874.5,2023-07-19 14:33:12,0.70711,0,0,0,0,0,0
total,147,91,91,91,1358.9,1387.3,1666.2,1677.7,1680.9,1680.9,2023-07-19 14:33:13,1.37381,0,0,0,0,0,0
total,237,90,90,90,2069.3,2063.6,2411.7,2472.5,2495.6,2495.6,2023-07-19 14:33:14,1.79234,0,0,0,0,0,0
total,349,112,112,112,2928.4,2894.1,3273.7,3292.5,3294.6,3294.6,2023-07-19 14:33:15,2.27571,0,0,0,0,0,0
total,441,92,92,92,3772.4,3785.4,4085.3,4108.3,4112.5,4112.5,2023-07-19 14:33:16,2.68755,0,0,0,0,0,0
total,518,77,77,77,4613.6,4701.8,4957.7,5016.4,5024.8,5024.8,2023-07-19 14:33:17,3.03310,0,0,0,0,0,0
total,631,113,113,113,5345.9,5331.0,5708.4,5721.0,5733.6,5733.6,2023-07-19 14:33:18,3.60056,0,0,0,0,0,0
total,727,96,96,96,6221.8,6249.5,6522.1,6538.9,6543.1,6543.1,2023-07-19 14:33:19,4.15820,0,0,0,0,0,0
total,845,118,118,118,6911.9,6887.0,7272.9,7289.7,7293.9,7293.9,2023-07-19 14:33:20,4.98876,0,0,0,0,0,0
total,945,100,100,100,7829.4,7864.3,8103.4,8111.8,8116.0,8116.0,2023-07-19 14:33:21,5.86149,0,0,0,0,0,0
total,1012,67,67,67,8447.4,8325.7,8950.6,8967.4,9009.4,9009.4,2023-07-19 14:33:22,6.54040,0,0,0,0,0,0
total,1101,89,89,89,9424.2,9336.5,9781.1,9797.9,9814.7,9814.7,2023-07-19 14:33:23,7.60144,0,0,0,0,0,0
total,1220,119,119,119,10191.8,10175.4,10536.1,10552.9,10561.3,10561.3,2023-07-19 14:33:24,9.49825,0,0,0,0,0,0
total,1314,94,94,94,11013.6,11039.4,11341.4,11366.6,11366.6,11366.6,2023-07-19 14:33:25,11.60461,0,0,0,0,0,0
total,1409,95,95,95,11704.3,11668.6,12171.9,12222.2,12230.6,12230.6,2023-07-19 14:33:26,14.62845,0,0,0,0,0,0
total,1545,136,136,136,12529.2,12515.8,12884.9,12901.7,12901.7,12901.7,2023-07-19 14:33:27,22.56772,0,0,0,0,0,0
total,1678,133,133,133,13260.0,13237.2,13556.0,13623.1,13631.5,13631.5,2023-07-19 14:33:28,45.10835,0,0,0,0,0,0
total,1763,85,85,85,14122.5,14034.1,14453.6,14462.0,14470.3,14470.3,2023-07-19 14:33:29,112.28595,0,0,0,0,0,0
total,1901,138,138,138,14852.0,14839.4,15166.6,15183.4,15191.8,15191.8,2023-07-19 14:33:30,-86.75534,0,0,0,0,0,0
total,2015,114,114,114,15599.4,15527.3,15963.5,15988.7,15997.1,15997.1,2023-07-19 14:33:31,-36.37054,0,0,0,0,0,0
total,2143,128,128,128,16359.6,16383.0,16684.9,16701.7,16710.1,16710.1,2023-07-19 14:33:32,-22.41840,0,0,0,0,0,0
total,2277,134,134,134,17085.2,17070.8,17431.5,17448.3,17448.3,17448.3,2023-07-19 14:33:33,-16.20421,0,0,0,0,0,0
total,2380,103,103,103,17811.1,17800.6,18253.6,18270.4,18287.2,18287.2,2023-07-19 14:33:34,-13.47288,0,0,0,0,0,0
total,2492,112,112,112,18648.3,18773.7,18991.8,19025.4,19025.4,19025.4,2023-07-19 14:33:35,-11.45884,0,0,0,0,0,0
total,2615,123,123,123,19360.3,19310.6,19763.6,19780.3,19797.1,19797.1,2023-07-19 14:33:36,-9.90038,0,0,0,0,0,0
total,2746,131,131,131,20158.0,20132.7,20501.8,20518.5,20518.5,20518.5,2023-07-19 14:33:37,-8.68847,0,0,0,0,0,0
total,2874,128,128,128,20903.1,20938.0,21223.2,21240.0,21256.7,21256.7,2023-07-19 14:33:38,-7.79063,0,0,0,0,0,0
total,3005,131,131,131,21636.9,21659.4,21961.4,21978.2,21994.9,21994.9,2023-07-19 14:33:39,-7.06930,0,0,0,0,0,0
total,3090,85,85,85,22423.7,22582.1,22800.2,22817.0,22817.0,22817.0,2023-07-19 14:33:40,-6.68285,0,0,0,0,0,0
total,3196,106,106,106,23317.8,23337.1,23588.8,23605.5,23605.5,23605.5,2023-07-19 14:33:41,-6.27034,0,0,0,0,0,0
total,3300,104,104,104,24076.6,24125.6,24394.1,24394.1,24410.8,24410.8,2023-07-19 14:33:42,-5.92391,0,0,0,0,0,0
total,3430,130,130,130,24766.7,24763.2,25115.5,25132.3,25132.3,25132.3,2023-07-19 14:33:43,-5.55199,0,0,0,0,0,0
total,3564,134,134,134,25510.0,25501.4,25853.7,25870.5,25870.5,25870.5,2023-07-19 14:33:44,-5.22397,0,0,0,0,0,0
total,3703,139,139,139,26238.9,26222.8,26575.1,26591.9,26591.9,26591.9,2023-07-19 14:33:45,-4.93033,0,0,0,0,0,0
total,3800,97,97,97,27031.6,27078.4,27330.1,27363.6,27380.4,27380.4,2023-07-19 14:33:46,-4.74956,0,0,0,0,0,0
total,3888,88,88,88,27868.9,27766.3,28236.1,28236.1,28252.8,28252.8,2023-07-19 14:33:47,-4.60139,0,0,0,0,0,0
total,4021,133,133,133,28613.2,28638.7,28940.7,28957.5,28957.5,28957.5,2023-07-19 14:33:48,-4.39924,0,0,0,0,0,0
total,4155,134,134,134,29319.6,29309.8,29662.1,29678.9,29678.9,29678.9,2023-07-19 14:33:49,-4.21726,0,0,0,0,0,0
total,4297,142,142,142,30031.6,30014.4,30383.5,30400.3,30400.3,30400.3,2023-07-19 14:33:50,-4.04433,0,0,0,0,0,0
total,4382,85,85,85,30662.3,30668.8,30903.6,31222.4,31222.4,31222.4,2023-07-19 14:33:51,-3.95000,0,0,0,0,0,0
total,4502,120,120,120,31561.6,31490.8,31994.2,32010.9,32010.9,32010.9,2023-07-19 14:33:52,-3.82719,0,0,0,0,0,0
total,4642,140,140,140,32358.6,32346.5,32698.8,32715.6,32715.6,32715.6,2023-07-19 14:33:53,-3.69610,0,0,0,0,0,0
total,4777,135,135,135,33087.7,33084.7,33437.0,33453.8,33453.8,33453.8,2023-07-19 14:33:54,-3.58053,0,0,0,0,0,0
total,4913,136,136,136,33802.4,33806.1,34158.4,34175.2,34175.2,34175.2,2023-07-19 14:33:55,-3.47350,0,0,0,0,0,0
total,5048,135,135,135,34549.9,34561.1,34896.6,34896.6,34930.2,34930.2,2023-07-19 14:33:56,-3.37556,0,0,0,0,0,0
total,5137,89,89,89,35334.9,35265.7,35735.5,35735.5,35735.5,35735.5,2023-07-19 14:33:57,-3.31536,0,0,0,0,0,0
total,5239,102,102,102,36111.5,36003.9,36540.8,36540.8,36540.8,36540.8,2023-07-19 14:33:58,-3.25042,0,0,0,0,0,0
total,5388,149,149,149,36869.9,36876.3,37211.9,37245.4,37245.4,37245.4,2023-07-19 14:33:59,-3.16173,0,0,0,0,0,0
total,5532,144,144,144,37594.2,37581.0,37916.5,37950.1,37950.1,37950.1,2023-07-19 14:34:00,-3.08200,0,0,0,0,0,0
total,5667,135,135,135,38305.9,38319.2,38654.7,38688.3,38688.3,38688.3,2023-07-19 14:34:01,-3.01219,0,0,0,0,0,0
total,5758,91,91,91,39046.1,38956.7,39493.6,39493.6,39493.6,39493.6,2023-07-19 14:34:02,-2.96782,0,0,0,0,0,0
total,5894,136,136,136,39917.4,39929.8,40198.2,40231.8,40231.8,40231.8,2023-07-19 14:34:03,-2.90507,0,0,0,0,0,0
total,5983,89,89,89,40718.7,40802.2,41003.5,41003.5,41037.1,41037.1,2023-07-19 14:34:04,-2.86621,0,0,0,0,0,0
total,6112,129,129,129,41434.7,41439.7,41775.3,41808.8,41808.8,41808.8,2023-07-19 14:34:05,-2.81271,0,0,0,0,0,0
total,6246,134,134,134,42164.1,42211.5,42513.5,42513.5,42513.5,42513.5,2023-07-19 14:34:06,-2.76010,0,0,0,0,0,0
