type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,44,44,44,44,606.7,640.7,747.6,754.5,754.5,754.5,2023-07-19 14:05:35,0.00000,0,0,0,0,0,0
total,130,86,86,86,1189.3,1135.6,1566.6,1580.2,1582.3,1582.3,2023-07-19 14:05:36,7.33774,0,0,0,0,0,0
total,256,126,126,126,1986.9,2009.1,2309.0,2315.3,2327.8,2327.8,2023-07-19 14:05:37,-3.91484,0,0,0,0,0,0
total,372,116,116,116,2781.1,2827.0,3076.5,3089.1,3097.5,3097.5,2023-07-19 14:05:38,-2.10560,0,0,0,0,0,0
total,511,139,139,139,3472.3,3464.5,3804.2,3821.0,3823.1,3823.1,2023-07-19 14:05:39,-1.49189,0,0,0,0,0,0
total,640,129,129,129,4217.9,4200.6,4550.8,4571.8,4571.8,4571.8,2023-07-19 14:05:40,-1.22788,0,0,0,0,0,0
total,769,129,129,129,4960.3,4982.8,5284.8,5305.8,5305.8,5305.8,2023-07-19 14:05:41,-1.07080,0,0,0,0,0,0
total,855,86,86,86,5827.0,5914.0,6123.7,6136.3,6140.5,6140.5,2023-07-19 14:05:42,-1.00129,0,0,0,0,0,0
total,955,100,100,100,6554.9,6580.9,6916.4,6937.4,6937.4,6937.4,2023-07-19 14:05:43,-0.93965,0,0,0,0,0,0
total,1095,140,140,140,7317.5,7340.0,7625.2,7650.4,7654.6,7654.6,2023-07-19 14:05:44,-0.87163,0,0,0,0,0,0
total,1225,130,130,130,8049.6,8078.2,8371.8,8401.2,8401.2,8401.2,2023-07-19 14:05:45,-0.82238,0,0,0,0,0,0
total,1357,132,132,132,8766.1,8757.7,9101.6,9126.8,9126.8,9126.8,2023-07-19 14:05:46,-0.78171,0,0,0,0,0,0
total,1466,109,109,109,9464.5,9479.1,9756.0,9789.5,9797.9,9797.9,2023-07-19 14:05:47,-0.75393,0,0,0,0,0,0
total,1534,68,68,68,10431.9,10452.2,10771.0,10787.7,10821.3,10821.3,2023-07-19 14:05:48,-0.74056,0,0,0,0,0,0
