type total,ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb
total,73,73,73,73,905.4,935.9,1196.4,1206.9,1209.0,1209.0,2023-07-19 13:55:47,-0.70711,0,0,0,0,0,0
total,167,94,94,94,1614.8,1601.2,1980.8,2011.2,2019.6,2019.6,2023-07-19 13:55:48,-0.57984,0,0,0,0,0,0
total,253,86,86,86,2548.9,2518.7,2835.3,2862.6,2866.8,2866.8,2023-07-19 13:55:49,-0.55490,0,0,0,0,0,0
total,354,101,101,101,3279.2,3303.0,3632.3,3651.1,3657.4,3657.4,2023-07-19 13:55:50,-0.53420,0,0,0,0,0,0
total,448,94,94,94,4063.9,4133.5,4425.0,4441.8,4454.4,4454.4,2023-07-19 13:55:51,-0.52394,0,0,0,0,0,0
total,549,101,101,101,4937.3,4882.2,5238.7,5247.1,5263.9,5263.9,2023-07-19 13:55:52,-0.51429,0,0,0,0,0,0
total,662,113,113,113,5689.7,5716.8,6018.8,6039.8,6048.2,6048.2,2023-07-19 13:55:53,-0.50385,0,0,0,0,0,0
total,751,89,89,89,6503.1,6635.4,6857.7,6866.1,6870.3,6870.3,2023-07-19 13:55:54,-0.49989,0,0,0,0,0,0
total,852,101,101,101,7280.8,7310.7,7650.4,7663.0,7667.2,7667.2,2023-07-19 13:55:55,-0.49437,0,0,0,0,0,0
total,955,103,103,103,8129.4,8208.3,8455.7,8459.9,8464.1,8464.1,2023-07-19 13:55:56,-0.48921,0,0,0,0,0,0
total,1038,83,83,83,8885.2,8816.4,9303.0,9311.4,9311.4,9311.4,2023-07-19 13:55:57,-0.48694,0,0,0,0,0,0
total,1163,125,125,125,9683.2,9663.7,10032.8,10049.6,10049.6,10049.6,2023-07-19 13:55:58,-0.48043,0,0,0,0,0,0
total,1253,90,90,90,10440.9,10359.9,10863.2,10871.6,10888.4,10888.4,2023-07-19 13:55:59,-0.47776,0,0,0,0,0,0
total,1358,105,105,105,11272.1,11265.9,11626.6,11651.8,11651.8,11651.8,2023-07-19 13:56:00,-0.47399,0,0,0,0,0,0
total,1441,83,83,83,12063.5,12012.5,12448.7,12465.5,12465.5,12465.5,2023-07-19 13:56:01,-0.47211,0,0,0,0,0,0
total,1497,56,56,56,12703.2,12700.4,12935.2,13019.1,13119.8,13119.8,2023-07-19 13:56:02,-0.47206,0,0,0,0,0,0
total,1582,85,85,85,13924.2,13899.9,14176.7,14201.9,14210.3,14210.3,2023-07-19 13:56:03,-0.47018,0,0,0,0,0,0
total,1686,104,104,104,14617.6,14646.5,14973.7,14982.1,14998.8,14998.8,2023-07-19 13:56:04,-0.46728,0,0,0,0,0,0
total,1765,79,79,79,15498.5,15569.3,15820.9,15837.7,15837.7,15837.7,2023-07-19 13:56:05,-0.46586,0,0,0,0,0,0
total,1866,101,101,101,16257.5,16282.3,16626.2,16634.6,16643.0,16643.0,2023-07-19 13:56:06,-0.46340,0,0,0,0,0,0
total,1948,82,82,82,17154.3,17196.6,17448.3,17465.1,17465.1,17465.1,2023-07-19 13:56:07,-0.46193,0,0,0,0,0,0
total,2018,70,70,70,17874.9,17767.1,18337.5,18337.5,18354.3,18354.3,2023-07-19 13:56:08,-0.46102,0,0,0,0,0,0
total,2120,102,102,102,18756.8,18773.7,19109.2,19126.0,19142.8,19142.8,2023-07-19 13:56:09,-0.45883,0,0,0,0,0,0
total,2195,75,75,75,19477.6,19411.2,19981.7,19998.4,19998.4,19998.4,2023-07-19 13:56:10,-0.45776,0,0,0,0,0,0
total,2299,104,104,104,20364.6,20350.8,20753.4,20753.4,20770.2,20770.2,2023-07-19 13:56:11,-0.45566,0,0,0,0,0,0
total,2354,55,55,55,21008.9,20988.3,21223.2,21240.0,21307.1,21307.1,2023-07-19 13:56:12,-0.45529,0,0,0,0,0,0
total,2453,99,99,99,22095.2,22112.4,22447.9,22464.7,22464.7,22464.7,2023-07-19 13:56:13,-0.45351,0,0,0,0,0,0
total,2553,100,100,100,22879.4,22867.3,23236.4,23253.2,23270.0,23270.0,2023-07-19 13:56:14,-0.45176,0,0,0,0,0,0
total,2626,73,73,73,23767.7,23874.0,24092.1,24125.6,24125.6,24125.6,2023-07-19 13:56:15,-0.45087,0,0,0,0,0,0
total,2699,73,73,73,24585.9,24696.1,24964.5,24964.5,24964.5,24964.5,2023-07-19 13:56:16,-0.45000,0,0,0,0,0,0
total,2770,71,71,71,25495.3,25551.7,25803.4,25820.1,25820.1,25820.1,2023-07-19 13:56:17,-0.44919,0,0,0,0,0,0
total,2849,79,79,79,26243.7,26206.0,26642.2,26659.0,26675.8,26675.8,2023-07-19 13:56:18,-0.44819,0,0,0,0,0,0
total,2929,80,80,80,27136.9,27145.5,27481.1,27531.4,27531.4,27531.4,2023-07-19 13:56:19,-0.44720,0,0,0,0,0,0
total,2964,35,35,35,27671.6,27648.9,27816.6,27883.7,27883.7,27883.7,2023-07-19 13:56:20,-0.44728,0,0,0,0,0,0
total,3097,133,133,133,28823.3,28806.5,29158.8,29175.6,29175.6,29175.6,2023-07-19 13:56:21,-0.44512,0,0,0,0,0,0
total,3202,105,105,105,29616.2,29695.7,29947.3,29964.1,29964.1,29964.1,2023-07-19 13:56:22,-0.44364,0,0,0,0,0,0
total,3297,95,95,95,30299.6,30249.3,30719.1,30752.6,30786.2,30786.2,2023-07-19 13:56:23,-0.44242,0,0,0,0,0,0
total,3398,101,101,101,31299.7,31339.8,31574.7,31574.7,31574.7,31574.7,2023-07-19 13:56:24,-0.44111,0,0,0,0,0,0
total,3524,126,126,126,31959.3,31943.8,32296.1,32329.7,32329.7,32329.7,2023-07-19 13:56:25,-0.43934,0,0,0,0,0,0
total,3651,127,127,127,32692.0,32682.0,33034.3,33051.1,33067.9,33067.9,2023-07-19 13:56:26,-0.43760,0,0,0,0,0,0
total,3749,98,98,98,33498.8,33520.9,33822.9,33839.6,33839.6,33839.6,2023-07-19 13:56:27,-0.43644,0,0,0,0,0,0
total,3813,64,64,64,34484.8,34594.6,34728.8,34762.4,34762.4,34762.4,2023-07-19 13:56:28,-0.43593,0,0,0,0,0,0
total,3906,93,93,93,35258.7,35299.3,35534.1,35567.7,35567.7,35567.7,2023-07-19 13:56:29,-0.43491,0,0,0,0,0,0
total,4031,125,125,125,35953.6,36003.9,36305.9,36305.9,36339.4,36339.4,2023-07-19 13:56:30,-0.43339,0,0,0,0,0,0
total,4133,102,102,102,36713.8,36708.5,37077.6,37111.2,37111.2,37111.2,2023-07-19 13:56:31,-0.43227,0,0,0,0,0,0
total,4209,76,76,76,37550.9,37480.3,37950.1,37950.1,37950.1,37950.1,2023-07-19 13:56:32,-0.43160,0,0,0,0,0,0
total,4271,62,62,62,38425.8,38587.6,38856.0,38856.0,38889.6,38889.6,2023-07-19 13:56:33,-0.43115,0,0,0,0,0,0
total,4370,99,99,99,39278.2,39325.8,39627.8,39627.8,39661.3,39661.3,2023-07-19 13:56:34,-0.43016,0,0,0,0,0,0
total,4478,108,108,108,40016.8,39996.9,40399.5,40399.5,40433.1,40433.1,2023-07-19 13:56:35,-0.42905,0,0,0,0,0,0
total,4601,123,123,123,40811.6,40835.7,41171.3,41171.3,41171.3,41171.3,2023-07-19 13:56:36,-0.42776,0,0,0,0,0,0
total,4702,101,101,101,41464.1,41473.3,41842.4,41909.5,41943.0,41943.0,2023-07-19 13:56:37,-0.42680,0,0,0,0,0,0
total,4751,49,49,49,42315.9,42278.6,42882.6,42916.1,42916.1,42916.1,2023-07-19 13:56:38,-0.42656,0,0,0,0,0,0
total,4850,99,99,99,43280.3,43218.1,43687.9,43721.4,43755.0,43755.0,2023-07-19 13:56:39,-0.42567,0,0,0,0,0,0
total,4956,106,106,106,44062.7,44057.0,44459.6,44459.6,44459.6,44459.6,2023-07-19 13:56:40,-0.42470,0,0,0,0,0,0
total,5068,112,112,112,44872.8,44895.8,45231.4,45231.4,45264.9,45264.9,2023-07-19 13:56:41,-0.42368,0,0,0,0,0,0
total,5171,103,103,103,45632.6,45634.0,46003.1,46036.7,46036.7,46036.7,2023-07-19 13:56:42,-0.42278,0,0,0,0,0,0
total,5267,96,96,96,46452.6,46506.4,46808.4,46808.4,46808.4,46808.4,2023-07-19 13:56:43,-0.42199,0,0,0,0,0,0
total,5292,25,25,25,47270.8,46976.2,47748.0,47781.5,47781.5,47781.5,2023-07-19 13:56:44,-0.42204,0,0,0,0,0,0
total,5384,92,92,92,48296.5,48318.4,48586.8,48620.4,48620.4,48620.4,2023-07-19 13:56:45,-0.42132,0,0,0,0,0,0
total,5483,99,99,99,49013.4,49056.6,49392.1,49392.1,49425.7,49425.7,2023-07-19 13:56:46,-0.42054,0,0,0,0,0,0
total,5586,103,103,103,49809.3,49794.8,50163.9,50197.4,50231.0,50231.0,2023-07-19 13:56:47,-0.41972,0,0,0,0,0,0
total,5682,96,96,96,50587.2,50600.1,50935.6,50969.2,51002.7,51002.7,2023-07-19 13:56:48,-0.41900,0,0,0,0,0,0
total,5782,100,100,100,51474.5,51472.5,51808.0,51808.0,51808.0,51808.0,2023-07-19 13:56:49,-0.41824,0,0,0,0,0,0
total,5812,30,30,30,51950.1,51942.3,52143.6,52210.7,52210.7,52210.7,2023-07-19 13:56:50,-0.41822,0,0,0,0,0,0
total,5904,92,92,92,53260.7,53250.9,53552.9,53586.4,53586.4,53586.4,2023-07-19 13:56:51,-0.41757,0,0,0,0,0,0
total,6021,117,117,117,53985.8,54022.6,54324.6,54324.6,54358.2,54358.2,2023-07-19 13:56:52,-0.41668,0,0,0,0,0,0
total,6146,125,125,125,54716.1,54760.8,55062.8,55096.4,55096.4,55096.4,2023-07-19 13:56:53,-0.41574,0,0,0,0,0,0
total,6216,70,70,70,55493.3,55532.6,55834.6,55935.2,55935.2,55935.2,2023-07-19 13:56:54,-0.41532,0,0,0,0,0,0
total,6316,100,100,100,56301.7,56304.3,56639.9,56740.5,56740.5,56740.5,2023-07-19 13:56:55,-0.41464,0,0,0,0,0,0
total,6426,110,110,110,57200.5,57210.3,57512.3,57545.9,57545.9,57545.9,2023-07-19 13:56:56,-0.41388,0,0,0,0,0,0
total,6533,107,107,107,57859.9,57814.3,58317.6,58317.6,58317.6,58317.6,2023-07-19 13:56:57,-0.41315,0,0,0,0,0,0
total,6665,132,132,132,58687.2,58720.3,59022.2,59055.8,59055.8,59055.8,2023-07-19 13:56:58,-0.41222,0,0,0,0,0,0
total,6775,110,110,110,59430.1,59424.9,59861.1,59861.1,59861.1,59861.1,2023-07-19 13:56:59,-0.41149,0,0,0,0,0,0
total,6874,99,99,99,60235.1,60263.8,60599.3,60632.9,60632.9,60632.9,2023-07-19 13:57:00,-0.41086,0,0,0,0,0,0
total,6993,119,119,119,61007.7,61002.0,61371.1,61371.1,61371.1,61371.1,2023-07-19 13:57:01,-0.41008,0,0,0,0,0,0
total,7084,91,91,91,61780.2,61773.7,62176.4,62209.9,62209.9,62209.9,2023-07-19 13:57:02,-0.40954,0,0,0,0,0,0
total,7207,123,123,123,62590.9,62579.0,62948.1,62948.1,62948.1,62948.1,2023-07-19 13:57:03,-0.40875,0,0,0,0,0,0
total,7297,90,90,90,63241.2,63250.1,63552.1,63619.2,63619.2,63619.2,2023-07-19 13:57:04,-0.40823,0,0,0,0,0,0
total,7420,123,123,123,64197.9,64223.2,64525.2,64558.7,64558.7,64558.7,2023-07-19 13:57:05,-0.40746,0,0,0,0,0,0
